	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ACKR2	223.792045604702	-1.11217179751877	0.191652929455117	-5.80305138398227	6.51188246153525e-09	2.12170675753728e-08
Acod1	12.9713192308211	2.07534770936725	0.66507463074143	3.12047342273999	0.0018056059065156	0.00314290257485832
Acot11	150.416043079315	1.74236190735755	0.34042130898408	5.11825159405352	3.08381053125573e-07	8.40155394824223e-07
Acot7	1344.31169132821	-1.29890032598365	0.134790725968951	-9.63642206573508	5.61096357838212e-22	8.06423388970246e-21
Acot8	397.783063910145	-1.02935961783012	0.164197300589827	-6.2690410508119	3.63278358286762e-10	1.35992886521464e-09
ACOX1	512.067374751438	1.21538634221384	0.157608807848188	7.71141130249856	1.24433926327113e-14	7.58938403950697e-14
ACP2	1715.06285565666	-1.01215191743546	0.134911872394903	-7.50231910259736	6.26985092242929e-14	3.54830194587224e-13
Acp4	273.502047771349	-1.52116504853648	0.210100304897137	-7.24018486922822	4.48073550560848e-13	2.30664904776672e-12
Acp5	659.325131181096	-2.27893279189713	0.270261149059739	-8.43233590853042	3.38832720227418e-17	2.791604125623e-16
ACSL4	1307.0082361616	1.30209937168852	0.155201654330153	8.38972611025543	4.87276045666257e-17	3.92423043687873e-16
ACSL6	348.776043036102	1.52716464513518	0.275881596816556	5.53557998343272	3.10200132042152e-08	9.37241883927006e-08
ACSM3	5.56340182307559	2.18238721953699	0.838606547983633	2.60239706544669	0.00925746007757536	0.0146034510217685
ACSM5	334.936880467925	1.41570162964196	0.202138377358598	7.00362617005914	2.49421085589582e-12	1.17976480274876e-11
ACSS3	632.719236934616	1.41731836056245	0.211859628033928	6.68989355695211	2.23332982936732e-11	9.53987210089647e-11
Acta1	26593.7197329395	-1.0313576218983	0.363776506205219	-2.8351408194472	0.00458054901666647	0.00756068301044786
ACTG1	51222.3796908723	-1.08579346131446	0.0797701173299212	-13.6115314563689	3.42001340067976e-42	4.34765670489719e-40
Actg2	861.976303245386	-1.02194167957905	0.266080074768068	-3.84072982717641	0.000122669064527582	0.000247884334020397
ACTL7B	18.5772800695777	-1.75741609717717	0.622968053039222	-2.82103727246271	0.00478686407784954	0.00787503136315312
ACVR1C	3.28254999562572	4.96426089659554	1.41444259104934	3.50969415656005	0.000448622393389027	0.00084567520283211
ACVR2B	272.438233018254	1.50000139929122	0.155670906139012	9.63572087100036	5.64940656467979e-22	8.10626602405826e-21
ADAM10	2281.18001826046	1.0296317120453	0.121626739733401	8.4655044959866	2.55046274196614e-17	2.12290140134866e-16
ADAM22	91.4903215844397	2.21943720925473	0.350374380156197	6.33447345169844	2.38153170624348e-10	9.0877501129837e-10
ADAM9	996.056860819402	1.27926177961645	0.201052478004757	6.36282523006842	1.98076032315956e-10	7.64760423966876e-10
ADAMDEC1	3.16403936479729	3.08460604924627	1.30915075558388	2.35618857193458	0.0184635422139557	0.0279368686145059
Adamts1	4422.95464203068	1.62039887001593	0.191075452667166	8.48041361356082	2.24394790718096e-17	1.88100309036826e-16
ADAMTS2	13070.3720061826	-1.17088008320865	0.125374539526602	-9.33905789508577	9.7195075335439e-21	1.20084710747769e-19
Adamts20	120.244200922802	3.01138310687235	0.414314245775259	7.26835521003505	3.63890898456605e-13	1.89552433379344e-12
ADAMTS5	419.863598485075	2.23467092661957	0.224385345550763	9.9590769670563	2.30189881299134e-23	4.00088220807151e-22
ADAMTSL2	1103.34141398929	-1.15240897012863	0.210077810557521	-5.48562919172793	4.12000321357153e-08	1.22627495029329e-07
ADAMTSL5	499.772488148822	-1.19273859058063	0.153143812138916	-7.78835640775811	6.78864629603967e-15	4.28314016922404e-14
Adarb1	320.383128711043	1.05640470399756	0.240107039212995	4.39972400417815	1.08388642141678e-05	2.49361964316975e-05
Adarb2	2.60857306974424	3.98598084485577	1.68578036387186	2.36447222323842	0.0180557812815098	0.0273683511699039
ADAT1	51.2531607864523	1.80272601989371	0.453026346810383	3.97929619896534	6.91195827211872e-05	0.000144006152162712
ADCY6	958.787725840087	1.36162284392866	0.248768000575852	5.47346459663928	4.41321083227156e-08	1.30949091477626e-07
ADD3	4815.78365422879	1.12114025345188	0.130858038306599	8.5676070645738	1.05657611563457e-17	9.15104381232603e-17
ADGB	123.661943013495	1.12296116196722	0.277423612170965	4.0478211395906	5.16966258799934e-05	0.000109516251106743
ADGRB3	185.356215487147	1.00268327382847	0.171539565111322	5.84520121161418	5.05956319182011e-09	1.66401969246476e-08
CD97	4425.69424146281	-1.01682594090516	0.0985937847610268	-10.3132864142477	6.13662128239788e-25	1.3128443472301e-23
Adgrg6	1874.59012219966	1.43113120694692	0.130730253135327	10.9472074950047	6.85277595591791e-28	2.03100962917012e-26
Adgrl3	143.225348291502	1.20580622067257	0.284623525747534	4.23649527039496	2.27035700798058e-05	5.02411616986869e-05
Adnp2	322.362040803808	1.13491650095299	0.198685316721117	5.71213071847684	1.11570332446832e-08	3.5363174401343e-08
ADPRH	876.596221926225	-1.21294687404533	0.134549150009305	-9.01489807970879	1.97053608684249e-19	2.10784326062665e-18
ADRA1B	267.725019370478	-1.20272139230052	0.202317473735936	-5.9447232613744	2.7692429679511e-09	9.41775267146228e-09
ADRA2C	431.117580390862	-1.25476548889019	0.166884367466589	-7.5187718774282	5.52931645806225e-14	3.14076609150345e-13
AEBP2	425.228552103157	1.41837888056723	0.207926748350721	6.82153158176056	9.00749611336103e-12	4.02303441392913e-11
TLE5	12297.0415788723	-1.43414834234879	0.123917708605589	-11.5733930080442	5.6214719707062e-31	2.35611667175485e-29
