	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CDKN2AIP	529.00317544963	1.02052794010655	0.160700870843906	6.35048170397175	2.14641739333906e-10	8.24992312452308e-10
Cdkn2d	477.68928400281	-1.11845282249798	0.12653861711657	-8.83882602784917	9.67296042491994e-19	9.50124375837283e-18
CDNF	38.1632250901074	1.94443287837022	0.342579132977472	5.67586490592842	1.3798964975516e-08	4.33705924097643e-08
CDPF1	241.44773389572	-1.22392612959358	0.164971768529525	-7.41900350892175	1.18004786838243e-13	6.47805007546698e-13
CDSN	28.8602514416301	-1.15675456870677	0.419063395475916	-2.76033311712439	0.00577424505022521	0.00940385784675111
CEBPE	4.72568296660844	-3.06317907870279	1.12932622461788	-2.71239524233951	0.00667988916044982	0.0107546634986434
CEBPG	266.880309919757	1.26650872866361	0.174926575819738	7.24023049515786	4.4792283380074e-13	2.30664513877569e-12
CEBPZ	981.195285040132	1.1226188622329	0.131374072239773	8.54520867849779	1.28304222491856e-17	1.10132564194739e-16
CENPA	55.827381995981	-1.33889037303316	0.395022023605335	-3.38940690145124	0.000700439887703042	0.00128908427287009
CENPB	8515.12848341338	-1.13683128625667	0.101489242850143	-11.2014953933127	4.00908328157717e-29	1.33479911335974e-27
CENPC	197.354317937813	1.68293355664043	0.193374677988074	8.7029675971547	3.23316253250975e-18	3.00498526133323e-17
CENPI	597.39023023419	1.44759721611518	0.151831814326885	9.53421535883507	1.51023272432698e-21	2.06309056532839e-20
CENPJ	400.349067166572	1.21375149307062	0.171644111306251	7.07132615173158	1.53459974967857e-12	7.45114057751129e-12
CENPM	156.816178556005	-1.47113478947171	0.269995192936184	-5.44874437753203	5.07266571405587e-08	1.49363981649325e-07
CENPP	178.749569438051	-1.36452971775675	0.220918357580142	-6.17662439963481	6.54866144735644e-10	2.37294488535305e-09
CENPS	156.386306492445	-1.13794552870855	0.227491678243325	-5.00214134202926	5.66969962911383e-07	1.50390273659301e-06
CENPU	43.5737719672087	1.60263605493331	0.474468421946247	3.37775072229122	0.000730812968839264	0.00134177191294886
Cenpv	553.775481921049	-1.07300353301484	0.198672961712287	-5.40085336105643	6.63246262272542e-08	1.93257321581289e-07
CENPX	317.970472239918	-1.00729026289549	0.177788156363384	-5.665676969149	1.4644519004181e-08	4.59298348487536e-08
CEP120	349.766155933239	3.52634581397946	0.570546453383881	6.18064627878219	6.38397117901544e-10	2.31927833433197e-09
CEP126	4.18036193134599	3.0270421001366	1.10530792982807	2.73864143959183	0.00616936170148273	0.00999337844273456
CEP135	281.344464373543	1.82143768540479	0.159977146968372	11.3856117571899	4.93208947754959e-30	1.83249759284222e-28
CEP162	197.801020027249	2.63912067992979	0.23128826099094	11.4105258460704	3.70482800084536e-30	1.393341425648e-28
CEP170	1459.12070020391	1.73777746683351	0.14334084475136	12.1233935090021	7.94019639686778e-34	4.4902978300228e-32
CEP290	285.466913934759	2.56789581469522	0.160342029906493	16.0151135431723	1.00223608225036e-57	3.35139030808154e-55
CEP295	589.320311569502	1.95026775575015	0.116040571896396	16.8067747674616	2.17698081573699e-63	1.04644746586457e-60
CEP350	1090.04236401402	2.10081039208758	0.113809985548552	18.4589285550112	4.42023207337943e-76	4.5328006501815e-73
Cep57	427.742817004138	1.6832423330939	0.202262772068269	8.32205707398175	8.64496629175416e-17	6.75009499998794e-16
CEP57L1	673.475978777725	1.61898873397398	0.125052099876188	12.9465137776728	2.45868452256287e-38	2.14883439352625e-36
CEP68	288.833045903348	3.05160170667082	0.492796720157566	6.19241480684999	5.92493756620287e-10	2.15914213796097e-09
CEP70	401.01609931626	1.27202710086923	0.139085950879545	9.14561889842391	5.92893891789009e-20	6.73054896199154e-19
Cep83	413.814784764632	1.00492758073675	0.138922110035761	7.23374832471276	4.69842127623163e-13	2.41225354042039e-12
CEP97	221.230703783274	1.61887375721851	0.178134332093493	9.08793795217897	1.0093511275522e-19	1.11296337233032e-18
CERS6	433.478609873398	1.09619053085265	0.166639033113215	6.57823386497862	4.76069039765472e-11	1.95904065534309e-10
CES4A	42.2796457858078	1.14109709537931	0.424182180898275	2.69011086925635	0.00714282841546313	0.0114604137568221
CETN2	1066.05981031446	-1.0068325364041	0.135568138298694	-7.42676375909039	1.11286861641711e-13	6.12894559890011e-13
Cetn3	602.958171031709	1.09785819342157	0.146103811358322	7.51423377128103	5.72452140059622e-14	3.24804825466511e-13
CFAP221	10.6580318931442	2.07839466672137	0.632666266845812	3.28513590124428	0.00101933192414589	0.00183620607298421
CFAP43	83.5763674312452	1.67301152699687	0.270145084629576	6.19301117135226	5.9025543851671e-10	2.15200501428396e-09
CFAP44	90.9185632263043	1.98375330250184	0.410944096746189	4.82730696999662	1.38391719385142e-06	3.5093000784409e-06
CFAP47	30.9199673202035	1.77484182985888	0.499843257303941	3.5507967826395	0.000384066843754517	0.000730158965595351
Cfap53	18.2743449452024	1.85141355169935	0.545063528005533	3.39669314964797	0.000682054031102659	0.00125675073148312
CFAP54	264.687437824694	1.41142644742232	0.151102550463208	9.34085125033009	9.55626782102735e-21	1.18162790693764e-19
CFAP69	37.9616170861363	1.24195369122049	0.382265715234343	3.24892775293523	0.00115840895608713	0.00206928888195707
CFAP77	41.2653062181577	-3.02646643917456	0.506302134900037	-5.97758972470479	2.26463202528897e-09	7.80344305846661e-09
CFAP97	448.665632142331	1.33851868352529	0.148052262913418	9.04085258263203	1.55454555632938e-19	1.68039492251992e-18
CFB	186.83188708305	-1.24374141192659	0.243461438913493	-5.10857660858778	3.2459479477617e-07	8.82608650034833e-07
CFD	14165.1577610225	-1.27162052383944	0.334464701531837	-3.80195733067035	0.000143557454977942	0.000287339072540105
CFH	27096.9597526091	1.58007830174766	0.177927213785906	8.88047571884601	6.65750254390548e-19	6.66270033379012e-18
CFL1	14936.5372521518	-1.20577269304987	0.0979620387453183	-12.3085708351236	8.14527477133153e-35	5.093114493196e-33
CFL2	2073.69419844786	1.18879518146857	0.170422588140873	6.97557286529356	3.04626942646076e-12	1.43033322093466e-11
CFTR	4.75810021454497	3.66462948045233	1.1599602277944	3.15927166521944	0.001581639827923	0.00277535749864381
Cgref1	1407.84615280662	-1.06465988272308	0.171806693153035	-6.19684753361005	5.7605252454266e-10	2.10421276003686e-09
CHAD	117743.5614247	-1.0697866145416	0.181073411988958	-5.90802704157825	3.46229195982754e-09	1.16281604642068e-08
CHADL	278.638865562637	-1.53099466396667	0.274775363304985	-5.57180471186332	2.52113936671048e-08	7.68837544384232e-08
CHAF1B	106.543557201362	-1.86421629873118	0.203589351952501	-9.1567475452553	5.34850099918463e-20	6.10769431102138e-19
CHAT	9.58418638033045	1.89865050827689	0.748090888816971	2.53799442909859	0.0111489759150017	0.0174193547510977
CHCHD10	1411.95751909568	-1.15681653788937	0.161178704862925	-7.17722939189261	7.11382745974651e-13	3.58417602311893e-12
Chchd2	7613.36094314374	-1.22789561480905	0.0919450041666564	-13.3546746333646	1.11243140177715e-40	1.23103739727598e-38
CHCHD5	492.991335460212	-1.11569811152379	0.14349337038603	-7.77525894417494	7.52932277580838e-15	4.71948015230173e-14
CHCHD6	224.005771138598	-1.74388705359719	0.172953187293359	-10.0830003822898	6.56890069774595e-24	1.22624794335835e-22
CHD1	403.071547806899	1.65603309719933	0.134889094601773	12.2769976482411	1.20383316590173e-34	7.37743496330692e-33
CHD2	247.85012972836	3.01593974118872	0.292388233100875	10.3148464943465	6.03777159252157e-25	1.29349585844244e-23
Chd6	1091.27890608979	1.43086235464481	0.151383891422743	9.45187986117421	3.32799243196185e-21	4.34191514745014e-20
Chd7	447.174548054399	1.43012279942623	0.162753747900774	8.78703450994038	1.53559620494362e-18	1.47628380152767e-17
CHD9	1483.56878577273	1.95310747638472	0.136298594237721	14.3296230405595	1.4289410503029e-46	2.52643347537462e-44
CHGA	73.5424052374065	-1.13610764602858	0.306799489685475	-3.70309496666145	0.000212985107167406	0.000417395454000386
CHIC1	64.362712868221	2.41354972893327	0.472601035218131	5.10694972942514	3.27400803897384e-07	8.9008115333149e-07
Chid1	5668.11717287505	-1.13423113677758	0.157719208556847	-7.19145846061459	6.41028379193244e-13	3.2467232560917e-12
CHIT1	29.9852693721589	-1.88369762485587	0.638955618871264	-2.94808836360729	0.00319745654558613	0.00539112973629353
CHL1	651.928240785715	2.78898343398303	0.286273045007287	9.74238924210286	1.98823730993602e-22	3.04915915268552e-21
CHM	417.230077980125	1.56668564383847	0.160391156599175	9.76790539489465	1.54615510147176e-22	2.41451347927295e-21
CHML	299.421176552241	4.48118041363784	0.272538520188748	16.4423744963992	9.51179566313802e-61	3.56854733878997e-58
Chmp1a	2370.58043333625	-1.00305502668806	0.129707260810747	-7.7332218753089	1.04858307918457e-14	6.45430369108326e-14
Chmp2b	745.229174291417	1.00674519077175	0.158476271743443	6.35265569852357	2.1162904130866e-10	8.14430301078261e-10
Chmp4c	152.988521665012	2.22891101205911	0.575798605293788	3.87099064076729	0.000108393954165611	0.000220427789922717
Chordc1	715.343712607324	2.04644816255328	0.13047731078407	15.6843220499845	1.93619264914067e-55	5.6193425149211e-53
CHPF	18661.8845899529	-1.38945033228038	0.123358895481441	-11.2634790288748	1.98754090918528e-29	6.8856653750198e-28
CHPF2	1354.33205922961	-1.01008398806631	0.104162807750435	-9.69716552271117	3.09990684398134e-22	4.61595034599428e-21
CHRDL1	1170.43124220448	2.00266444650702	0.253777425084016	7.89142078277457	2.98765451008315e-15	1.96477561667803e-14
CHRM2	31.5554310052785	1.65283778860612	0.416731039534297	3.96619793537144	7.30282233146521e-05	0.000151636086801563
CHRNA3	55.2626652362493	1.48291369990387	0.404798304641649	3.66333970004303	0.00024894803424801	0.000483438790910603
CHRNA4	191.336222442013	-1.44617947977241	0.192803594494128	-7.50079106962111	6.34338303698299e-14	3.58859572912366e-13
CHRNA5	9.67293812788257	1.55609540146082	0.70188426241336	2.21702563341474	0.0266213399260566	0.039323816382709
CHRNG	19.0288400201657	-1.41773359032388	0.561063214530846	-2.52686961755169	0.0115084218413561	0.0179463244894302
Chst12	833.702961266859	-1.01401378512984	0.119581520992788	-8.47968629861295	2.25801921028864e-17	1.89176751049346e-16
CHUK	291.609615683122	1.60614236044479	0.202441266752552	7.93386835702827	2.12423262315426e-15	1.41941556078883e-14
Cib1	2941.56770176566	-1.32303784670293	0.152953665716407	-8.64992571773983	5.15329632088754e-18	4.67106682427179e-17
Cidea	243.688599179288	-1.92315295209775	0.329892730974433	-5.82963118471013	5.55500124823018e-09	1.82228682448873e-08
CINP	810.360743217641	-1.28796634517868	0.176921000026752	-7.27989523563586	3.34079512430289e-13	1.74552006121016e-12
CIP2A	60.1861207947016	2.89595040141404	0.350006963906683	8.27397937769645	1.29560581145936e-16	9.9491916777787e-16
CISD1	1294.8858258304	1.01935217038297	0.0906684653683334	11.2426317820858	2.5176295211543e-29	8.64423600321325e-28
Cisd3	429.055877527606	-1.20644714817196	0.185067596328859	-6.51895400439604	7.07993579802242e-11	2.86512950395109e-10
CITED1	577.716693089537	-1.58148971092682	0.299857068400602	-5.27414517644115	1.33376296998353e-07	3.76992686591082e-07
CITED4	235.188151028135	-1.85536594622875	0.218490895684488	-8.49173115619422	2.03581519849893e-17	1.71400708173566e-16
CKAP2	155.743986552126	1.54434348839302	0.280986936164918	5.4961398187089	3.88194765661058e-08	1.15900851812857e-07
CKAP2L	34.7946413713996	1.07209280665835	0.451670887139966	2.3736150307295	0.0176149052883604	0.0267422496195776
CKAP4	6357.57689407179	-1.27340321322263	0.111380739748761	-11.4328852196081	2.86430562078539e-30	1.09326920741739e-28
CKMT1A	2919.24761332806	-1.06379009941873	0.132468654885683	-8.0305042754209	9.7072832341683e-16	6.72298202197104e-15
Clasp2	1834.06996530646	1.23144614909873	0.147879885656479	8.32734041977381	8.26787412863217e-17	6.4753788109277e-16
CLCN3	1225.47013835652	1.18881215136914	0.169035616492925	7.03290925329278	2.02270930521463e-12	9.66252004124578e-12
CLCN5	280.76822755489	3.43119148978075	0.597954960836068	5.73821059195365	9.56820950128614e-09	3.05602571737507e-08
CLDN22	8.99667970112961	-2.49991724298339	0.732631162383233	-3.41224530342283	0.000644301050459962	0.00119089626990809
CLDN3	56.2846499173394	-2.56733470745174	0.414312187006639	-6.1966188491834	5.76889727436135e-10	2.10677060480119e-09
CLDN34	3.04764888511742	-5.26847355681962	1.41667010461723	-3.71891348567922	0.00020008156012416	0.000393411038965848
CLDN4	13.5557510814763	-1.55825025865418	0.693130938631383	-2.24813259920415	0.0245677359269613	0.0364874880784512
Cldn7	143.368031469436	-1.07094655878056	0.25633518270416	-4.17791482028653	2.94193783841619e-05	6.43527983937966e-05
CLDND1	874.851400173732	2.02561114320917	0.261212088085346	7.75466081243275	8.85799110201569e-15	5.49853184548851e-14
Cldnd2	34.8787950387015	-1.91794980743258	0.507305404019264	-3.78066110125598	0.000156412468416025	0.000311556748378238
CLEC11A	5662.44427752076	-1.57560200374157	0.199797413738045	-7.88599799298379	3.12031624848961e-15	2.04067621319163e-14
CLEC3B	31534.6594678853	-2.59360380278947	0.202914212734152	-12.7817749572204	2.07284333122887e-37	1.65204539486853e-35
CLEC4A	41.1053578294703	1.21583788665033	0.316488234057411	3.84165272453628	0.000122208659207927	0.000247051333412581
CLEC7A	31.8700832995034	2.98696715845941	0.449064496959558	6.65153263881471	2.9005651067974e-11	1.22404643272312e-10
CLHC1	8.69744776628261	1.67911371813922	0.686262779669235	2.44675038175394	0.0144150634975462	0.0221710335685688
CLIC1	3613.16745042944	-1.10591771702201	0.10594998622083	-10.4381110037802	1.6608261322455e-25	3.82437538416172e-24
CLIC3	8.54488397282416	-1.85564005263844	0.80389538901941	-2.30831035727415	0.0209818807885946	0.0314810076365745
CLIC4	14574.5715352845	1.00321010901435	0.177340801458028	5.65696162849351	1.5407619259046e-08	4.82001219122727e-08
Clic5	832.148339638771	1.34361468782372	0.231563365099726	5.8023629396	6.53868372904808e-09	2.12998799492201e-08
CLINT1	1926.07019749656	1.41782773530407	0.176761425079786	8.0211377265379	1.04770174463054e-15	7.21708384948808e-15
Clip1	1135.05093349296	1.84682563660155	0.175075602424856	10.5487321535519	5.14871496411889e-26	1.25710370758852e-24
CLIP4	584.023279330833	1.19505513962315	0.238154411350215	5.01798447842219	5.221639459745e-07	1.38864554235473e-06
CLK1	3036.15518766975	1.39229612507738	0.129660182590858	10.7380392134011	6.74619349461856e-27	1.82052540937233e-25
CLK4	1830.55162577477	1.69562857910349	0.1435343031334	11.8134030826595	3.32812529799392e-32	1.59978822917945e-30
CLMN	320.512350401553	1.55577513291429	0.163551417496272	9.51245276091692	1.86219075159899e-21	2.50825027505217e-20
CLOCK	545.924158656229	2.70741678038908	0.195042143620936	13.8811885991724	8.23666565773256e-44	1.16235221236002e-41
Clpx	875.404418091028	1.28773486728928	0.161072849455214	7.99473574624587	1.29852070915403e-15	8.8733209898744e-15
CLSPN	27.2967534525682	1.52738164460599	0.509783607103176	2.99613723023631	0.00273423354869018	0.00465140239393412
CLTA	5923.89849292045	-1.19063829713535	0.148209722606256	-8.03346957404732	9.47541617893277e-16	6.571273745011e-15
CLTB	4931.12021257083	-1.45199356209524	0.131110146933922	-11.0746086100188	1.66606529456854e-28	5.20882446362873e-27
CLTCL1	317.04940463104	1.03743042516945	0.255378622118932	4.06232290143031	4.85868058728338e-05	0.000103241089644416
Clu	73765.1647901725	-1.206575437748	0.20360665492258	-5.926011790758	3.10380311171788e-09	1.0495207620234e-08
Cluap1	117.227557187337	2.45511337849407	0.273496927494482	8.9767493952692	2.7888416394033e-19	2.91822871410215e-18
CLVS2	115.204672471538	1.08062941967282	0.261632383354508	4.13033511302223	3.62234823078988e-05	7.83009562760116e-05
CMA1	295.451211346646	-1.93492294981573	0.321043753189866	-6.02697585793365	1.67055945350606e-09	5.82028210958782e-09
Cmc2	640.878940205238	-1.26588492729438	0.165438835292528	-7.65167939592931	1.98371318100356e-14	1.17994880704551e-13
CMTM6	1152.65101283875	1.53291596689117	0.258667109612225	5.92621137333314	3.10003509768213e-09	1.04847713000322e-08
CMTM7	899.182296636063	-1.24290226173704	0.18843373821542	-6.59596457358468	4.2249981175988e-11	1.74842402595923e-10
CMTR2	369.086548760512	1.56061925039255	0.189623785721781	8.2300817086434	1.87085784606701e-16	1.4065266563149e-15
Cmya5	1266.43440772301	1.59505460980922	0.244434546370879	6.52548763458767	6.77806501373859e-11	2.74730424351323e-10
CNEP1R1	789.847996046971	1.16182509889062	0.146597277865134	7.92528426045861	2.27625018532969e-15	1.51245271493483e-14
CNGA2	22.4989265028161	2.47396749540072	0.5956248277712	4.15356677568024	3.27332632396171e-05	7.12369913910285e-05
CNIH2	289.706573206098	-1.89129013449173	0.215161363480459	-8.79010108459132	1.49425459820804e-18	1.4392375848238e-17
CNKSR2	32.9008496885005	4.68136899283888	0.639888557564182	7.31591296249946	2.55637325386223e-13	1.3531360423575e-12
CNN1	944.799093643226	-1.20495702523071	0.22947056172127	-5.25103096533282	1.51250247992785e-07	4.24782054888628e-07
CNNM1	59.2058626201994	1.00594952780126	0.277205774115164	3.62889096019819	0.000284641428441302	0.000549216564511303
cnot6	334.067208170761	1.2557835469314	0.171603996717908	7.31791549701333	2.51852365631207e-13	1.33483563988476e-12
CNOT6L	269.122320263111	1.66292858769802	0.218003709521026	7.62798298869143	2.38455018360477e-14	1.40479321808535e-13
CNOT7	1223.92250379836	1.28379367816452	0.162300093250709	7.90999963371197	2.57389652095044e-15	1.70433389088505e-14
CNP	13450.526828726	-1.19262779013416	0.195042741041268	-6.11469970000995	9.67389582179041e-10	3.45012440368143e-09
Cnpy1	3.28226102735507	2.68685490950966	1.20723114698938	2.22563418464658	0.0260386944895111	0.0385233431410657
Cnpy3	2678.94991985293	-1.2111145377617	0.136756262602928	-8.85600786911072	8.29310290027424e-19	8.21407011023943e-18
CNST	302.601416277865	1.61824315232179	0.27187352730728	5.95219096301641	2.6457640244489e-09	9.01775808200153e-09
CNTFR	1583.75360801107	-1.4491633953304	0.144591720424723	-10.0224507397356	1.21453327242611e-23	2.18758206047523e-22
CNTLN	124.235355106772	2.99570367279937	0.2448356437506	12.2355700620573	2.00690867321758e-34	1.20586989107159e-32
CNTN1	486.980044595196	1.69973678999881	0.314861884996545	5.39835677480448	6.7254025701725e-08	1.95779981707785e-07
CNTN3	246.132480372717	1.22214298945727	0.234890694723803	5.20302854438032	1.96066740214612e-07	5.44267880418732e-07
CNTN4	142.77393483701	1.22424475718424	0.295879347036974	4.13764857008171	3.5088324595437e-05	7.6018113933382e-05
CNTN5	18.0343381157217	2.53274197901474	0.588192993048013	4.30597101453061	1.66254826991445e-05	3.73278608784469e-05
Cntrl	762.575528125615	1.74604355041942	0.129102135462247	13.5245133178298	1.12082953154068e-41	1.39037095598054e-39
COASY	1486.03358903046	-1.29541483109265	0.156671691465617	-8.26834011284638	1.3583691676856e-16	1.04055948891135e-15
COBLL1	406.943325229364	1.48780411728522	0.213318297872538	6.97457335879463	3.06800424824105e-12	1.4392205351157e-11
COG3	372.15467769184	2.23005380263553	0.303274001243225	7.35326402360166	1.93424336156343e-13	1.03631248302225e-12
COG6	728.752388917028	1.45102399832591	0.142140091635134	10.2084076465253	1.81824183710512e-24	3.65120051414502e-23
COL11A1	23108.2268047518	1.29612389141748	0.166365151606994	7.79083767782885	6.65663864792727e-15	4.20848399845529e-14
COL17A1	14.9966592059955	1.58981855748003	0.472399705968358	3.36540971002746	0.000764300768563968	0.00139941369147137
Col19a1	10.1400474562666	2.59129539093289	0.707532196585659	3.66244165769093	0.000249822661248924	0.000484953580935254
COL1A1	1947648.31866451	-1.2253935708798	0.110459486567642	-11.0936019074234	1.34750440004482e-28	4.23871424979334e-27
COL24A1	505.672787942114	1.85348501514908	0.160765689264342	11.5291081301648	9.41136142925032e-31	3.81200914167595e-29
COL25A1	333.085125005893	3.15000389740472	0.270045659868501	11.664708475369	1.9306325257836e-31	8.63284578825679e-30
Col26a1	274.211467404058	-1.89381033018094	0.276595766255434	-6.84685219813532	7.54926420071202e-12	3.40137029687617e-11
COL27A1	1397.84704283221	1.22190029471574	0.150171008013506	8.13672566282462	4.06111523591542e-16	2.93967409688711e-15
COL28A1	359.660359532689	1.20594328599681	0.199795738984766	6.03588090579228	1.58097825100449e-09	5.51692546664044e-09
Col4a3	203.570494576659	2.70940551171999	0.244073151456947	11.1007929202648	1.24335866397418e-28	3.93525575498988e-27
CERT1	1441.16939544349	1.24868020641066	0.104661593200497	11.9306439757572	8.19371634901363e-33	4.21524230369658e-31
COL4A4	85.1962723044009	2.11045754129801	0.319359912774655	6.60839841469764	3.88499981229032e-11	1.61642053320665e-10
COL4A5	2179.39518697621	1.23465162127707	0.154471083313446	7.99276858032884	1.3194165940847e-15	9.01210748233165e-15
Col6a2	68956.5638531352	-1.44678094341624	0.157110619539233	-9.20867696696311	3.3016919908658e-20	3.85623585447971e-19
Col6a5	1360.34674777314	1.05621620165083	0.212950042275634	4.95992482726866	7.05204638711787e-07	1.84814078070634e-06
COL6A6	845.514571913387	1.16970864075617	0.189369086637925	6.17687216812037	6.53839696628143e-10	2.37034226102618e-09
Colec11	22.5232922226452	1.88269938032684	0.480969235432111	3.91438628841904	9.06344376838265e-05	0.00018608367865091
COLGALT1	3143.61533330526	-1.04193732555543	0.120632278057994	-8.63730124581186	5.75564706447282e-18	5.17436371395213e-17
COMMD4	1986.2493654852	-1.19233540739133	0.162927361003917	-7.31820241882311	2.51314587420918e-13	1.33254773654208e-12
COMMD8	324.427439464539	1.23673967423475	0.174517543492187	7.08662091779971	1.37426145276165e-12	6.71502213036206e-12
Comp	7049.60114834084	-1.15636823611622	0.17196130878847	-6.72458382797417	1.76095017711067e-11	7.59588772414927e-11
COMTD1	248.829274877024	-1.79661957577061	0.209147399438005	-8.59020757895276	8.68123418997196e-18	7.60448430012236e-17
COPE	7409.73154491846	-1.52789157937309	0.152423145471527	-10.024012919078	1.19548131958187e-23	2.1557905812202e-22
COPS2	2247.32455111184	1.0161145988025	0.104538878348992	9.71996844475703	2.47858294517238e-22	3.74146838691281e-21
Cops9	3838.71121023814	-1.34559921959555	0.171865913593962	-7.82935482351992	4.90379873520821e-15	3.14292633937386e-14
COPZ1	5118.98033560475	-1.03807625005813	0.105431945564257	-9.84593658499324	7.13713421823661e-23	1.16542885928785e-21
COPZ2	8139.08705791727	-1.71057627919022	0.185174571205828	-9.23764136755502	2.51990503834831e-20	2.97020531033515e-19
COQ3	201.125596475238	3.29866802880664	0.263994522701446	12.4952138970593	7.92827670534652e-36	5.34880492463334e-34
Coq8a	2528.27385213923	-1.22733697935651	0.164854588732659	-7.44496703908472	9.6968626487063e-14	5.3789088085972e-13
CORO1A	770.478679055606	-1.16007013428766	0.174973098638653	-6.62999137189304	3.35706492484732e-11	1.4078073248092e-10
CORO1B	3491.37066739597	-1.11839999468425	0.131726761917631	-8.49030203432458	2.06100754017509e-17	1.73426794217578e-16
CORO2A	34.4501096090576	1.16715644649723	0.414250115734664	2.81751628343496	0.00483966605648321	0.00795764225342861
COTL1	3727.3513377144	-1.61960626183793	0.132051127529983	-12.2649938105996	1.39622959647603e-34	8.52254113214056e-33
CP	2419.96122619575	1.8560060644413	0.198124459927061	9.36787948910793	7.40043228709531e-21	9.29252648490613e-20
CPA2	12.9880341620836	-1.36989182278421	0.554342436534552	-2.47120143164219	0.0134659944708756	0.0208112053602942
Cpd	1668.07374620962	1.10698181673544	0.134653633512659	8.22095763670111	2.01884575744494e-16	1.51334724371433e-15
CPEB2	290.113923945336	2.24257224216254	0.288163126447906	7.78230119101636	7.12170675281552e-15	4.48041281275289e-14
Cpeb3	213.137648676008	1.49965256555058	0.161687959407116	9.27497985038318	1.7765261772835e-20	2.13822579491195e-19
Cpeb4	179.266344547855	4.53612312481908	0.656001131995326	6.91480990440029	4.68491170020002e-12	2.15693839486611e-11
CPED1	1450.61825010762	2.43919479924147	0.211301898390454	11.5436482957394	7.94811396344711e-31	3.26892751298779e-29
CPM	117.959120196288	3.08704478198567	0.400279089439222	7.7122309494371	1.23637131161996e-14	7.54377767367639e-14
Cpne4	107.175413419977	1.16593627940511	0.254028935369219	4.58977745078717	4.43718843047066e-06	1.06495291679669e-05
Cpne5	105.010704902295	-1.59486450129528	0.225208707297468	-7.08171775609322	1.42378417890393e-12	6.94376925805334e-12
CPNE8	241.160207577585	1.39178952801769	0.184182637597867	7.55657290051649	4.13828004933154e-14	2.38229879187192e-13
CPSF2	1385.86512878409	1.23162696453609	0.103002902389249	11.9572064084346	5.95311173004881e-33	3.12528206933825e-31
CPXM1	31952.3585565571	-1.12980082206736	0.179299708919611	-6.30118603580056	2.95376603863816e-10	1.11414490452016e-09
Cpz	23580.9991433499	-1.46995692121068	0.19690860931233	-7.46517344439256	8.31899588530226e-14	4.66676858890297e-13
CRABP1	2497.7429257241	-1.3225696304024	0.140139339087734	-9.43753295121796	3.81659380740923e-21	4.95416421481592e-20
CRACR2B	454.20051144247	-1.02626310139441	0.176071504021115	-5.82867231753377	5.58700867501782e-09	1.83200527476282e-08
CRAMP1	607.89098376853	1.34701646964778	0.143780239621775	9.36857855565693	7.35158833702422e-21	9.23873625817864e-20
CREB1	208.735442152296	1.4746724083312	0.16194972408309	9.10574202383086	8.56787274197791e-20	9.5569991673027e-19
Creb3l1	5454.45496269067	-1.50664516795466	0.12788471644739	-11.7812762135222	4.87493218246828e-32	2.3143890997138e-30
Creb5	19.0237189521852	1.46751409501023	0.486395568660338	3.01712061039568	0.00255188255116961	0.00435951326100521
CREBL2	253.524262590242	1.98747582615258	0.26210652175204	7.58270268464661	3.38429790848664e-14	1.96739495194034e-13
CREBRF	1471.47420426491	1.47586013925232	0.120414027551966	12.2565465939207	1.54964353689303e-34	9.38449483641281e-33
CREBZF	784.65473881449	1.35228006909256	0.205228241957474	6.58915194222037	4.42345920218087e-11	1.82711196154528e-10
Crim1	3478.80232706801	1.17428890807671	0.16869522085241	6.96100874786541	3.37844791700091e-12	1.57715586826428e-11
Crip1	4246.37835591797	-1.35980106261	0.168104542132033	-8.08902035224001	6.01465218078537e-16	4.26740681941146e-15
CRISPLD1	6176.42814806644	1.17789864265295	0.192241919321509	6.12716855309279	8.94566920907309e-10	3.20228726492814e-09
CRISPLD2	7326.59605391545	-1.16056276191234	0.171056732404073	-6.7846657983086	1.16355542138456e-11	5.11658361684887e-11
CRK	2976.60127953712	1.23873254527117	0.191221969792961	6.47798235010533	9.29572239046805e-11	3.71297849416203e-10
Crkl	407.087359454835	2.37101871854032	0.661234058166719	3.58574802561441	0.000336113378973388	0.000643286797980423
Crlf1	440.051111389349	-1.24694266835396	0.178744921026252	-6.97610125756149	3.03484032771814e-12	1.42540195178505e-11
CROCC2	18.9713166779217	1.30389291920932	0.481160020273059	2.70989455539004	0.00673046013183177	0.0108338151682541
CROT	630.326920779381	1.07058858943831	0.141552662190232	7.56318230171854	3.93325738288721e-14	2.27107226214606e-13
CR1	18.391380536812	1.18631817905969	0.530728539243828	2.23526358833074	0.0254000490280357	0.0376509158860215
Cryaa	273.992323784482	-2.79556718427317	0.791253018228237	-3.53308880961108	0.000410734471120484	0.000777781316604122
CRYAB	8387.78376184474	-1.15695878623813	0.139489075555403	-8.29426090632167	1.09262403650629e-16	8.45409604101601e-16
CRYBA4	65.6913730513373	-2.26294122080326	0.576515992329889	-3.92520112349004	8.66573039584474e-05	0.000178275063459788
CRYBB1	18.1913135172068	-1.88546670644223	0.681523016037201	-2.76654883558519	0.00566530988243377	0.00923622645591905
CRYBB2	63.7102267640634	-2.94791015178663	1.18348872321412	-2.49086458870574	0.0127432676824282	0.0197577808175698
Crybb3	21.600668702086	-3.11533006506293	0.791740631889976	-3.93478614028722	8.32708092528855e-05	0.000171767679754309
