	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	change
COG8	1430.12153804085	-0.666937617282038	0.119175987444702	-5.59624158844496	2.19048412249407e-08	6.72938421653761e-08	NOT
COIL	561.959273422076	0.150894503104277	0.0962723805439889	1.56737064412083	0.11702808154408	0.153110993477166	NOT
COL10A1	2860.60312499522	0.824419363913338	0.199930926796925	4.12352094356428	3.73124516105758e-05	8.05756185138113e-05	NOT
COL11A1	23108.2268047518	1.29612389141748	0.166365151606994	7.79083767782888	6.65663864792573e-15	4.20848399845432e-14	UP
Col11a2	3602.0884233652	0.277931118690152	0.152910713773153	1.81760395875511	0.0691246861418559	0.0949947219006546	NOT
Col12a1	88637.5410295338	0.468206900941692	0.125402482639791	3.73363342643369	0.00018873713544626	0.000372390279301484	NOT
COL12A1	166.100828194786	-0.338194148409836	0.19260156032932	-1.7559263166486	0.079100990750397	0.10722935046467	NOT
Col13a1	387.463153460907	-0.0986951923814822	0.174602631397017	-0.56525604220171	0.571899623045727	0.629838906113652	NOT
COL14A1	11046.5046885174	-0.896392392290613	0.125352858254977	-7.1509529560729	8.61775231512169e-13	4.30244291175598e-12	NOT
Col15a1	10993.7876735772	-0.349402653354692	0.137149701051691	-2.54760054652254	0.0108466590960607	0.016969417231042	NOT
COL15A1	6259.62502526672	-0.262594326684509	0.0820635283330353	-3.19989076778215	0.0013747968053526	0.00243070396091191	NOT
COL16A1	41159.7839017853	-0.324027642943173	0.139616693346254	-2.32083739542214	0.0202956214081342	0.0305526765022431	NOT
COL17A1	14.9966592059955	1.58981855748003	0.472399705968358	3.36540971002746	0.000764300768563968	0.00139941369147137	UP
Col19a1	10.1400474562666	2.59129539093289	0.70753219658566	3.66244165769092	0.000249822661248935	0.000484953580935274	UP
COL1A1	1947648.31866451	-1.2253935708798	0.11045948656764	-11.0936019074236	1.34750440004222e-28	4.23871424978517e-27	DOWN
COL1A2	1121882.85182322	-0.300634690386585	0.103382217220739	-2.90799228792587	0.00363757308140037	0.00608120303642001	NOT
COL20A1	84.3125158232757	-0.0761417294017813	0.27288735160713	-0.27902256719982	0.780227506139538	0.817538113040761	NOT
COL21A1	204.292613827415	0.85438340696078	0.23206470291912	3.68166031375548	0.000231720011941951	0.000451636749073884	NOT
COL22A1	131.658068804308	0.752179520685574	0.347164663727134	2.16663617953	0.0302626064258007	0.0442363786032183	NOT
COL24A1	505.672787942114	1.85348501514908	0.160765689264342	11.5291081301649	9.41136142924372e-31	3.81200914167437e-29	UP
COL25A1	333.085125005893	3.15000389740472	0.270045659868502	11.664708475369	1.93063252578489e-31	8.63284578826256e-30	UP
Col26a1	274.211467404058	-1.89381033018094	0.276595766255433	-6.84685219813533	7.5492642007116e-12	3.40137029687598e-11	DOWN
COL27A1	1397.84704283221	1.22190029471574	0.150171008013506	8.13672566282463	4.06111523591512e-16	2.93967409688689e-15	UP
COL28A1	359.660359532689	1.20594328599681	0.199795738984766	6.03588090579228	1.58097825100447e-09	5.51692546664038e-09	UP
COL2A1	1204.84421471629	-0.816138002942803	0.200075565258199	-4.07914880505059	4.52008983105841e-05	9.65365765551772e-05	NOT
Col3a1	228676.439302757	-0.918514147208004	0.112292138861262	-8.17968342684111	2.84590551682633e-16	2.09955485179006e-15	NOT
Col4a1	8419.12500767889	0.157612070990336	0.129723200325264	1.21498753187667	0.224370846773121	0.275842839297746	NOT
COL4A2	11563.1084142713	-0.733712133252288	0.125998291353777	-5.82319113512561	5.77344622417382e-09	1.88911188726317e-08	NOT
Col4a3	203.570494576659	2.70940551171999	0.244073151456948	11.1007929202647	1.24335866397455e-28	3.93525575499105e-27	UP
COL4A4	85.1962723044009	2.11045754129801	0.319359912774656	6.60839841469762	3.88499981229107e-11	1.61642053320696e-10	UP
COL4A5	2179.39518697621	1.23465162127707	0.154471083313446	7.99276858032884	1.3194165940847e-15	9.01210748233165e-15	UP
COL5A1	32077.0056944692	-0.782829103105401	0.10807832231829	-7.24316483003845	4.38333642944425e-13	2.25953354415923e-12	NOT
Col5a2	17440.4739782499	0.383751825996448	0.118566083900866	3.23660707489763	0.0012095983751778	0.00215372638117662	NOT
COL5A3	1902.42895881318	-0.0878094722614737	0.15529442882467	-0.565438650478648	0.571775441679138	0.629747232128633	NOT
Col6a1	50713.0597753332	-0.921602428251311	0.138650567684313	-6.6469430572377	2.99242729290707e-11	1.26108264710949e-10	NOT
Col6a2	68956.5638531352	-1.44678094341624	0.157110619539233	-9.20867696696309	3.30169199086635e-20	3.85623585448034e-19	DOWN
COL6A3	31919.6601023836	-0.478433420889034	0.159478184862806	-2.99999289119458	0.00269985907422808	0.00459597524123245	NOT
Col6a5	1360.34674777314	1.05621620165083	0.212950042275632	4.9599248272687	7.05204638711616e-07	1.8481407807069e-06	UP
COL6A6	845.514571913387	1.16970864075617	0.189369086637924	6.17687216812037	6.53839696628132e-10	2.37034226102614e-09	UP
COL7A1	511.02438213044	0.0486298131451736	0.162049298953496	0.300092709189251	0.764106440295272	0.803657112110897	NOT
COL8A1	23605.813265212	0.982939861549487	0.164895822436406	5.96097491753358	2.50737456516907e-09	8.57648111217049e-09	NOT
COL8A2	39556.9902258561	-0.300937626747972	0.122362377695994	-2.459396690506	0.0139170745669928	0.0214544438754744	NOT
Col9a1	659.098513851586	0.801868509651842	0.261970722204885	3.06090887906439	0.00220666238807816	0.00380269783255861	NOT
Col9a2	1795.49606947245	-0.234418492539402	0.120390898349355	-1.94714464094417	0.0515173963733769	0.0725014264423865	NOT
COL9A3	2875.53311635327	-0.690696164974889	0.192882758661461	-3.58091189574475	0.000342397107057487	0.00065474295136229	NOT
COLCA2	26.8600623600539	0.711399110574375	0.631925159559778	1.12576481536193	0.260265080665785	0.315327463043566	NOT
COLEC10	0.164186628399312	0.738834087676932	3.16074699792792	0.233752998313781	0.815176740601827	NA	NOT
Colec11	22.5232922226452	1.88269938032684	0.480969235432111	3.91438628841903	9.06344376838283e-05	0.000186083678650914	UP
COLEC12	4582.00316923364	-0.190670698498645	0.165166870984792	-1.15441248818113	0.248331097684592	0.302153847855118	NOT
COLGALT1	3143.61533330526	-1.04193732555543	0.120632278057999	-8.63730124581141	5.75564706449536e-18	5.1743637139724e-17	DOWN
COLGALT2	526.036086914871	0.151633391058449	0.140124297220177	1.08213489071198	0.279192594268569	0.335563407176053	NOT
Colq	564.13649801378	-0.692673777279156	0.194435026619522	-3.56249483090619	0.00036734714374274	0.000699583232023131	NOT
COMMD1	345.147540632129	0.940450390702417	0.136004593763064	6.91484283494713	4.6838235672613e-12	2.15693839486611e-11	NOT
COMMD10	557.704484694941	0.812606342656597	0.142263715687682	5.71197187370355	1.11674548563068e-08	3.53889144210364e-08	NOT
COMMD2	803.258139816657	-0.141381217369317	0.133368197937962	-1.06008193523828	0.289107325389455	0.346154657051498	NOT
Commd3	788.194918881615	0.560147643100205	0.128319094173291	4.36527117580602	1.26965150381632e-05	2.89587476745294e-05	NOT
COMMD4	1986.2493654852	-1.19233540739133	0.162927361003917	-7.31820241882311	2.51314587420928e-13	1.33254773654213e-12	DOWN
COMMD5	697.001078795251	-0.543915661180431	0.106040644416612	-5.12931304947092	2.90801404838065e-07	7.94371729571855e-07	NOT
Commd6	151.791164973513	-0.219234737290835	0.188475328204887	-1.16320124962197	0.244747859661614	0.298384051463498	NOT
COMMD7	672.987486642527	-0.19349785277859	0.121430935327819	-1.59348070782965	0.111052392851326	0.146000675798214	NOT
COMMD8	324.427439464539	1.23673967423475	0.174517543492189	7.08662091779962	1.37426145276257e-12	6.71502213036654e-12	UP
COMMD9	1336.76032656024	-0.800678704306425	0.124174955208627	-6.44798867018876	1.1334423574289e-10	4.47845115385857e-10	NOT
Comp	7049.60114834084	-1.15636823611622	0.17196130878847	-6.72458382797418	1.76095017711062e-11	7.59588772414908e-11	DOWN
Comt	3093.64340935273	0.246054973300861	0.0914517411108275	2.69054443701268	0.0071335533901259	0.0114479205265432	NOT
COMTD1	248.829274877024	-1.79661957577061	0.209147399438005	-8.59020757895279	8.68123418996968e-18	7.60448430012036e-17	DOWN
Cop1	1105.97532321162	0.291320057549043	0.114625313847117	2.54149845066156	0.0110378435406961	0.0172562363393625	NOT
Copa	9366.61807966477	0.094441023341689	0.0892734664229813	1.057884577868	0.290108067010301	0.34711670337912	NOT
Copb1	3453.5895813098	0.853785939009602	0.128378915086371	6.65051530023594	2.92068635928179e-11	1.23186173782485e-10	NOT
COPB2	5200.17177709989	0.145559021377494	0.110249391402345	1.32027052055363	0.186744714310239	0.23346124801041	NOT
COPE	7409.73154491846	-1.52789157937309	0.152423145471526	-10.024012919078	1.19548131958088e-23	2.15579058121842e-22	DOWN
COPG1	5267.5519959404	-0.599979396757763	0.0687248522189572	-8.73016641558182	2.54298169295312e-18	2.39388888623041e-17	NOT
Copg2	627.875865970539	-0.894125283294065	0.198497749931449	-4.50446054730016	6.65417581244008e-06	1.56553276761935e-05	NOT
COPG2	227.156640421107	1.13553312849777	0.309050441953596	3.67426469711463	0.000238535351294066	0.000464214419737516	UP
COPRS	531.093401066278	-0.971803180381371	0.145196985816389	-6.69299830790067	2.18643668817711e-11	9.34994971852663e-11	NOT
COPS2	2247.32455111184	1.0161145988025	0.104538878348988	9.71996844475743	2.47858294516269e-22	3.74146838689819e-21	UP
COPS3	1188.89119216484	-0.345117667312226	0.139349067619291	-2.47664138130515	0.0132625086177113	0.0205214674135032	NOT
COPS4	1680.18638878373	-0.568506425122946	0.138051341016626	-4.11807970090258	3.82042577149995e-05	8.23396233952812e-05	NOT
COPS5	1059.34343812664	0.165566079957061	0.085580811432504	1.93461685143801	0.0530373305719644	0.0744701249528029	NOT
COPS6	3013.7388183722	-0.923407213777086	0.114301162316006	-8.07872111767475	6.54495122044402e-16	4.62445749530868e-15	NOT
COPS7A	2075.50511513131	-0.0977948352633223	0.0963056485574467	-1.01546312940292	0.309885113540247	0.367882443194881	NOT
COPS7B	441.300331232327	-0.575292700972864	0.133611797360814	-4.30570288205394	1.66456352170873e-05	3.73676533726266e-05	NOT
COPS8	2483.29252352213	-0.646343827219917	0.0993001682142289	-6.50899025493596	7.56576301807457e-11	3.05129960000061e-10	NOT
Cops9	3838.71121023814	-1.34559921959555	0.17186591359396	-7.82935482352002	4.90379873520419e-15	3.14292633937128e-14	DOWN
COPZ1	5118.98033560475	-1.03807625005813	0.105431945564255	-9.8459365849934	7.13713421822476e-23	1.16542885928592e-21	DOWN
COPZ2	8139.08705791727	-1.71057627919023	0.185174571205831	-9.23764136755496	2.51990503834977e-20	2.97020531033687e-19	DOWN
COQ10A	977.067041721475	0.0324977768405002	0.112358032485743	0.289234121687062	0.77240222184559	0.81088527002654	NOT
COQ10B	1147.3194255474	-0.797702763375027	0.140195365007892	-5.68993677736867	1.27086416484782e-08	4.00746875434383e-08	NOT
COQ2	566.393072598192	-0.453814129064502	0.119376200172574	-3.80154610725131	0.000143795972462999	0.000287779033102505	NOT
COQ3	201.125596475238	3.29866802880663	0.263994522701443	12.4952138970594	7.92827670533342e-36	5.3488049246245e-34	UP
Coq4	478.439398241516	-0.748637319270736	0.153999870973902	-4.8612853669053	1.16625986120913e-06	2.98343741645082e-06	NOT
COQ5	263.769078141415	0.801842662664629	0.128202237223048	6.2545138059453	3.98756188945479e-10	1.4851495637674e-09	NOT
COQ6	301.604650315127	-0.452597999380588	0.183225869376232	-2.47016428914431	0.0135051012796848	0.0208653543475404	NOT
COQ7	340.306903768993	-0.247392905904968	0.138015550234619	-1.79250023265069	0.0730528719481442	0.0998488782927274	NOT
Coq8a	2528.27385213923	-1.22733697935651	0.164854588732661	-7.44496703908463	9.69686264871276e-14	5.37890880860078e-13	DOWN
Coq8b	651.791816553867	-0.835176666325006	0.16565220335526	-5.04174800822827	4.61298494856412e-07	1.2340336431098e-06	NOT
COQ9	797.026206047187	-0.308033013462578	0.116816355763636	-2.63689969995166	0.00836675663062303	0.0132869554503658	NOT
CORIN	21.3237677278834	-0.319022870523678	0.66922335056627	-0.476706125471762	0.633571400394326	0.686986837788349	NOT
CORO1A	770.478679055606	-1.16007013428766	0.174973098638653	-6.62999137189306	3.35706492484692e-11	1.40780732480903e-10	DOWN
CORO1B	3491.37066739597	-1.11839999468425	0.131726761917631	-8.49030203432459	2.06100754017477e-17	1.73426794217551e-16	DOWN
CORO1C	1177.52274817878	0.643186241422394	0.179121121175952	3.59078950153838	0.000329677817924674	0.000631441189804175	NOT
CORO2A	34.4501096090576	1.16715644649723	0.414250115734666	2.81751628343495	0.00483966605648335	0.00795764225342884	UP
CORO2B	2214.57805072594	-0.612500200009817	0.0941367016189385	-6.50649735412648	7.69232569826676e-11	3.09909255868882e-10	NOT
CORO6	1096.98598190514	0.359097433189876	0.196368524654474	1.82869140470315	0.0674458508265234	0.0928950642383222	NOT
Coro7	466.467896632655	-0.536941726890341	0.165718161342395	-3.24008981599157	0.00119492054728819	0.00212931740713473	NOT
COTL1	3727.3513377144	-1.61960626183793	0.132051127529986	-12.2649938105993	1.39622959648129e-34	8.52254113217271e-33	DOWN
COX10	236.668590980785	-0.0695496214281697	0.165770896124552	-0.419552666083879	0.674812273149612	0.724503551726623	NOT
COX11	404.765575342751	0.219670678283195	0.130302537091843	1.68585112144334	0.0918244784144631	0.122928122451808	NOT
Cox14	509.428811979371	-0.655345380705602	0.142797269483601	-4.58934112028564	4.44647284237913e-06	1.06684831167487e-05	NOT
Cox15	157.436030427856	1.47210619978204	0.266428441350214	5.52533427858398	3.28858864055994e-08	9.9050461071261e-08	UP
COX16	882.057679495445	0.510378227986931	0.162739971488173	3.13615778176552	0.0017117708329143	0.00298870135662744	NOT
COX17	1284.71203720998	-0.935456522736624	0.119284618068035	-7.84222255884725	4.42640932004665e-15	2.84797843877048e-14	NOT
Cox18	108.333014534713	-0.0897410615375977	0.228768166359689	-0.392279498348119	0.694851710121683	0.742288284262221	NOT
COX19	468.92593550538	-0.479118469700752	0.140050345132293	-3.42104454828848	0.000623811131807184	0.00115538384460664	NOT
Cox20	2617.88663677464	-0.403578333825687	0.124510942691173	-3.24130815414907	0.00118982489684139	0.00212072845460188	NOT
COX4I1	15580.780584117	-1.73992001300263	0.151510270702253	-11.4838420190134	1.59052250722068e-30	6.28931033575028e-29	DOWN
COX4I2	409.499122893041	-0.877362057180701	0.256447861834791	-3.42121026435352	0.000623431127173804	0.00115495815948301	NOT
COX5A	2881.52538577215	-1.08891600808394	0.113192871367812	-9.6200051728133	6.58278530277293e-22	9.38428206925423e-21	DOWN
COX5B	5056.91159564363	-1.16084617076637	0.138077274791431	-8.40722104719877	4.19839369028463e-17	3.413302946298e-16	DOWN
COX6A1	7269.81725901801	-1.57621438182681	0.11417978067414	-13.8046716548282	2.38858350225427e-43	3.19488621145002e-41	DOWN
COX6A2	1274.98591067531	-1.31214842836552	0.375648927392601	-3.49301790230899	0.000477594489776102	0.000897648880955035	DOWN
COX6B1	5741.85227018069	-0.79030609009433	0.142921249162756	-5.52966122759215	3.20849796661285e-08	9.68277726553636e-08	NOT
COX6B2	98.373818075562	-0.559825546081795	0.327786882937485	-1.70789490129952	0.0876558454377833	0.117798550980603	NOT
COX6C	5506.90787427176	-0.793325186816872	0.14061563742157	-5.64179917229587	1.68282319632178e-08	5.23567686201893e-08	NOT
Cox7a1	707.728876003129	-0.81604241937105	0.264809605536828	-3.08161940620224	0.00205877885317011	0.00355941736759163	NOT
COX7A2	2772.40396578603	-0.645131906628758	0.111509842589385	-5.78542567766271	7.23289348713426e-09	2.34026856582034e-08	NOT
COX7A2L	3371.42603385213	-1.10284882137096	0.131811874394713	-8.36683968295955	5.91841339081259e-17	4.72183790339622e-16	DOWN
Cox7b	4576.69478498319	-0.667355698944272	0.13128679152581	-5.08318994765804	3.71148204724881e-07	1.00298694397015e-06	NOT
COX7C	8219.82684108194	-1.46548896183873	0.13685401580116	-10.7084103689583	9.29440067229475e-27	2.46919639276749e-25	DOWN
COX8A	6291.76414395883	-1.43295773522433	0.125461934092052	-11.4214542091545	3.26720742464387e-30	1.23783705925793e-28	DOWN
COX8B	452.110248450454	-0.39558878342804	0.419462981041516	-0.943083898478485	0.345637990899067	0.405105423347261	NOT
CP	2419.96122619575	1.8560060644413	0.198124459927062	9.3678794891079	7.4004322870973e-21	9.29252648490863e-20	UP
CPA2	12.9880341620836	-1.3698918227842	0.554342436534552	-2.47120143164219	0.0134659944708756	0.0208112053602943	DOWN
CPA3	125.928139620943	0.0265424549054148	0.388702936872065	0.0682846780603327	0.945559020794894	0.956880845912306	NOT
CPA4	13.0599174885085	0.763189704020668	0.631160902079672	1.20918406305898	0.226592139034651	0.27827866527992	NOT
CPA5	9.51461292141647	0.715947119200293	0.687248918945804	1.04175808715496	0.297523850586854	0.354823373370057	NOT
CPB1	0.889537048251913	0.0142411265110634	2.09980557020167	0.00678211674126365	0.994588695246676	NA	NOT
Cpb2	3.09251121606935	1.22455300656502	1.12707446668514	1.08648810949163	0.277263098725114	0.333478847805904	NOT
Cpd	1668.07374620962	1.10698181673544	0.134653633512658	8.22095763670112	2.0188457574447e-16	1.51334724371415e-15	UP
CPE	3840.28263621114	0.975825779069137	0.232222076733121	4.20212321238775	2.64423136174949e-05	5.80613864684953e-05	NOT
CPEB1	396.480730591713	-0.130253206997817	0.126736897074668	-1.02774495829006	0.30406981366188	0.361648640976343	NOT
CPEB2	290.113923945336	2.24257224216254	0.288163126447906	7.78230119101638	7.12170675281422e-15	4.48041281275208e-14	UP
Cpeb3	213.137648676008	1.49965256555058	0.161687959407119	9.27497985038302	1.7765261772861e-20	2.13822579491509e-19	UP
Cpeb4	179.266344547855	4.53612312481908	0.656001131995326	6.91480990440029	4.68491170020002e-12	2.15693839486611e-11	UP
CPED1	1450.61825010762	2.43919479924148	0.211301898390455	11.5436482957394	7.94811396345006e-31	3.26892751298901e-29	UP
CPI17	1366.72777619674	-0.970555095934342	0.183685703795136	-5.28378134978213	1.26544275115308e-07	3.58420627246936e-07	NOT
Cplane1	25.2371905226076	2.62501403054873	0.597059561671987	4.39656978810911	1.09975012409487e-05	2.52671492290176e-05	UP
CPLANE1	648.42002915112	1.2209457187323	0.134877135166608	9.05228093126468	1.40012538846956e-19	1.52634505495669e-18	UP
CPLANE2	1138.23920532339	-1.23621997780928	0.144028040929271	-8.58318956387359	9.22781044024653e-18	8.05117301145049e-17	DOWN
Cplx1	245.020767284318	-0.575918578958458	0.290139996007831	-1.98496790129864	0.0471480428479524	0.0667493046559783	NOT
Cplx2	20735.0801754844	-0.48216075437109	0.255015893119097	-1.89070864750344	0.0586632474664144	0.0817131280022084	NOT
CPLX3	44.0155861861227	-0.866643262377056	0.414286086528713	-2.09189565027063	0.0364478512869437	0.0525436596528367	NOT
Cplx4	6.98025486467159	0.182247432353715	0.72469091000777	0.251482983761671	0.801440716545459	0.835610459018657	NOT
CPM	117.959120196288	3.08704478198567	0.400279089439223	7.71223094943708	1.23637131162013e-14	7.54377767367744e-14	UP
CPNE2	633.589715552812	-0.311172189766291	0.134767063233973	-2.30896320138739	0.0209456233264781	0.0314296730082807	NOT
CPNE3	1183.38146298408	0.845660406214529	0.136843552114375	6.17976070591707	6.41988357942328e-10	2.33122401366121e-09	NOT
Cpne4	107.175413419977	1.16593627940511	0.25402893536922	4.58977745078715	4.43718843047111e-06	1.0649529167968e-05	UP
Cpne5	105.010704902295	-1.59486450129528	0.225208707297469	-7.08171775609319	1.42378417890423e-12	6.94376925805481e-12	DOWN
CPNE6	54.2714069204776	-0.723724898063192	0.445551854197563	-1.62433371389873	0.104304605638772	0.137907292757056	NOT
Cpne7	77.392481892505	-0.51847973192369	0.421816185605938	-1.22916035376617	0.219011690260261	0.269917299862458	NOT
CPNE8	241.160207577585	1.39178952801769	0.184182637597865	7.55657290051656	4.13828004932914e-14	2.38229879187054e-13	UP
CPNE9	752.853522557785	-0.4505396434712	0.190997436302506	-2.35887796293572	0.0183302826918721	0.0277461531555182	NOT
CPO	2.83015554287573	0.259639061876443	1.32813771965362	0.195491068459495	0.845008529131972	0.873692357001277	NOT
CPOX	300.775856385539	0.699685092022661	0.180304288487488	3.88057931340448	0.000104207954618823	0.000212280063295819	NOT
Cpped1	452.670489443445	0.338897125060203	0.170119006326854	1.99211794365334	0.0463581186234436	0.0657156557612947	NOT
CPQ	4165.9664134822	-0.616119733628335	0.130699036822981	-4.71403423165858	2.42859836437583e-06	5.99301309185172e-06	NOT
CPS1	6.77620076654269	0.307638396934971	0.699784323853737	0.439618874628108	0.660213168044351	0.711561025144213	NOT
Cpsf1	1768.65225943359	-0.0196841955434801	0.105631556329286	-0.186347680821046	0.852172118349275	0.879325922348463	NOT
CPSF2	1385.86512878409	1.23162696453609	0.103002902389247	11.9572064084348	5.95311173003748e-33	3.1252820693323e-31	UP
CPSF3	1766.47151290838	-0.896997334411646	0.107004502742695	-8.38279989552015	5.16832985985084e-17	4.14923016201595e-16	NOT
CPSF4	512.305449005828	-0.282548149152062	0.162039239407453	-1.74370202048151	0.0812110628836766	0.109828430567673	NOT
CPSF6	1800.43463642125	0.967724843292159	0.113634910612608	8.51608751285268	1.65034139356682e-17	1.39942399756586e-16	NOT
CPSF7	1891.89130813373	-0.355339241343818	0.0730591696372322	-4.86371858738908	1.15200671406788e-06	2.94795662548529e-06	NOT
Cpt1a	1234.01899183285	0.314645963186566	0.125222180370661	2.51270152184865	0.0119810654638099	0.0186399058323377	NOT
CPT1B	301.21303674071	-0.126825831633631	0.212950096535139	-0.595565973893339	0.551465213298114	0.609822998630596	NOT
CPT1C	697.166541479108	-0.0661477049469805	0.142522265593826	-0.464121901734952	0.642560410951564	0.695361210163005	NOT
CPT2	573.453033310119	-0.109079126019998	0.130643944842762	-0.834934417751102	0.403754634850536	0.464236342747118	NOT
CPTP	230.978269177275	-0.67805975484281	0.168228006886278	-4.03059970449021	5.56347227971174e-05	0.000117373927590901	NOT
CPVL	3.05753243511638	-0.78684804241832	1.19158166487383	-0.660339165676602	0.509036201727447	0.568709678600493	NOT
CPXM1	31952.3585565571	-1.12980082206736	0.179299708919611	-6.30118603580056	2.95376603863816e-10	1.11414490452016e-09	DOWN
Cpxm2	11409.2820205023	0.0615738458013986	0.160394370965833	0.38389031629118	0.701059743964972	0.748140764650285	NOT
Cpz	23580.9991433499	-1.46995692121068	0.19690860931233	-7.46517344439257	8.31899588530181e-14	4.66676858890271e-13	DOWN
CR1	18.391380536812	1.18631817905969	0.530728539243828	2.23526358833074	0.0254000490280358	0.0376509158860216	UP
CR2	8.38598053110434	-0.368093855961018	0.529340921143582	-0.695381447490952	0.486816284058516	0.5473036165318	NOT
CRABP1	2497.7429257241	-1.32256963040241	0.140139339087735	-9.437532951218	3.8165938074078e-21	4.95416421481408e-20	DOWN
CRABP2	7192.47283974703	-0.981086908920311	0.140232013706547	-6.99616929821287	2.63055645408472e-12	1.24006188712017e-11	NOT
CRACD	339.718660658579	1.87171871762692	0.245074897175102	7.63733348132188	2.2176657278267e-14	1.31099670351385e-13	UP
Cracr2a	88.0719428228296	-0.081621427573118	0.245378817068568	-0.332634367335424	0.739410297871308	0.781530213829208	NOT
CRACR2B	454.20051144247	-1.02626310139441	0.176071504021114	-5.82867231753379	5.58700867501699e-09	1.83200527476255e-08	DOWN
CRAMP1	607.89098376853	1.34701646964778	0.143780239621777	9.36857855565682	7.35158833703127e-21	9.2387362581875e-20	UP
CRAT	1453.91420394464	-0.654966623972621	0.152706622419036	-4.28905186688862	1.79437470098652e-05	4.01586958396255e-05	NOT
Crb1	23.9993584969303	0.320123642867654	0.433216075033604	0.738946824267364	0.459939287758132	0.520740918908847	NOT
CRB2	146.685371324898	-0.407377811099299	0.21989469361356	-1.85260410064837	0.0639391242802329	0.0884850750947856	NOT
CRB3	1.51126437261907	-2.94540398830587	1.81262062916073	-1.62494232986283	0.104174847559309	0.137771258288822	NOT
CRBN	1088.68804172641	0.899510009028256	0.115731059721448	7.77241659406974	7.70027077809129e-15	4.81681842653925e-14	NOT
CRCP	511.228480679981	-0.388744991024978	0.119712482204861	-3.24732211599896	0.00116496460875475	0.00208027462408469	NOT
CREB1	208.735442152296	1.4746724083312	0.161949724083087	9.10574202383098	8.56787274196838e-20	9.55699916729206e-19	UP
CREB3	624.558537124032	-0.411353216189822	0.126616908006597	-3.24880162267419	0.00115892269657143	0.00206996620049486	NOT
Creb3l1	5454.45496269067	-1.50664516795466	0.127884716447391	-11.781276213522	4.8749321824803e-32	2.31438909971951e-30	DOWN
CREB3L2	2891.36858205135	0.457125534519842	0.140558336130046	3.25221219250137	0.00114510499674455	0.00204695003601682	NOT
CREB3L4	305.728854390172	-0.41403422519102	0.136787572531802	-3.02684094415638	0.00247123955259472	0.00423208715186061	NOT
Creb5	19.0237189521852	1.46751409501023	0.486395568660338	3.01712061039568	0.00255188255116961	0.00435951326100521	UP
CREB5	6.63445657956549	0.827854504351256	0.753917576306801	1.09807030684528	0.272173790052892	0.327973148342624	NOT
Crebbp	1716.92381282731	0.576033520373778	0.116134259042684	4.96006540294076	7.04694496573659e-07	1.84755594789433e-06	NOT
CREBL2	253.524262590242	1.98747582615258	0.262106521752041	7.58270268464659	3.38429790848708e-14	1.9673949519406e-13	UP
CREBRF	1471.47420426491	1.47586013925232	0.120414027551965	12.2565465939208	1.54964353689092e-34	9.38449483640006e-33	UP
CREBZF	784.65473881449	1.35228006909256	0.205228241957474	6.58915194222037	4.42345920218103e-11	1.82711196154534e-10	UP
CREG1	654.503774774945	-0.299785672575647	0.135714594479718	-2.20894203548941	0.0271786729070825	0.040078836799611	NOT
CREG2	115.84376014085	0.707333083198029	0.26630591727363	2.656092250745	0.00790519858489579	0.0126034167322623	NOT
CRELD1	2177.77057545405	-0.396743851160084	0.149222840262035	-2.65873408161514	0.00784348429484523	0.0125089139889382	NOT
Creld2	1935.53966983508	-0.858741477625755	0.121278259882862	-7.08075361944654	1.43372609719505e-12	6.98782472340124e-12	NOT
CREM	576.559790354595	-0.420423061146374	0.135743089793335	-3.09719678391332	0.00195360141203542	0.00338518608988722	NOT
Crhbp	1.52957755504056	1.77918875331077	1.65705463823378	1.07370554492226	0.282954675385008	0.339660435209318	NOT
CRHR1	77.562893884706	0.794025393616398	0.386575858108586	2.05399632946909	0.0399760469686965	0.0572487085251894	NOT
Crhr2	147.103175041923	0.705016919778641	0.307187634187658	2.29506933650836	0.0217291510316941	0.0325197315790542	NOT
Crim1	3478.80232706801	1.17428890807671	0.16869522085241	6.96100874786539	3.37844791700137e-12	1.5771558682645e-11	UP
Crip1	4246.37835591797	-1.35980106261	0.168104542132033	-8.08902035224	6.01465218078563e-16	4.26740681941165e-15	DOWN
CRIP2	7245.98421791524	-0.745040368854137	0.113986114168663	-6.53623798203801	6.30855069403668e-11	2.56511040908465e-10	NOT
CRIP3	7.10567112461479	-0.339951892555575	0.79114896574743	-0.429693910089877	0.667418313967561	0.717767496710412	NOT
CRIPT	744.918649935514	0.541431277596453	0.0944342086960332	5.73342314265822	9.8423676550908e-09	3.13902756107416e-08	NOT
CRISPLD1	6176.42814806644	1.17789864265295	0.19224191932151	6.12716855309277	8.94566920907458e-10	3.20228726492868e-09	UP
CRISPLD2	7326.59605391545	-1.16056276191235	0.171056732404075	-6.78466579830855	1.16355542138493e-11	5.11658361685050e-11	DOWN
CRK	2976.60127953712	1.23873254527117	0.191221969792958	6.4779823501054	9.29572239046368e-11	3.71297849416028e-10	UP
Crkl	407.087359454835	2.37101871854032	0.661234058166719	3.58574802561441	0.000336113378973388	0.000643286797980423	UP
Crlf1	440.051111389349	-1.24694266835397	0.178744921026259	-6.97610125756122	3.03484032772403e-12	1.42540195178782e-11	DOWN
CRLF3	306.977101827943	0.740807707783107	0.120620296054545	6.14165055148023	8.16683689109834e-10	2.93441450733181e-09	NOT
