category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Environmental Information Processing	Signal transduction	mmu04150	mTOR signaling pathway	2/270	158/10692	0.0126582278481013	0.50126582278481	-1.01652140823769	0.912082821889208	0.938082131426686	0.801892885218149	54170/21937	2
Environmental Information Processing	Signaling molecules and interaction	mmu04061	Viral protein interaction with cytokine and cytokine receptor	1/270	95/10692	0.0105263157894737	0.416842105263158	-0.918907946784667	0.912898718502479	0.938082131426686	0.801892885218149	21937	1
Cellular Processes	Transport and catabolism	mmu04137	Mitophagy - animal	1/270	100/10692	0.01	0.396	-0.976705121494579	0.923445620612605	0.94118882220243	0.804548551653084	72018	1
Metabolism	Lipid metabolism	mmu00140	Steroid hormone biosynthesis	1/270	101/10692	0.0099009900990099	0.392079207920792	-0.987994922499511	0.925397063440645	0.94118882220243	0.804548551653084	13078	1
Metabolism	Lipid metabolism	mmu00564	Glycerophospholipid metabolism	1/270	101/10692	0.0099009900990099	0.392079207920792	-0.987994922499511	0.925397063440645	0.94118882220243	0.804548551653084	18783	1
Organismal Systems	Endocrine system	mmu04922	Glucagon signaling pathway	1/270	104/10692	0.00961538461538462	0.380769230769231	-1.02135740943347	0.930958990312038	0.94129896664937	0.804642705507409	231991	1
Human Diseases	Neurodegenerative disease	mmu05010	Alzheimer disease	6/270	389/10692	0.0154241645244216	0.610796915167095	-1.25859133379134	0.932019628780257	0.94129896664937	0.804642705507409	21937/12334/11491/19181/19173/13198	6
Environmental Information Processing	Signaling molecules and interaction	mmu04080	Neuroactive ligand-receptor interaction	6/270	392/10692	0.0153061224489796	0.606122448979592	-1.27879568617291	0.934981523920179	0.94129896664937	0.804642705507409	22353/94045/11517/11516/21334/18166	6
Genetic Information Processing	Translation	mmu03013	Nucleocytoplasmic transport	1/270	119/10692	0.00840336134453781	0.332773109243697	-1.17804917118563	0.953149072570475	0.956358328707076	0.817515773744657	434050	1
Metabolism	Global and overview maps	mmu01200	Carbon metabolism	1/270	123/10692	0.00813008130081301	0.321951219512195	-1.21734046495616	0.957755166500441	0.957755166500441	0.818709820886989	20425	1
