	logFC	AveExpr	t	P.Value	adj.P.Val	B	change
Klhl15	0.113789437908054	4.02111103155787	1.83556096527436	0.0954845699312459	0.999697470640244	-4.19683655966109	UP
Gm31392	0.0516333063702035	0.0713118621832195	1.8352437728517	0.0955345095387459	0.999697470640244	-4.19721886405071	NOT
Scube2	-0.105661536194355	0.866881566728223	-1.83512448332031	0.0955532970136958	0.999697470640244	-4.19736263392681	DOWN
Gm22614	-0.295951957522484	2.41716358161926	-1.83488150200183	0.0955915758108729	0.999697470640244	-4.1976554676468	DOWN
Gm25890	-0.295951957522484	2.41716358161926	-1.83488150200183	0.0955915758108729	0.999697470640244	-4.1976554676468	DOWN
Ppp1r26	-0.0952225273419305	3.61658894436064	-1.83475376262428	0.095611705278262	0.999697470640244	-4.19780940897159	NOT
Pcgf5	0.0751511451104812	4.07165361372647	1.83458771881889	0.0956378766758737	0.999697470640244	-4.19800950524972	NOT
Gm9403	0.12016952660585	1.13215150119329	1.83377462982817	0.0957661288571121	0.999697470640244	-4.19898923753157	UP
Crygc	0.723967395868903	1.7048711368862	1.83321041250662	0.0958552183617553	0.999697470640244	-4.19966898810651	UP
Gm10827	-0.0846724178394249	0.316855088875674	-1.83316159928724	0.0958629295157324	0.999697470640244	-4.1997277926853	NOT
Wdr31	0.190536343730628	3.99642453777422	1.83195940952543	0.0960530227963222	0.999697470640244	-4.20117585249699	UP
Tor1aip1	0.101095622819283	3.3861195586727	1.83187805414849	0.0960658994305232	0.999697470640244	-4.2012738326024	UP
C230071H17Rik	-0.0999109774443663	2.68050533049487	-1.83178947417271	0.0960799213533613	0.999697470640244	-4.20138051161928	NOT
Kif18b	0.0690518504612252	0.107846410480161	1.83176196774918	0.0960842759139706	0.999697470640244	-4.20141363784644	NOT
Exoc6b	0.0727944160093135	4.75684429042961	1.83151511732928	0.0961233630960441	0.999697470640244	-4.20171091291507	NOT
Slc6a5	0.0754493171682584	2.87190112924928	1.8310379917413	0.0961989543254569	0.999697470640244	-4.2022854557236	NOT
Gm10076	-0.115074130076656	0.946279041250679	-1.82972473526814	0.0964072965381866	0.999697470640244	-4.20386653170742	DOWN
1810026B05Rik	0.0967638665007482	4.89028855040216	1.82900293313333	0.0965219837847746	0.999697470640244	-4.20473533786411	NOT
Smpx	-0.0819829575818488	0.0698561121250645	-1.82888815118493	0.096540233059843	0.999697470640244	-4.20487348369752	NOT
Arv1	0.167333656584612	1.54159128357857	1.82867439081159	0.0965742274492271	0.999697470640244	-4.20513074559654	UP
Fam187b	0.0823794162492076	0.139967437096917	1.82858950149483	0.0965877304803666	0.999697470640244	-4.20523290699494	NOT
Chst9	0.1313503899226	1.48016463283888	1.82853709076218	0.0965960681292167	0.999697470640244	-4.20529598055763	UP
Gm43519	0.099106106487766	0.828321526574711	1.82829840356373	0.0966340475377431	0.999697470640244	-4.20558321871901	NOT
Fmo1	0.0851652048303907	0.307067269430183	1.82749966516578	0.0967612409664347	0.999697470640244	-4.20654431570861	NOT
2610507I01Rik	0.107168558250164	1.30151289827139	1.82734721222885	0.0967855354973495	0.999697470640244	-4.20672773805477	UP
Adh1	-0.0709550222642185	0.108163934909499	-1.82676894917019	0.0968777370684735	0.999697470640244	-4.20742341301353	NOT
Fnbp4	-0.0612930629426974	5.77652188348913	-1.82560505981642	0.0970635590286532	0.999697470640244	-4.20882334784525	NOT
Orc2	-0.0834099260137475	3.55184806257108	-1.82556691255798	0.0970696550083206	0.999697470640244	-4.20886922546555	NOT
Ccdc163	0.117254580594412	2.63332114263999	1.82550369962002	0.0970797572894231	0.999697470640244	-4.20894524734182	UP
Gm29793	-0.0741848742348478	0.0833704083057522	-1.82503626362249	0.0971544898625387	0.999697470640244	-4.20950736713545	NOT
Cldn7	0.0691207098438089	0.12866136587547	1.82500377486498	0.0971596860531421	0.999697470640244	-4.2095464346184	NOT
2210016L21Rik	-0.0694222072676462	3.53523114977114	-1.82471945725348	0.0972051701716405	0.999697470640244	-4.20988831220113	NOT
Cadps2	0.136124310475608	1.83274825861089	1.82374829486146	0.0973606808409004	0.999697470640244	-4.21105592105795	UP
Gm12697	-0.0788167711667782	0.256734958869839	-1.82363618673966	0.0973786472404967	0.999697470640244	-4.21119068994192	NOT
Glipr2	-0.0821259708958081	0.269608833333282	-1.82234763726694	0.0975853684014487	0.999697470640244	-4.21273945331676	NOT
Mmp14	0.11601249667516	1.64735440446825	1.82174012140919	0.0976829715223004	0.999697470640244	-4.21346949664453	UP
Creb5	0.12472831937268	1.386258851626	1.82172119932505	0.0976860129717603	0.999697470640244	-4.21349223343924	UP
Th	-0.144856119877692	0.794424417438263	-1.82157178910909	0.0977100315426455	0.999697470640244	-4.21367176148322	DOWN
Gm37064	0.108126395189803	0.369006326727671	1.82094896491346	0.0978102126275334	0.999697470640244	-4.21442006803003	UP
Arl5a	0.0677621267421018	4.97595665898209	1.82086947106029	0.0978230059751097	0.999697470640244	-4.21451557016868	NOT
Adh7	-0.0478149740616383	0.0571032858313598	-1.82060040405024	0.0978663196916044	0.999697470640244	-4.21483880850266	NOT
Gm9833	0.0758611554126625	3.38168490867705	1.82045277545955	0.0978900920438397	0.999697470640244	-4.21501615082109	NOT
Timp3	0.194945787674976	4.71011663485764	1.82001408409215	0.097960764973098	0.999697470640244	-4.21554310413294	UP
Cdc42ep2	-0.136406058715398	0.544390859660953	-1.81853413139008	0.0981995302230522	0.999697470640244	-4.21732042703773	DOWN
Ywhab	0.0987394642274951	4.61668766961021	1.81852404714397	0.0982011589758749	0.999697470640244	-4.21733253548413	NOT
Wdr33	-0.0714395731864737	5.04752377029097	-1.81816580512046	0.0982590363774692	0.999697470640244	-4.21776266904055	NOT
Shmt1	-0.129219750127749	0.303934626672468	-1.8180135863009	0.0982836382505359	0.999697470640244	-4.21794542431742	DOWN
Kcnc4	-0.11647920324803	2.00944528801277	-1.81770761758009	0.0983331065569849	0.999697470640244	-4.21831275394526	DOWN
Cep104	0.141522773002542	3.16993857079213	1.8174604108089	0.0983730910580246	0.999697470640244	-4.21860951843685	UP
Mrpl36	0.139087125351471	1.84411485104085	1.81722151991381	0.0984117446828619	0.999697470640244	-4.21889628408264	UP
Colq	0.0629318071155903	0.0368989794953443	1.81720280380039	0.0984147736231949	0.999697470640244	-4.21891875032524	NOT
Nkain2	0.106598353606653	0.301770281825608	1.81710104911017	0.0984312426890435	0.999697470640244	-4.21904089182523	UP
Cyp1b1	0.136567029462991	2.03287130348402	1.81663515652872	0.0985066800254085	0.999697470640244	-4.21960009097239	UP
Gm3365	-0.13679206328174	1.66141999184054	-1.81611806290968	0.0985904699525103	0.999697470640244	-4.22022067583651	DOWN
Gm43300	0.16165098016572	2.50473749575069	1.81607076925253	0.0985981366870972	0.999697470640244	-4.22027743120106	UP
4930404N11Rik	-0.0850466741264073	0.318367105027376	-1.81606669392211	0.0985987973610515	0.999697470640244	-4.22028232182533	NOT
B430319F04Rik	-0.0572234329460891	0.0730110320924037	-1.81595211123183	0.0986173746461803	0.999697470640244	-4.22041982559379	NOT
Ppp1r14d	-0.0524211532901847	0.044666007037434	-1.81527109398864	0.0987278542171633	0.999697470640244	-4.22123699898068	NOT
Txlnb	-0.164012479203177	0.338965004921139	-1.81522627621504	0.098735128863393	0.999697470640244	-4.22129077273366	DOWN
Jmy	0.0636837801913804	5.32173087978229	1.81474800914752	0.0988127899394844	0.999697470640244	-4.22186457803767	NOT
Arhgap28	0.114793285814385	1.69038471953904	1.81450996310424	0.0988514647747298	0.999697470640244	-4.22215015254959	UP
Ddit3	-0.130597540110104	3.12966372364959	-1.81423644874161	0.0988959192161787	0.999697470640244	-4.2224782577926	DOWN
Aldoart2	0.0516922454791865	0.107540236228745	1.81324671974564	0.0990569337039355	0.999697470640244	-4.22366535544275	NOT
Ncf1	-0.0954236690411296	0.324276171903623	-1.81295420631532	0.0991045673906487	0.999697470640244	-4.22401614937584	NOT
Bmt2	0.0616939026695837	4.18577879434639	1.81250572934066	0.0991776394042453	0.999697470640244	-4.22455393533119	NOT
Gm44224	0.0533920841408028	0.193322578874594	1.81236718287942	0.0992002232800901	0.999697470640244	-4.22472006050528	NOT
Slc2a4	-0.136191931398815	0.393883533941166	-1.81189414415169	0.0992773668776838	0.999697470640244	-4.22528722125945	DOWN
A530083I20Rik	-0.0900469239811844	2.54538997746134	-1.81154688317913	0.099334033533415	0.999697470640244	-4.22570353856793	NOT
Six2	0.0750587700073119	0.112399631695374	1.81105496943127	0.0994143556478385	0.999697470640244	-4.22629321733666	NOT
Gm16202	0.0589519604526603	0.0731797822004037	1.81076594018068	0.0994615775464513	0.999697470640244	-4.22663965831347	NOT
Gm47097	-0.0722800019311538	0.0597398025829055	-1.81036949247831	0.0995263830338658	0.999697470640244	-4.22711481740378	NOT
mt-Rnr2	0.394844807464434	2.8811091002006	1.81025352346058	0.0995453472742721	0.999697470640244	-4.22725380288897	UP
Cryba2	1.28450376867998	1.94350068081357	1.80892164338947	0.0997633852550332	0.999697470640244	-4.22884975548126	UP
Gm31544	-0.0957621653721128	0.24047421278977	-1.8079815136399	0.0999175544584616	0.999697470640244	-4.22997598930628	NOT
Gm37277	0.138002063203839	1.08262596523444	1.80778475022315	0.0999498487510461	0.999697470640244	-4.23021167213971	UP
Klc4	-0.144471174262077	3.84143514208831	-1.80742888454239	0.100008280400503	0.999697470640244	-4.2306379000514	NOT
Ednrb	0.201429628025494	1.99749925831237	1.80731644267901	0.100026749389177	0.999697470640244	-4.23077256675569	NOT
Tmem254b	0.360701154006222	1.1539677768385	1.80664727718625	0.100136726939994	0.999697470640244	-4.23157392434023	NOT
Tmem253	-0.0734903900804768	0.244678893551445	-1.80572844898106	0.100287917149609	0.999697470640244	-4.2326740620133	NOT
Gm22486	-0.0786438170328911	0.0565268375592345	-1.80539928502877	0.100342130875738	0.999697470640244	-4.23306812166423	NOT
Gm1043	-0.146197539473571	1.86464442674167	-1.8052070417898	0.100373806002414	0.999697470640244	-4.23329825229292	NOT
Gm30015	0.16728533446838	1.42235061312753	1.80502822317663	0.100403277431372	0.999697470640244	-4.23351230331741	NOT
Tuba1b	-0.0866369764610688	6.99161045442826	-1.80491010917673	0.100422748366912	0.999697470640244	-4.23365368428463	NOT
Gm43196	-0.0567553076724312	0.129994309898636	-1.80418579096369	0.100542226921733	0.999697470640244	-4.23452059894475	NOT
Dkkl1	-0.0648679260171259	0.0977409223555717	-1.80405094050847	0.100564485298146	0.999697470640244	-4.23468198122799	NOT
Gm42692	0.142618822856665	0.668530869863999	1.80401522711626	0.100570380896039	0.999697470640244	-4.23472472038001	NOT
Ap3s1-ps1	-0.0559936673375887	0.110409441016229	-1.80381074487391	0.100604143098533	0.999697470640244	-4.23496942277846	NOT
Pithd1	-0.119846387512221	3.01666517983856	-1.80360118897653	0.100638753786025	0.999697470640244	-4.23522018466547	NOT
Gm47251	0.0736102922087916	0.18993266040962	1.80327197394262	0.100693149649592	0.999697470640244	-4.23561411006335	NOT
Hcfc1	-0.0560239471025085	5.28631048609706	-1.8031106199429	0.100719819837635	0.999697470640244	-4.23580716867244	NOT
Gm19114	-0.0701632407238534	0.0447215982223355	-1.80271680633902	0.100784940417945	0.999697470640244	-4.23627833253707	NOT
Dagla	-0.108269424953286	2.68435889351856	-1.80257343828707	0.10080865717169	0.999697470640244	-4.23644984922041	NOT
Gm50433	0.0856970845694911	0.68120957807185	1.80174783130459	0.100945333229409	0.999697470640244	-4.23743744245315	NOT
Gsg1l	-0.098216855974305	2.18757240124003	-1.80142731559781	0.100998439076374	0.999697470640244	-4.237820792729	NOT
Gm25981	0.0749084207650171	0.20833623769214	1.80108917267715	0.101054493281835	0.999697470640244	-4.23822519467665	NOT
Podn	0.239223876444645	0.863742256428602	1.80092362718768	0.101081946265944	0.999697470640244	-4.23842316707402	NOT
Thbs4	0.124407491656408	0.465814151829402	1.80042744418842	0.101164270924324	0.999697470640244	-4.2390164959072	NOT
Ect2l	-0.0671041569238323	0.0703802222297573	-1.79998357421928	0.101237968026452	0.999697470640244	-4.23954721096259	NOT
Gm2734	0.0429804360765262	0.0356886494717811	1.79997374368108	0.101239600777208	0.999697470640244	-4.23955896426187	NOT
Tmem241	-0.0808496782888595	1.78619779918726	-1.79985540912187	0.101259256815543	0.999697470640244	-4.23970044182049	NOT
Coprs	-0.138592988543049	1.9812321438228	-1.79973865739971	0.101278653359164	0.999697470640244	-4.2398400231262	NOT
Arpc1b	0.0993270188826899	0.596573056883199	1.79930194844561	0.101351236143062	0.999697470640244	-4.24036209199805	NOT
Pid1	0.0793949993164266	3.46488600159581	1.7984522022105	0.101492603848877	0.999697470640244	-4.2413777774092	NOT
D330041H03Rik	-0.0850545869650301	1.74438343594861	-1.79818703616855	0.101536755024649	0.999697470640244	-4.24169468369033	NOT
Gm15718	-0.0408592459974013	0.0357916068818771	-1.79804965852734	0.101559635846713	0.999697470640244	-4.24185885920726	NOT
Gm21738	-0.637612389819418	0.622854990428901	-1.7979364335972	0.101578497480385	0.999697470640244	-4.24199416661315	NOT
Nt5c	-0.12754685170249	1.97647300662601	-1.79767453850805	0.101622137692644	0.999697470640244	-4.24230712576045	NOT
Fads3	0.167462275697564	2.20593756623562	1.79763453195864	0.10162880559111	0.999697470640244	-4.24235493104682	NOT
Olfr1033	0.0519773628618877	0.0380250176306365	1.79709431720657	0.101718882486106	0.999697470640244	-4.24300040917578	NOT
4932702P03Rik	-0.0439869991475492	0.0248343962106061	-1.79678365358814	0.10177071647151	0.999697470640244	-4.24337156976517	NOT
Gm49288	-0.211283690791649	0.521661665143374	-1.79676215699805	0.101774304054838	0.999697470640244	-4.24339725147844	NOT
Frrs1l	-0.0578094591846978	4.49013616811725	-1.79639459888485	0.101835664032021	0.999697470640244	-4.24383634847107	NOT
Egfem1	0.0880409422870437	1.72793526735026	1.7961749642181	0.101872345892058	0.999697470640244	-4.24409871304249	NOT
Gm11189	0.0746784225679296	0.366083174684258	1.79597920140906	0.101905051028098	0.999697470640244	-4.24433254999909	NOT
Gm22865	-0.0508273627162584	0.0538223863860437	-1.79574645323168	0.101943947627691	0.999697470640244	-4.24461055155754	NOT
Il1rn	-0.0529641619149984	0.0298206662868398	-1.79529478208601	0.102019469128428	0.999697470640244	-4.24514999771081	NOT
Gje1	0.0573073313009309	0.148571449791298	1.79521552516934	0.1020327265277	0.999697470640244	-4.24524465097966	NOT
Scn4b	-0.0981485780375575	1.65909327079684	-1.79517040983662	0.102040273727189	0.999697470640244	-4.24529852956808	NOT
Gm42918	0.09907474391611	0.406612830735706	1.79470424379735	0.102118287053363	0.999697470640244	-4.24585521051796	NOT
Gm5297	-0.081701430983085	3.02935621734466	-1.7945176519242	0.102149528664688	0.999697470640244	-4.24607801547048	NOT
Cdkn1c	0.216025334396906	2.17987862019874	1.79388051850925	0.102256271633611	0.999697470640244	-4.24683872709145	NOT
Cryab	1.25457318795784	3.19096183159966	1.79365129175004	0.102294700380859	0.999697470640244	-4.24711238645336	NOT
Gm13170	-0.057303829649301	0.0322867812384108	-1.79363387811928	0.102297620230751	0.999697470640244	-4.24713317487912	NOT
Snrpg	-0.172795558080223	1.20936397861373	-1.79355402025811	0.102311011462626	0.999697470640244	-4.24722850824497	NOT
Tmem94	-0.107588899948993	3.39457502650859	-1.79351241560449	0.1023179887129	0.999697470640244	-4.24727817466933	NOT
Otud6b	-0.0520532299677141	4.22243992888441	-1.79302908811521	0.102399076369287	0.999697470640244	-4.24785512095652	NOT
Slc22a30	-0.161693485020427	1.30051442617072	-1.79201312076435	0.102569716409573	0.999697470640244	-4.24906766123201	NOT
Gm50115	0.0674600053791395	0.115252788797672	1.79191152113713	0.102586795191542	0.999697470640244	-4.24918890257489	NOT
Gm20735	-0.050739636693441	0.0584618094070364	-1.79176875901107	0.10261079773621	0.999697470640244	-4.2493592591827	NOT
D630014O11Rik	-0.118276529980632	0.707845931166164	-1.79126804150557	0.102695023778685	0.999697470640244	-4.24995671450522	NOT
Ass1	0.157316090691847	1.37596683574988	1.79116713850971	0.102712004391941	0.999697470640244	-4.25007710315858	NOT
BC049715	0.11239636817961	0.389118974372986	1.79092414883869	0.102752906809665	0.999697470640244	-4.25036700534218	NOT
Gm5778	0.0698219428839813	0.212251788065064	1.79076880507391	0.102779063605786	0.999697470640244	-4.25055233155462	NOT
Inpp5d	-0.143000625581995	0.822223119289507	-1.7896222572429	0.102972307740102	0.999697470640244	-4.25191995850888	NOT
Gm44741	-0.0768074783868902	0.675938265620464	-1.78957911713752	0.102979585238565	0.999697470640244	-4.25197140963654	NOT
Tkfc	0.097362528005539	1.84280166647165	1.78928380057303	0.103029416142563	0.999697470640244	-4.25232360522629	NOT
Itpripl1	0.090887840531473	0.317439683915562	1.78896479971718	0.103083268226323	0.999697470640244	-4.25270401880854	NOT
Dgkg	-0.117343633629399	1.93857713348262	-1.78882269948152	0.103107265137566	0.999697470640244	-4.25287346623622	NOT
Cmc1	-0.0943884737154415	0.806593220874078	-1.78879577295603	0.103111812879422	0.999697470640244	-4.25290557412167	NOT
D030034A15Rik	-0.065462224645606	0.106836546031638	-1.78866511309357	0.103133883213454	0.999697470640244	-4.25306137337929	NOT
Fbxo17	0.0907205684943556	0.84908288245828	1.78689983148878	0.103432488136611	0.999697470640244	-4.2551658224199	NOT
Grb7	-0.0966400077837755	0.166992017676763	-1.78674215330258	0.103459198466131	0.999697470640244	-4.25535375225423	NOT
Nans	-0.117283664384604	2.09039977779871	-1.78632173654272	0.103530446919703	0.999697470640244	-4.25585479403534	NOT
Gm7467	0.0790253582233235	0.248014219071304	1.78586980601646	0.103607086027486	0.999697470640244	-4.25639333656906	NOT
Gm37702	-0.133183815170934	2.50556965644887	-1.78578846050339	0.103620886232883	0.999697470640244	-4.25649026563986	NOT
Sh3bp1	-0.0964110239466023	0.789275054121308	-1.78574296411783	0.103628605392748	0.999697470640244	-4.25654447705042	NOT
Wsb2-ps	-0.0725277985749853	0.242925283988427	-1.78572980182163	0.103630838676204	0.999697470640244	-4.25656016052929	NOT
Kpna4	0.0585338728389247	5.32910636680366	1.78566797196418	0.103641330108626	0.999697470640244	-4.25663383297127	NOT
Gm29536	-0.0548521233127461	0.0396481693209941	-1.78548291685274	0.103672736482862	0.999697470640244	-4.25685432606326	NOT
Zswim5	0.0694202409820211	3.64536675013413	1.78519427787458	0.103721739803912	0.999697470640244	-4.25719821965874	NOT
2610203C22Rik	-0.0498565942857709	0.071346329310074	-1.78471540353163	0.103803086761279	0.999697470640244	-4.25776871287575	NOT
Stkld1	-0.0506843094220003	0.0402413981473328	-1.78458778749262	0.103824774880896	0.999697470640244	-4.25792073346062	NOT
Pan3	0.0562144874752518	5.80894470344525	1.78385411138899	0.103949542137148	0.999697470640244	-4.25879462261586	NOT
Gm11814	-0.131859232373923	0.754205441270317	-1.78383815073093	0.103952257890637	0.999697470640244	-4.25881363179836	NOT
Gm28653	-0.0408876154652845	0.0237881567465373	-1.78369140373061	0.103977230366086	0.999697470640244	-4.25898840439515	NOT
Hmg20a	0.0561955587793241	4.82793224916017	1.7834730529941	0.104014398051487	0.999697470640244	-4.25924844406108	NOT
Rtl10	0.172187077698594	0.550832830449201	1.78276878518502	0.10413436127145	0.999697470640244	-4.26008708161782	NOT
Dmc1	-0.114540286424779	0.513285579470297	-1.78247088786782	0.104185142362737	0.999697470640244	-4.26044177278701	NOT
Acox1	0.0551255603488296	5.3893216922599	1.78233570429229	0.104208193898892	0.999697470640244	-4.26060272054458	NOT
Gm49154	0.142562372908832	1.49326161358706	1.78210659300538	0.104247272644316	0.999697470640244	-4.26087548533832	NOT
Rnu1b1	-0.0614120323480471	0.178052947134328	-1.78121395966073	0.104399653754256	0.999697470640244	-4.261938051204	NOT
Rnu1b2	-0.0614120323480471	0.178052947134328	-1.78121395966073	0.104399653754256	0.999697470640244	-4.261938051204	NOT
Gm13611	0.0819217346045734	1.54727169638405	1.78081649071907	0.104467570929743	0.999697470640244	-4.26241111308001	NOT
Cyb5r1	-0.119141331561079	3.74435300737448	-1.77994393995365	0.104616808772199	0.999697470640244	-4.26344945031533	NOT
Atg7	0.104993851389298	2.61638614686444	1.77951939368912	0.104689491929376	0.999697470640244	-4.26395458155055	NOT
Tpo	-0.148336575678823	1.24885982273006	-1.77896449898741	0.104784560469358	0.999697470640244	-4.26461472448727	NOT
Gm13844	-0.0537995445768704	0.103287437770247	-1.77880181665814	0.104812447301967	0.999697470640244	-4.26480824624965	NOT
Lcmt2	0.0771070158358345	2.50653949491605	1.77776537435565	0.104990272196461	0.999697470640244	-4.26604098497268	NOT
Cc2d2b	-0.0576797740762948	0.0621928564944646	-1.77754922317003	0.105027392443582	0.999697470640244	-4.26629803468404	NOT
Fbxo24	-0.080112482825915	0.224908811169845	-1.77752459621352	0.105031622459308	0.999697470640244	-4.26632732050932	NOT
Gm44977	-0.0700992005670995	0.103667800329994	-1.77717956440991	0.105090902722308	0.999697470640244	-4.2667376060702	NOT
Gm13034	0.163441293810765	0.504265509604325	1.77712404850962	0.10510044381525	0.999697470640244	-4.26680361812142	NOT
1110059G10Rik	-0.103465143919035	2.22789040113363	-1.77659701918352	0.105191059676105	0.999697470640244	-4.26743024595449	NOT
Myrf	-0.0763487124192559	0.407256822422999	-1.77569041666799	0.105347104967966	0.999697470640244	-4.26850798993746	NOT
Adamts6	0.116323814345006	1.84445937964964	1.7748130411054	0.105498320673427	0.999697470640244	-4.26955076168789	NOT
Mdm4	0.05916949603894	6.37704487477132	1.77439563327617	0.105570330384271	0.999697470640244	-4.27004677725062	NOT
Gm45410	-0.11121621078661	0.182753282325204	-1.7743936479234	0.105570672997319	0.999697470640244	-4.27004913637059	NOT
Gm32005	0.0656087896234645	0.0849088699493993	1.77389188304422	0.105657295258467	0.999697470640244	-4.2706453277862	NOT
Slc9a9	-0.0883303189670979	2.63756619820338	-1.7738815971645	0.105659071640609	0.999697470640244	-4.27065754858419	NOT
Ar	0.121296809213522	0.854209659341115	1.77346163688944	0.105731622473012	0.999697470640244	-4.27115648287748	NOT
Chmp2a	-0.085888295195399	4.51672937515201	-1.7734545421134	0.10573284853113	0.999697470640244	-4.2711649113916	NOT
Lrrc6	-0.0840649479627351	0.27764818257939	-1.77256921247837	0.105885945337127	0.999697470640244	-4.27221655749587	NOT
Gm45823	-0.0865353411575297	0.331019075131846	-1.77224408537503	0.105942219086694	0.999697470640244	-4.27260270481766	NOT
Gm48883	0.11632641206985	0.446664910336885	1.77158167435523	0.106056955070879	0.999697470640244	-4.27338934206897	NOT
Vmn2r89	-0.142793175856495	0.568764532125816	-1.77143180179668	0.106082930150794	0.999697470640244	-4.27356730335946	NOT
Rcan2	0.0618246851210791	4.54266174885001	1.77141229372977	0.106086311607095	0.999697470640244	-4.27359046709399	NOT
Perp	0.150223684464285	0.452543255547238	1.77099262649557	0.106159078967427	0.999697470640244	-4.27408874983938	NOT
Zfp873	0.0963487693018021	2.91592780715042	1.77099207279298	0.106159175005621	0.999697470640244	-4.27408940723196	NOT
Gm17690	0.0925124326762568	2.76634350056395	1.77001120292691	0.106329428542455	0.999697470640244	-4.27525381993651	NOT
Col16a1	0.131688798440369	0.959301092837476	1.76966281182981	0.106389960044083	0.999697470640244	-4.27566733483392	NOT
Gm6745	-0.0921880000149295	0.359795490101493	-1.76902767900885	0.106500392524624	0.999697470640244	-4.27642109946837	NOT
Gm47147	0.0727722758167611	0.107260939883829	1.7678898682788	0.10669848829388	0.999697470640244	-4.27777113665698	NOT
Clk2	-0.0833615975824882	4.43690782791236	-1.76764222038832	0.106741648879927	0.999697470640244	-4.27806492572224	NOT
Tspan3	0.0615189831614304	5.22141046728663	1.76763387593869	0.106743103444755	0.999697470640244	-4.27807482457527	NOT
Uxs1	0.142732738333124	2.07634208321523	1.76748013462025	0.106769906132037	0.999697470640244	-4.27825720113985	NOT
Ticam1	-0.155227962314202	0.939208720175508	-1.76745557253402	0.10677418876227	0.999697470640244	-4.27828633741671	NOT
Zc3h10	-0.112259628714754	2.64912334791212	-1.76738422325125	0.106786630066672	0.999697470640244	-4.27837097304775	NOT
Soat1	0.0749371302317318	3.4886962476457	1.76729776303428	0.106801708061626	0.999697470640244	-4.278473531492	NOT
Gm45630	0.132638496166498	2.26679967467114	1.76714996614577	0.106827487189491	0.999697470640244	-4.27864884191688	NOT
Dph6	0.081865904233291	3.52927399576128	1.76697599610378	0.106857838770091	0.999697470640244	-4.27885518957148	NOT
Gm48327	-0.0629340160603497	0.129819869749304	-1.76688311584777	0.106874046284733	0.999697470640244	-4.27896535213998	NOT
4930432K21Rik	-0.131643859513782	0.696496548449266	-1.76684213237425	0.106881198573008	0.999697470640244	-4.27901396063542	NOT
Fkbp10	0.0738010742014019	1.22788808606822	1.76680475298299	0.106887722269925	0.999697470640244	-4.27905829407262	NOT
Srsf3	0.0773178496864877	5.99273140331405	1.76642758764655	0.106953567934873	0.999697470640244	-4.27950560400279	NOT
Dhrs7c	-0.0483452488714076	0.0432732571778894	-1.76631251742128	0.106973664290672	0.999697470640244	-4.27964206643598	NOT
Gm47398	0.050622003924705	0.0460484237674642	1.7661799360135	0.106996823137635	0.999697470640244	-4.27979929062948	NOT
Ogn	0.584284255555958	1.39840621613022	1.76603008801241	0.107023003547704	0.999697470640244	-4.2799769844892	NOT
Sephs1	0.0808526887372125	3.49304028614124	1.76596007253118	0.107035238169523	0.999697470640244	-4.28006000848765	NOT
Erich5	0.277058870956662	2.33849581623555	1.76563988776932	0.10709120401916	0.999697470640244	-4.28043966346797	NOT
Pcdhb18	0.0730921281981382	3.63665362187083	1.76493496890787	0.107214512367978	0.999697470640244	-4.28127540510673	NOT
Prmt7	-0.135896741366499	3.83200064870026	-1.76490523392746	0.107219716617389	0.999697470640244	-4.28131065523833	NOT
Shf	-0.117976301498147	0.988604019505769	-1.76422088941761	0.107339554931727	0.999697470640244	-4.28212185746717	NOT
Iqcj	0.0740353843569071	0.182898457915451	1.76393633722624	0.107389419890433	0.999697470640244	-4.28245911657683	NOT
Ahnak	0.1740756996691	5.48292050345738	1.76391616206612	0.107392956188266	0.999697470640244	-4.28248302782212	NOT
Vwa2	-0.0419855359477026	0.0486782785414153	-1.76384416581343	0.107405576540461	0.999697470640244	-4.28256835553203	NOT
Gm36501	-0.13227090282455	0.448083362294573	-1.76360860693487	0.107446877513762	0.999697470640244	-4.28284752181551	NOT
Gm17081	-0.135762667245951	2.19152652990873	-1.76323036136256	0.107513226253432	0.999697470640244	-4.28329575496973	NOT
Gm37057	-0.0579342779551207	0.0628929915734596	-1.76305565983524	0.10754388355233	0.999697470640244	-4.28350276755854	NOT
B3galt5	-0.0760558997407421	1.84079855537277	-1.76300387450876	0.107552972570214	0.999697470640244	-4.28356412884452	NOT
Dnah7a	0.0725418196676689	0.115153098858116	1.76238322083891	0.107661960012699	0.999697470640244	-4.28429948962777	NOT
Paxx	-0.105366925701872	3.31426513822193	-1.76195072201974	0.107737966678756	0.999697470640244	-4.28481185374879	NOT
C230014O12Rik	0.0840146861502804	0.475608507688994	1.76160182993152	0.107799316009662	0.999697470640244	-4.28522513177767	NOT
Gm21982	0.155513427043529	0.874560502747618	1.76150585246337	0.107816198302414	0.999697470640244	-4.28533881496121	NOT
Umad1	0.154680274951934	2.21190405393255	1.76148491570121	0.107819881367131	0.999697470640244	-4.28536361372776	NOT
Liph	-0.10395006128298	0.429221823834212	-1.76110337592371	0.107887019523381	0.999697470640244	-4.28581550965166	NOT
Fbxl12	0.0913580999903454	2.97669551895371	1.76109230892821	0.107888967509602	0.999697470640244	-4.28582861676061	NOT
Gm13724	-0.0996460197856188	0.305959191507213	-1.76103638061578	0.107898812367663	0.999697470640244	-4.28589485445917	NOT
Cnpy1	0.0475876227376332	0.0808375970995165	1.76069158624184	0.107959523326095	0.999697470640244	-4.28630318495019	NOT
