ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0002088	lens development in camera-type eye	20/661	97/28928	0.206185567010309	9.02350390692016	12.1041041127613	5.97423857188707e-14	2.6447954157744e-10	2.29033440829607e-10	Bfsp1/Maf/Spred1/Epha2/Crygf/Crygs/Cryba1/Crybb2/Nectin3/Cryba4/Crygd/Crygb/Fgfr2/Cryge/Slc7a11/Cryaa/Crybb1/Crybb3/Crygc/Cryba2	20
BP	GO:0043010	camera-type eye development	34/661	423/28928	0.0803782505910166	3.51767327246131	7.97666950761924	2.88896990806476e-10	6.39473489150135e-07	5.53769916061677e-07	Cfh/Col8a1/Uchl3/Bmpr1b/Ring1/Dll4/Bfsp1/Maf/Spred1/Col8a2/Ninj1/Epha2/Crygf/Crygs/Cryba1/Crybb2/Nectin3/Pdgfra/Cryba4/Crygd/Crygb/Serpinf1/Fgfr2/Nfia/Cryge/Slc7a11/Cryaa/Inhba/Crybb1/Crybb3/Crygc/Th/Cyp1b1/Cryba2	34
BP	GO:0001654	eye development	34/661	473/28928	0.0718816067653277	3.14582620349077	7.19545709302917	5.12795069801005e-09	5.65086081147208e-06	4.89352063899309e-06	Cfh/Col8a1/Uchl3/Bmpr1b/Ring1/Dll4/Bfsp1/Maf/Spred1/Col8a2/Ninj1/Epha2/Crygf/Crygs/Cryba1/Crybb2/Nectin3/Pdgfra/Cryba4/Crygd/Crygb/Serpinf1/Fgfr2/Nfia/Cryge/Slc7a11/Cryaa/Inhba/Crybb1/Crybb3/Crygc/Th/Cyp1b1/Cryba2	34
BP	GO:0150063	visual system development	34/661	476/28928	0.0714285714285714	3.12599956775448	7.15192277388596	6.00939176322218e-09	5.65086081147208e-06	4.89352063899309e-06	Cfh/Col8a1/Uchl3/Bmpr1b/Ring1/Dll4/Bfsp1/Maf/Spred1/Col8a2/Ninj1/Epha2/Crygf/Crygs/Cryba1/Crybb2/Nectin3/Pdgfra/Cryba4/Crygd/Crygb/Serpinf1/Fgfr2/Nfia/Cryge/Slc7a11/Cryaa/Inhba/Crybb1/Crybb3/Crygc/Th/Cyp1b1/Cryba2	34
BP	GO:0007601	visual perception	19/661	162/28928	0.117283950617284	5.13281410507835	8.06633414161183	6.3822688180168e-09	5.65086081147208e-06	4.89352063899309e-06	Cfh/Dll4/Crygf/Crygs/Cryba1/Crybb2/Cryba4/Gja10/Crygd/Crygb/Cryge/Col1a1/Rdh8/Cryaa/Crybb1/Crybb3/Crygc/Th/Cryba2	19
BP	GO:0048880	sensory system development	34/661	483/28928	0.0703933747412008	3.08069522619283	7.05166439702957	8.65224261346415e-09	6.05800683010172e-06	5.2461000975427e-06	Cfh/Col8a1/Uchl3/Bmpr1b/Ring1/Dll4/Bfsp1/Maf/Spred1/Col8a2/Ninj1/Epha2/Crygf/Crygs/Cryba1/Crybb2/Nectin3/Pdgfra/Cryba4/Crygd/Crygb/Serpinf1/Fgfr2/Nfia/Cryge/Slc7a11/Cryaa/Inhba/Crybb1/Crybb3/Crygc/Th/Cyp1b1/Cryba2	34
BP	GO:0050953	sensory perception of light stimulus	19/661	166/28928	0.114457831325301	5.0091318374861	7.92149968159247	9.57895816822047e-09	6.05800683010172e-06	5.2461000975427e-06	Cfh/Dll4/Crygf/Crygs/Cryba1/Crybb2/Cryba4/Gja10/Crygd/Crygb/Cryge/Col1a1/Rdh8/Cryaa/Crybb1/Crybb3/Crygc/Th/Cryba2	19
BP	GO:0032963	collagen metabolic process	16/661	127/28928	0.125984251968504	5.51357404076381	7.7952709662599	3.60039504685702e-08	1.99236860905451e-05	1.72534720534912e-05	Tgfbr3/Col1a2/Mrc2/Rap1a/Gli2/Prkcd/Tnxb/Rcn3/Nr1h4/Ctsk/Itgb1/Mmp15/Col1a1/Inhba/Ctss/Mmp14	16
BP	GO:0030198	extracellular matrix organization	26/661	333/28928	0.0780780780780781	3.41700853652442	6.78371851116965	6.48760785590355e-08	2.94130842632169e-05	2.54710812565563e-05	Col8a1/Tgfbr3/Tgfbi/Efemp2/Reck/Col1a2/Myh11/Col17a1/Tnxb/Col8a2/Tnfrsf1a/Fbln5/Itgb1/Phldb1/Abi3bp/Col9a3/Pdgfra/Col9a2/Mmp15/Pdpn/Col1a1/Vwa1/Loxl1/Ctss/Mmp14/Cyp1b1	26
BP	GO:0045229	external encapsulating structure organization	26/661	334/28928	0.0778443113772455	3.40677797204381	6.7652581484855	6.88666239223839e-08	2.94130842632169e-05	2.54710812565563e-05	Col8a1/Tgfbr3/Tgfbi/Efemp2/Reck/Col1a2/Myh11/Col17a1/Tnxb/Col8a2/Tnfrsf1a/Fbln5/Itgb1/Phldb1/Abi3bp/Col9a3/Pdgfra/Col9a2/Mmp15/Pdpn/Col1a1/Vwa1/Loxl1/Ctss/Mmp14/Cyp1b1	26
BP	GO:0043062	extracellular structure organization	26/661	335/28928	0.0776119402985075	3.3966084855601	6.74686782468902	7.30842391902836e-08	2.94130842632169e-05	2.54710812565563e-05	Col8a1/Tgfbr3/Tgfbi/Efemp2/Reck/Col1a2/Myh11/Col17a1/Tnxb/Col8a2/Tnfrsf1a/Fbln5/Itgb1/Phldb1/Abi3bp/Col9a3/Pdgfra/Col9a2/Mmp15/Pdpn/Col1a1/Vwa1/Loxl1/Ctss/Mmp14/Cyp1b1	26
BP	GO:0070306	lens fiber cell differentiation	9/661	41/28928	0.219512195121951	9.60673037895281	8.43318201459696	2.93194847322641e-07	0.000108164465758111	9.3668038065707e-05	Bfsp1/Maf/Spred1/Epha2/Crygd/Crygb/Fgfr2/Slc7a11/Cryaa	9
BP	GO:0007264	small GTPase-mediated signal transduction	28/661	444/28928	0.0630630630630631	2.75989151026972	5.71464768602301	1.60280739362898e-06	0.000545817563968884	0.000472665953651558	Dab1/Tiam2/Col1a2/Kif14/Rap1a/Myoc/Rapgef4/Itga3/Sh2b2/Cavin4/Rabl3/Itgb1/Arhgap45/Adcyap1r1/Lat/Tns3/Rac1/Ripor1/Mapkapk5/Met/Gmip/Pdpn/Rtkn/Rala/Rab4a/Rasgef1a/Cdc42ep2/Arhgap28	28
BP	GO:0031589	cell-substrate adhesion	25/661	377/28928	0.0663129973474801	2.90212161462618	5.6847433439964	2.37638747817931e-06	0.000751447668992844	0.000650737082370605	Col8a1/Thbs1/Efemp2/Kif14/Myoc/Itga3/Tnxb/Itgb8/C1qbp/Ninj1/Itgb1/Abi3bp/Vamp3/Angpt1/Rac1/Cd63/Itgbl1/Enpp2/Pdpn/Col1a1/Fndc3b/Itga6/Fam107a/Spock1/Mmp14	25
BP	GO:1904424	regulation of GTP binding	5/661	12/28928	0.416666666666667	18.2349974785678	9.13156694362785	4.25390796083416e-06	0.00125547003617419	0.00108720931883214	Tns3/C9orf72/Ripor1/Met/Arhgap28	5
BP	GO:0043534	blood vessel endothelial cell migration	13/661	128/28928	0.1015625	4.44478063540091	5.97286749370866	7.86840049916984e-06	0.00217708806311405	0.0018853101722353	Thbs1/Tgfbr3/Dll4/Spred1/Hdac7/Gpx1/Itgb1/Epha2/Nos3/Angpt1/Nfe2l2/Adam17/Cyp1b1	13
BP	GO:0043542	endothelial cell migration	18/661	237/28928	0.0759493670886076	3.323847641663	5.493151151352	9.89159650308586e-06	0.00257588810112712	0.00223066219592809	Thbs1/Tgfbr3/Dll4/Spred1/Hdac7/Gpx1/Itgb1/Epha2/Tns3/Nos3/Angpt1/Rac1/Nfe2l2/Met/Serpinf1/Adam17/Dcn/Cyp1b1	18
BP	GO:0070307	lens fiber cell development	5/661	15/28928	0.333333333333333	14.5879979828543	8.04946642486458	1.52357283881429e-05	0.00374714275412827	0.00324494285319395	Bfsp1/Epha2/Crygb/Fgfr2/Cryaa	5
BP	GO:0035024	negative regulation of Rho protein signal transduction	6/661	25/28928	0.24	10.5033585476551	7.26922691341213	1.70090834851548e-05	0.00396311645204107	0.00343197130487168	Myoc/Itga3/Itgb1/Tns3/Ripor1/Met	6
BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	10/661	83/28928	0.120481927710843	5.27277035524853	5.96109295955455	1.96780152023356e-05	0.00424870057983578	0.00367928085117922	Thbs1/Gnai3/Cbr1/Prkcd/Slc5a3/Plcg2/Hvcn1/Nfe2l2/Tlr4/Cyp1b1	10
BP	GO:0001570	vasculogenesis	11/661	101/28928	0.108910891089109	4.76637557855634	5.79825292973724	2.01542155357017e-05	0.00424870057983578	0.00367928085117922	Tgfbr3/Rap1a/Spred1/Myo18b/Itgb8/Hdac7/Epha2/Angpt1/Smo/Fgfr2/Yap1	11
BP	GO:0060348	bone development	18/661	252/28928	0.0714285714285714	3.12599956775448	5.18342387193281	2.26576795690798e-05	0.00455934306601438	0.00394829038232482	Cfh/Thbs1/Bmpr1b/Myoc/Cyp26b1/Ebp/Fbln5/Ninj1/Trim45/Mapk11/Fgfr2/Spns2/Col1a1/Nab2/Poc1a/Scube2/Mmp14/Timp3	18
BP	GO:0010810	regulation of cell-substrate adhesion	17/661	235/28928	0.0723404255319149	3.16590594521518	5.09797983691986	3.23401283672235e-05	0.00622477166442167	0.00539051476033995	Col8a1/Thbs1/Efemp2/Myoc/Itga3/C1qbp/Ninj1/Itgb1/Abi3bp/Rac1/Enpp2/Pdpn/Col1a1/Itga6/Fam107a/Spock1/Mmp14	17
BP	GO:0072659	protein localization to plasma membrane	20/661	315/28928	0.0634920634920635	2.77866628244843	4.8537859468548	4.40118304726684e-05	0.00811834889593763	0.00703031081497625	Rsc1a1/Rap1a/Rab26/Itga3/Pkp1/Ezr/Tnfrsf1a/Itgb1/Epha2/Vamp3/Myl12a/Pls1/Rab11fip3/Nectin3/Rac1/Atp1b3/Ramp1/Nkd2/Kcnip3/Mmp14	20
BP	GO:0001818	negative regulation of cytokine production	20/661	318/28928	0.0628930817610063	2.75245244959514	4.80522183654203	5.02291973661931e-05	0.00833568594771807	0.00721851990098777	Thbs1/Traip/Ppp1r11/Irak3/Ezr/C1qbp/Nr1h4/Hdac7/Tnfrsf1a/Igtp/Epha2/Rel/Cryba1/Angpt1/Rac1/Met/Cidea/Tnfrsf21/Tlr4/Ddit3	20
BP	GO:0032627	interleukin-23 production	4/661	10/28928	0.4	17.5055975794251	7.98288170747184	5.08388345580275e-05	0.00833568594771807	0.00721851990098777	Plcg2/Rac1/Myd88/Tlr4	4
BP	GO:0032667	regulation of interleukin-23 production	4/661	10/28928	0.4	17.5055975794251	7.98288170747184	5.08388345580275e-05	0.00833568594771807	0.00721851990098777	Plcg2/Rac1/Myd88/Tlr4	4
BP	GO:0000302	response to reactive oxygen species	16/661	223/28928	0.0717488789237668	3.14001750303589	4.90572895474242	6.03565400019826e-05	0.00954280009245632	0.00826385408598574	Prkcd/Fbln5/Gpx1/Adcyap1r1/Crygf/Nos3/Capn2/Pdgfra/Crygd/Nfe2l2/Met/Hyal2/Cryge/Col1a1/Cryaa/Cyp1b1	16
BP	GO:0010594	regulation of endothelial cell migration	14/661	181/28928	0.0773480662983425	3.3850603054137	4.92215125872844	7.72418361097044e-05	0.0115757784451452	0.0100243684322801	Thbs1/Tgfbr3/Dll4/Spred1/Hdac7/Epha2/Nos3/Angpt1/Rac1/Nfe2l2/Met/Serpinf1/Adam17/Dcn	14
BP	GO:0048251	elastic fiber assembly	4/661	11/28928	0.363636363636364	15.9141796176592	7.56539594525611	7.84443987699019e-05	0.0115757784451452	0.0100243684322801	Efemp2/Myh11/Tnxb/Fbln5	4
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	8/661	62/28928	0.129032258064516	5.64696696110487	5.60124660830916	8.12190652819044e-05	0.0115986065162255	0.0100441370375788	Trim12c/Irak3/Plcg2/Nos3/Trim12a/Nfkbia/Myd88/Tlr4	8
BP	GO:1905475	regulation of protein localization to membrane	16/661	230/28928	0.0695652173913043	3.0444517529435	4.76022561044527	8.6957986317491e-05	0.0120300939196104	0.0104177955976415	Rsc1a1/Rap1a/Rapgef4/Itga3/Pkp1/Ezr/Itgb1/Slc5a3/Epha2/Pls1/Rac1/Gpc1/Nkd2/Slc7a11/Slc30a1/Mmp14	16
BP	GO:0043535	regulation of blood vessel endothelial cell migration	10/661	99/28928	0.101010101010101	4.42060544934978	5.21336773212266	9.0941026592629e-05	0.0121998765068354	0.0105648235677944	Thbs1/Tgfbr3/Dll4/Spred1/Hdac7/Epha2/Nos3/Angpt1/Nfe2l2/Adam17	10
BP	GO:0010811	positive regulation of cell-substrate adhesion	12/661	144/28928	0.0833333333333333	3.64699949571356	4.86936242001406	0.00012247139917432	0.0156625604207504	0.0135634313488695	Col8a1/Thbs1/Efemp2/Myoc/Itga3/C1qbp/Ninj1/Itgb1/Abi3bp/Rac1/Enpp2/Itga6	12
BP	GO:0098739	import across plasma membrane	15/661	213/28928	0.0704225352112676	3.08197140482837	4.66361531499812	0.000125068571089726	0.0156625604207504	0.0135634313488695	Thbs1/P2rx5/Scn5a/Trpv3/Slc12a8/Prkcd/Slc9a3/Itgb1/Kcnk9/Atp1b3/Slc12a7/Slc5a1/Slc7a11/Slc30a1/Slc15a4	15
BP	GO:0032615	interleukin-12 production	8/661	66/28928	0.121212121212121	5.30472653921973	5.35385854541234	0.000127366653523157	0.0156625604207504	0.0135634313488695	Thbs1/Irak3/Prkcd/C1qbp/Rel/Plcg2/Mapk11/Tlr4	8
BP	GO:0085029	extracellular matrix assembly	7/661	50/28928	0.14	6.12695915279879	5.54847804111537	0.000134079103038863	0.0160423834906228	0.013892349737341	Tgfbr3/Efemp2/Col1a2/Myh11/Tnxb/Fbln5/Phldb1	7
BP	GO:0051058	negative regulation of small GTPase mediated signal transduction	8/661	68/28928	0.117647058823529	5.14870517041915	5.23758921523297	0.000157502648071233	0.0183490585002986	0.0158898793428097	Myoc/Itga3/Itgb1/Arhgap45/Tns3/Ripor1/Met/Gmip	8
BP	GO:0042698	ovulation cycle	9/661	87/28928	0.103448275862069	4.52730971881684	5.03860869880336	0.000168906580177889	0.019173062319167	0.0166034484482556	Bmpr1b/Nos3/Pla2g4a/Pdgfra/Serpinf1/Mstn/Enpp2/Inhba/Cyp1b1	9
BP	GO:1990778	protein localization to cell periphery	22/661	409/28928	0.0537897310513447	2.35405346422587	4.21738149502538	0.000211294969575413	0.0233850707577588	0.0202509547156224	Rsc1a1/Rap1a/Rab26/Rapgef4/Itga3/Pkp1/Ezr/Tnfrsf1a/Nptxr/Itgb1/Epha2/Vamp3/Myl12a/Pls1/Rab11fip3/Nectin3/Rac1/Atp1b3/Ramp1/Nkd2/Kcnip3/Mmp14	22
BP	GO:0034612	response to tumor necrosis factor	15/661	231/28928	0.0649350649350649	2.84181778886771	4.297807628246	0.000302172700219988	0.0326272815578997	0.0282545051142798	Traip/Slc22a21/Nr1h4/Tnfrsf1a/Ctsk/Nfkbia/Nfe2l2/Hyal2/Adam17/Col1a1/Gfer/Tnfrsf11a/Tnfrsf21/Cyp1b1/Slc2a4	15
BP	GO:0030574	collagen catabolic process	6/661	41/28928	0.146341463414634	6.40448691930187	5.29550943032172	0.000316653018547244	0.0333767360263964	0.0289035161290492	Mrc2/Ctsk/Itgb1/Mmp15/Ctss/Mmp14	6
BP	GO:0071356	cellular response to tumor necrosis factor	14/661	208/28928	0.0673076923076923	2.94565343884557	4.30643110572532	0.00033073466445448	0.0340502874311624	0.0294867967672758	Traip/Nr1h4/Tnfrsf1a/Ctsk/Nfkbia/Nfe2l2/Hyal2/Adam17/Col1a1/Gfer/Tnfrsf11a/Tnfrsf21/Cyp1b1/Slc2a4	14
BP	GO:0090596	sensory organ morphogenesis	19/661	341/28928	0.0557184750733138	2.43846300593165	4.08605458518329	0.000362019111696554	0.0364240592609238	0.0315424307368146	Tmie/Cfh/Col8a1/Tbx18/Ring1/Gli2/Cyp26b1/Col8a2/Epha2/Pdzd7/Pls1/Nectin3/Rac1/Tprn/Crygb/Kcnq4/Fgfr2/Cryaa/Th	19
BP	GO:0007266	Rho protein signal transduction	11/661	140/28928	0.0785714285714286	3.43859952452993	4.42294280857092	0.000386544265336582	0.0380121062277346	0.0329176443311757	Col1a2/Myoc/Itga3/Cavin4/Itgb1/Tns3/Ripor1/Met/Pdpn/Rtkn/Cdc42ep2	11
BP	GO:0060979	vasculogenesis involved in coronary vascular morphogenesis	4/661	16/28928	0.25	10.9409984871407	6.0822392503831	0.00039497557860307	0.0380121062277346	0.0329176443311757	Tgfbr3/Spred1/Angpt1/Fgfr2	4
BP	GO:1902882	regulation of response to oxidative stress	6/661	43/28928	0.13953488372093	6.1066038067762	5.12439707454706	0.000413067468962685	0.0389074401084639	0.0336929836945599	Fbln5/Adcyap1r1/Mctp1/Nfe2l2/Met/Slc7a11	6
BP	GO:0043536	positive regulation of blood vessel endothelial cell migration	7/661	61/28928	0.114754098360656	5.02209766622852	4.80871758270031	0.000471651527468089	0.042089195317875	0.036448313423062	Thbs1/Tgfbr3/Hdac7/Nos3/Angpt1/Nfe2l2/Adam17	7
BP	GO:0007160	cell-matrix adhesion	15/661	241/28928	0.0622406639004149	2.72390003829229	4.10951530267702	0.000472671886521269	0.042089195317875	0.036448313423062	Thbs1/Efemp2/Myoc/Itga3/Tnxb/Itgb8/Ninj1/Itgb1/Rac1/Cd63/Itgbl1/Enpp2/Itga6/Fam107a/Mmp14	15
BP	GO:0006979	response to oxidative stress	22/661	434/28928	0.0506912442396313	2.21845130614834	3.91100976863166	0.000475369271717585	0.042089195317875	0.036448313423062	Prkcd/Fbln5/Gpx8/Gpx1/Adcyap1r1/Crygf/Nos3/Capn2/Mctp1/Pdgfra/Crygd/Nfe2l2/Met/Hyal2/Cryge/Slc7a11/Col1a1/Cryaa/Psmb5/Tlr4/Mmp14/Cyp1b1	22
BP	GO:1903727	positive regulation of phospholipid metabolic process	4/661	17/28928	0.235294117647059	10.2974103408383	5.86364232318538	0.000507206287429836	0.0440274947931742	0.0381268379529301	Prkcd/Nr1h4/Capn2/Fabp3	4
BP	GO:0010812	negative regulation of cell-substrate adhesion	7/661	63/28928	0.111111111111111	4.86266599428475	4.69336378723735	0.000575111961576816	0.0484411922587575	0.0419490024624957	Thbs1/Myoc/Enpp2/Col1a1/Fam107a/Spock1/Mmp14	7
BP	GO:0043087	regulation of GTPase activity	14/661	220/28928	0.0636363636363636	2.78498143309036	4.06402286557465	0.000579937472264321	0.0484411922587575	0.0419490024624957	Tiam2/Rap1a/Arhgef5/Itgb1/Arap3/Epha2/Tns3/C9orf72/Adcyap1/Ripor1/Met/Gmip/Itga6/Rgs16	14
BP	GO:0030111	regulation of Wnt signaling pathway	18/661	329/28928	0.0547112462006079	2.39438264764173	3.88970856115679	0.000632994808028333	0.0509663925929928	0.0441357701719544	Reck/Tbx18/Sall1/Itga3/Hm629797/Tmem64/Ctnnd1/Tpbgl/Znrf3/Tle6/Tmem198/Mdfic/Fgfr2/Nkd2/Col1a1/Aspm/Yap1/Ddit3	18
BP	GO:0032655	regulation of interleukin-12 production	7/661	64/28928	0.109375	4.78668683812405	4.63749748684023	0.000633194396343936	0.0509663925929928	0.0441357701719544	Thbs1/Irak3/C1qbp/Rel/Plcg2/Mapk11/Tlr4	7
BP	GO:0006813	potassium ion transport	15/661	249/28928	0.0602409638554217	2.63638517762426	3.96566273829214	0.000662903810487123	0.0513408919774291	0.0444600783664349	Vip/Slc12a8/Slc9a3/Itgb1/Nos3/Kcnk9/Adcyap1/Atp1b3/Kcns1/Kcnq4/Slc12a7/Cd63/Kcnn1/Kcnip3/Kcnc4	15
BP	GO:0050892	intestinal absorption	6/661	47/28928	0.127659574468085	5.58689284449738	4.81253585734842	0.000673508779649485	0.0513408919774291	0.0444600783664349	Rsc1a1/Cldn15/Ezr/Abcg2/Pls1/Slc5a1	6
BP	GO:0098659	inorganic cation import across plasma membrane	10/661	127/28928	0.078740157480315	3.44598377547738	4.22439205310897	0.000691321357512073	0.0513408919774291	0.0444600783664349	P2rx5/Scn5a/Trpv3/Slc12a8/Slc9a3/Kcnk9/Atp1b3/Slc12a7/Slc5a1/Slc30a1	10
BP	GO:0099587	inorganic ion import across plasma membrane	10/661	127/28928	0.078740157480315	3.44598377547738	4.22439205310897	0.000691321357512073	0.0513408919774291	0.0444600783664349	P2rx5/Scn5a/Trpv3/Slc12a8/Slc9a3/Kcnk9/Atp1b3/Slc12a7/Slc5a1/Slc30a1	10
BP	GO:1903078	positive regulation of protein localization to plasma membrane	7/661	65/28928	0.107692307692308	4.71304550215292	4.58277761546316	0.000695833186954088	0.0513408919774291	0.0444600783664349	Itga3/Pkp1/Ezr/Itgb1/Epha2/Pls1/Nkd2	7
BP	GO:0010508	positive regulation of autophagy	12/661	176/28928	0.0681818181818182	2.9839086783111	4.03697954879655	0.000769682832078641	0.0558587852067564	0.0483724741057879	Gnai3/Trim12c/Igtp/Trim12a/Snx7/C9orf72/Ube2a/Smo/Pip4k2a/Dcn/Atg16l1/Ddit3	12
BP	GO:0071560	cellular response to transforming growth factor beta stimulus	16/661	281/28928	0.0569395017793594	2.49190001130607	3.84296006353396	0.000815727980649736	0.0582456091989739	0.0504394109597002	Thbs1/Tgfbr3/Col1a2/Bmpr1b/Spred1/Itga3/Itgb8/Ctsk/Nos3/Sinhcaf/Hyal2/Mstn/Cidea/Adam17/Col1a1/Sap30	16
BP	GO:1903053	regulation of extracellular matrix organization	7/661	67/28928	0.104477611940299	4.57235757671551	4.47660943105076	0.000835786963618282	0.0587306172688593	0.0508594172347165	Tgfbr3/Efemp2/Reck/Tnxb/Tnfrsf1a/Phldb1/Pdpn	7
BP	GO:0061351	neural precursor cell proliferation	14/661	230/28928	0.0608695652173913	2.66389528382556	3.87415204675873	0.000895292990410888	0.0619290948210781	0.0536292281427048	Kif14/Dll4/Sall1/Lnx2/Itgb1/Bex1/Trf/Cend1/Smo/Adcyap1/Psmg1/Fgfr2/Nfia/Aspm	14
BP	GO:0046849	bone remodeling	9/661	110/28928	0.0818181818181818	3.58069041397332	4.14679819455008	0.000962826898107111	0.0655759181218489	0.056787296565281	Tmem64/Ctsk/Epha2/Tns3/Trf/Tph1/Rac1/Tnfrsf11a/Ctss	9
BP	GO:0071559	response to transforming growth factor beta	16/661	288/28928	0.0555555555555556	2.43133299714238	3.73304296592202	0.00105668748572735	0.069511929290211	0.0601957952932243	Thbs1/Tgfbr3/Col1a2/Bmpr1b/Spred1/Itga3/Itgb8/Ctsk/Nos3/Sinhcaf/Hyal2/Mstn/Cidea/Adam17/Col1a1/Sap30	16
BP	GO:2000736	regulation of stem cell differentiation	8/661	90/28928	0.0888888888888889	3.8901327954278	4.1992240992905	0.00106601347182647	0.069511929290211	0.0601957952932243	Smyd5/Ccnk/Sp7/Tmsb4x/Pdgfra/Pus7/Nfe2l2/Yap1	8
BP	GO:0008585	female gonad development	10/661	135/28928	0.0740740740740741	3.24177732952317	3.9923487019454	0.0011073675613995	0.069511929290211	0.0601957952932243	Bmpr1b/Nos3/Angpt1/Pla2g4a/Adcyap1/Pdgfra/Rac1/Inhba/Csmd1/Mmp14	10
BP	GO:0002064	epithelial cell development	15/661	262/28928	0.0572519083969466	2.50557217262764	3.74352936874123	0.0011099287534769	0.069511929290211	0.0601957952932243	Bfsp1/Rap1a/Ezr/Tnfrsf1a/Gpx1/C1galt1/Epha2/Smo/Rac1/Met/Crygb/Fgfr2/Yap1/Cryaa/Myd88	15
BP	GO:1902743	regulation of lamellipodium organization	6/661	52/28928	0.115384615384615	5.04969160944955	4.46958988569139	0.0011598109466874	0.069511929290211	0.0601957952932243	Epha2/Rac1/Actr2/Mstn/Enpp2/Pdpn	6
BP	GO:0060350	endochondral bone morphogenesis	7/661	71/28928	0.0985915492957746	4.31475996675971	4.27630071569768	0.00118183394507983	0.069511929290211	0.0601957952932243	Thbs1/Bmpr1b/Col1a1/Nab2/Poc1a/Scube2/Mmp14	7
BP	GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	4/661	21/28928	0.19047619047619	8.33599884734529	5.14256700041901	0.00118623326289207	0.069511929290211	0.0601957952932243	Igtp/Nfkbia/Tlr4/Slc15a4	4
BP	GO:0044839	cell cycle G2/M phase transition	11/661	161/28928	0.0683229813664596	2.99008654306951	3.87213225475859	0.00123692326709792	0.069511929290211	0.0601957952932243	Kif14/Cdc6/Birc5/Kat14/Cdc14b/Ube2a/Dyrk3/Fbxl7/Hus1b/Hspa2/Pabir1	11
BP	GO:0010595	positive regulation of endothelial cell migration	9/661	114/28928	0.0789473684210526	3.4550521538339	4.01627960917751	0.00124050776199217	0.069511929290211	0.0601957952932243	Thbs1/Tgfbr3/Hdac7/Nos3/Angpt1/Rac1/Nfe2l2/Met/Adam17	9
BP	GO:0033002	muscle cell proliferation	16/661	293/28928	0.0546075085324232	2.38984267295906	3.65648188707579	0.00126357084864258	0.069511929290211	0.0601957952932243	Vip/Thbs1/Tgfbr3/Efemp2/Gnai3/Nos3/Angpt1/Mapk11/Fes/Mstn/Fgfr2/Yap1/Myd88/Tlr4/Timp3/Ddit3	16
BP	GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process	3/661	10/28928	0.3	13.1291981845688	5.86624954643221	0.0012640572325504	0.069511929290211	0.0601957952932243	Dut/Cmpk2/Shmt1	3
BP	GO:0031547	brain-derived neurotrophic factor receptor signaling pathway	3/661	10/28928	0.3	13.1291981845688	5.86624954643221	0.0012640572325504	0.069511929290211	0.0601957952932243	Fam72a/Vps13a/Slc2a4	3
BP	GO:1901031	regulation of response to reactive oxygen species	3/661	10/28928	0.3	13.1291981845688	5.86624954643221	0.0012640572325504	0.069511929290211	0.0601957952932243	Fbln5/Adcyap1r1/Nfe2l2	3
BP	GO:0048566	embryonic digestive tract development	5/661	36/28928	0.138888888888889	6.07833249285594	4.66225633070399	0.00128683893987576	0.069511929290211	0.0601957952932243	Sall1/Gli2/Tcf7/Pdgfra/Fgfr2	5
BP	GO:0090322	regulation of superoxide metabolic process	5/661	36/28928	0.138888888888889	6.07833249285594	4.66225633070399	0.00128683893987576	0.069511929290211	0.0601957952932243	Gnai3/Prkcd/Fbln5/Hvcn1/Nfe2l2	5
BP	GO:0014812	muscle cell migration	10/661	138/28928	0.072463768115942	3.17130390931614	3.90977615080319	0.00130835829084768	0.069511929290211	0.0601957952932243	Rapgef4/Tmsb4x/Sema6d/Smo/Nfe2l2/Met/Mstn/Tlr4/Cyp1b1/Ddit3	10
BP	GO:0046545	development of primary female sexual characteristics	10/661	138/28928	0.072463768115942	3.17130390931614	3.90977615080319	0.00130835829084768	0.069511929290211	0.0601957952932243	Bmpr1b/Nos3/Angpt1/Pla2g4a/Adcyap1/Pdgfra/Rac1/Inhba/Csmd1/Mmp14	10
BP	GO:0060349	bone morphogenesis	9/661	115/28928	0.0782608695652174	3.42500822206144	3.9845608551358	0.00131914975093934	0.069511929290211	0.0601957952932243	Thbs1/Bmpr1b/Cyp26b1/Fgfr2/Col1a1/Nab2/Poc1a/Scube2/Mmp14	9
BP	GO:2000377	regulation of reactive oxygen species metabolic process	11/661	163/28928	0.0674846625766871	2.95339836462694	3.82441489433341	0.00136635068553946	0.069511929290211	0.0601957952932243	Thbs1/Gnai3/Cbr1/Prkcd/Fbln5/Slc5a3/Plcg2/Hvcn1/Nfe2l2/Tlr4/Cyp1b1	11
BP	GO:0031346	positive regulation of cell projection organization	22/661	471/28928	0.0467091295116773	2.04417806129168	3.4938401311371	0.0013762704811674	0.069511929290211	0.0601957952932243	Tiam2/Rap1a/Itga3/Enc1/Itgb1/Islr2/Rab11fip3/Adcyap1/Fes/Rac1/Actr2/Pqbp1/Nfe2l2/Met/Serpinf1/Mstn/Enpp2/Adam17/Rala/Slc30a1/Itga6/Cdc42ep2	22
