ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006721	terpenoid metabolic process	6/661	90/28928	0.0666666666666667	2.91759959657085	2.78618008537498	0.0172018830851616	0.193772866203588	0.167803021819093	Akr1b8/Cyp26b1/Hmgcs2/Rdh8/Rdh9/Cyp1b1	6
BP	GO:0032411	positive regulation of transporter activity	6/661	90/28928	0.0666666666666667	2.91759959657085	2.78618008537498	0.0172018830851616	0.193772866203588	0.167803021819093	Cracr2a/Prkcd/Plcg2/Atp1b3/Hspa2/Ctss	6
BP	GO:0042542	response to hydrogen peroxide	7/661	116/28928	0.0603448275862069	2.64093066930982	2.70797775075154	0.0173197129088599	0.193858069206292	0.167876805737357	Prkcd/Gpx1/Capn2/Nfe2l2/Col1a1/Cryaa/Cyp1b1	7
BP	GO:0061640	cytoskeleton-dependent cytokinesis	7/661	116/28928	0.0603448275862069	2.64093066930982	2.70797775075154	0.0173197129088599	0.193858069206292	0.167876805737357	Birc5/Snx33/Rab11fip3/Actr2/Nusap1/Rtkn/Jtb	7
BP	GO:0016236	macroautophagy	14/661	323/28928	0.043343653250774	1.89689137857548	2.47874985924909	0.0173408166717171	0.193858069206292	0.167876805737357	Gnai3/Ap5z1/Igtp/Ubxn6/Fundc1/Snx7/C9orf72/Ube2a/Timm23/Pip4k2a/Atg4a/9930111J21Rik1/Dcn/Atg16l1	14
BP	GO:0060688	regulation of morphogenesis of a branching structure	5/661	66/28928	0.0757575757575758	3.31545408701233	2.87976797999064	0.0174712221947694	0.194334423759407	0.168289318258001	Sall1/Smo/Pdgfra/Met/Fgfr2	5
BP	GO:1902692	regulation of neuroblast proliferation	5/661	66/28928	0.0757575757575758	3.31545408701233	2.87976797999064	0.0174712221947694	0.194334423759407	0.168289318258001	Sall1/Itgb1/Bex1/Smo/Aspm	5
BP	GO:0009913	epidermal cell differentiation	12/661	261/28928	0.0459770114942529	2.01213765280748	2.51177816053521	0.0175626847071108	0.194862168416991	0.168746333473942	Gli2/Pkp1/Cyp26b1/Epha2/Mycl/Pdzd7/Macroh2a2/Pls1/Krt1/Rac1/Tprn/Yap1	12
BP	GO:0001659	temperature homeostasis	10/661	201/28928	0.0497512437810945	2.17731313176929	2.56128229704018	0.0177007099942302	0.195197807362052	0.169036989386324	Dio2/Decr1/Gpx1/Adcyap1/Cidea/Clstn3/Adam17/Tnfrsf11a/Tlr4/Ddit3	10
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	9/661	172/28928	0.0523255813953488	2.28997642754108	2.59474287653271	0.0177509807722982	0.195197807362052	0.169036989386324	Tnfrsf1a/Itgb1/Ctnnd1/Plcg2/Angpt1/Pdgfra/Enpp2/Adam17/Tlr4	9
BP	GO:0002052	positive regulation of neuroblast proliferation	4/661	44/28928	0.0909090909090909	3.9785449044148	3.02353075151906	0.0178133982774495	0.195197807362052	0.169036989386324	Itgb1/Bex1/Smo/Aspm	4
BP	GO:0006220	pyrimidine nucleotide metabolic process	4/661	44/28928	0.0909090909090909	3.9785449044148	3.02353075151906	0.0178133982774495	0.195197807362052	0.169036989386324	Dut/Nme7/Cmpk2/Shmt1	4
BP	GO:0044546	NLRP3 inflammasome complex assembly	4/661	44/28928	0.0909090909090909	3.9785449044148	3.02353075151906	0.0178133982774495	0.195197807362052	0.169036989386324	Igtp/Plcg2/Myd88/Tlr4	4
BP	GO:0009743	response to carbohydrate	13/661	293/28928	0.0443686006825939	1.94174717177924	2.47760523029866	0.0180030045355764	0.196303697238908	0.169994665591313	Gpr27/Thbs1/Birc5/Nr1h4/Gpx1/Col6a2/Hmgcs2/Rac1/Slc12a7/Serpinf1/Col1a1/Pcsk1/Th	13
BP	GO:0060541	respiratory system development	13/661	293/28928	0.0443686006825939	1.94174717177924	2.47760523029866	0.0180030045355764	0.196303697238908	0.169994665591313	Gli2/Itga3/Rcn3/Tns3/Nos3/Hmgcs2/Pdgfra/Fgfr2/Pdpn/Slc7a11/Fndc3b/Yap1/Mmp14	13
BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	10/661	202/28928	0.0495049504950495	2.16653435388925	2.54418218835179	0.018256518922937	0.197288686278835	0.170847644342139	Thbs1/Irak3/Nr1h4/Tnfrsf1a/Plcg2/Angpt1/Cidea/Adam17/Myd88/Tlr4	10
BP	GO:0002262	myeloid cell homeostasis	11/661	232/28928	0.0474137931034483	2.07501695445772	2.51397637677271	0.0183057462357657	0.197288686278835	0.170847644342139	Cfh/Ehbp1l1/Tgfbr3/L3mbtl3/Rac1/Dyrk3/Adam17/Slc7a11/Inhba/Slc15a4/Vps13a	11
BP	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	5/661	67/28928	0.0746268656716418	3.26596969765394	2.83954254330814	0.018536204713901	0.197288686278835	0.170847644342139	Thbs1/Birc5/Gpx1/Mical1/Cryaa	5
BP	GO:0001776	leukocyte homeostasis	8/661	145/28928	0.0551724137931034	2.41456518336898	2.61126835046601	0.0185827558087455	0.197288686278835	0.170847644342139	Cfh/Zc3h8/Sh2b2/Lat/Spns2/Adam17/Slc7a11/Slc15a4	8
BP	GO:0007162	negative regulation of cell adhesion	14/661	326/28928	0.0429447852760736	1.87943532294441	2.44189548711744	0.0186178882754784	0.197288686278835	0.170847644342139	Nat8f3/Dab1/Thbs1/Zc3h8/Myoc/Prkcd/Angpt1/Enpp2/Col1a1/Fam107a/Tnfrsf21/Spock1/Mmp14/Cyp1b1	14
BP	GO:0006833	water transport	3/661	25/28928	0.12	5.25167927382753	3.25215777659255	0.0187953071497091	0.197288686278835	0.170847644342139	Pkp1/Hyal2/Slc5a1	3
BP	GO:0030903	notochord development	3/661	25/28928	0.12	5.25167927382753	3.25215777659255	0.0187953071497091	0.197288686278835	0.170847644342139	Gli2/Epha2/Yap1	3
BP	GO:0051349	positive regulation of lyase activity	3/661	25/28928	0.12	5.25167927382753	3.25215777659255	0.0187953071497091	0.197288686278835	0.170847644342139	Gnal/Nos3/Adcyap1	3
BP	GO:0055064	chloride ion homeostasis	3/661	25/28928	0.12	5.25167927382753	3.25215777659255	0.0187953071497091	0.197288686278835	0.170847644342139	Slc12a8/Car12/Slc12a7	3
BP	GO:0060088	auditory receptor cell stereocilium organization	3/661	25/28928	0.12	5.25167927382753	3.25215777659255	0.0187953071497091	0.197288686278835	0.170847644342139	Pdzd7/Pls1/Tprn	3
BP	GO:0097154	GABAergic neuron differentiation	3/661	25/28928	0.12	5.25167927382753	3.25215777659255	0.0187953071497091	0.197288686278835	0.170847644342139	Sall1/Rac1/Inhba	3
BP	GO:0141087	positive regulation of inflammasome-mediated signaling pathway	3/661	25/28928	0.12	5.25167927382753	3.25215777659255	0.0187953071497091	0.197288686278835	0.170847644342139	Plcg2/Myd88/Tlr4	3
BP	GO:0035051	cardiocyte differentiation	10/661	203/28928	0.0492610837438424	2.15586177086516	2.52718170203743	0.0188250630639593	0.197288686278835	0.170847644342139	Tgfbr3/Tbx18/Myh11/Myo18b/Cavin4/Itgb1/Acadm/Pdgfra/Met/Inhba	10
BP	GO:0007265	Ras protein signal transduction	7/661	118/28928	0.0593220338983051	2.59616913254186	2.65681216147682	0.0188463712627483	0.197288686278835	0.170847644342139	Rapgef4/Sh2b2/Rabl3/Lat/Mapkapk5/Rala/Rasgef1a	7
BP	GO:0030038	contractile actin filament bundle assembly	7/661	118/28928	0.0593220338983051	2.59616913254186	2.65681216147682	0.0188463712627483	0.197288686278835	0.170847644342139	Myoc/Arhgef5/Synpo/Fhod1/Rac1/Met/Arhgap28	7
BP	GO:0043149	stress fiber assembly	7/661	118/28928	0.0593220338983051	2.59616913254186	2.65681216147682	0.0188463712627483	0.197288686278835	0.170847644342139	Myoc/Arhgef5/Synpo/Fhod1/Rac1/Met/Arhgap28	7
BP	GO:0042692	muscle cell differentiation	19/661	491/28928	0.0386965376782077	1.69351504077942	2.37010348861503	0.0188987969054687	0.197288686278835	0.170847644342139	Cfh/Efemp2/Tbx18/Myh11/Cyp26b1/Myo18b/Cavin4/Ninj1/Gpx1/Itgb1/Tmsb4x/Acadm/Capn2/Smo/Sypl2/Pdgfra/Met/Fgfr2/Mmp14	19
BP	GO:0007492	endoderm development	6/661	92/28928	0.0652173913043478	2.85417351838453	2.72388863367319	0.0189723581664081	0.197288686278835	0.170847644342139	Col8a1/Pelo/Angpt1/Mmp15/Inhba/Mmp14	6
BP	GO:0010827	regulation of D-glucose transmembrane transport	6/661	92/28928	0.0652173913043478	2.85417351838453	2.72388863367319	0.0189723581664081	0.197288686278835	0.170847644342139	Rsc1a1/Rap1a/Sh2b2/Prkcd/Nfe2l2/Met	6
BP	GO:0032660	regulation of interleukin-17 production	4/661	45/28928	0.0888888888888889	3.8901327954278	2.96698583539632	0.0192074596309415	0.197288686278835	0.170847644342139	Nr1h4/Myd88/Tlr4/Ddit3	4
BP	GO:0032735	positive regulation of interleukin-12 production	4/661	45/28928	0.0888888888888889	3.8901327954278	2.96698583539632	0.0192074596309415	0.197288686278835	0.170847644342139	Rel/Plcg2/Mapk11/Tlr4	4
BP	GO:0035987	endodermal cell differentiation	4/661	45/28928	0.0888888888888889	3.8901327954278	2.96698583539632	0.0192074596309415	0.197288686278835	0.170847644342139	Col8a1/Mmp15/Inhba/Mmp14	4
BP	GO:0045747	positive regulation of Notch signaling pathway	4/661	45/28928	0.0888888888888889	3.8901327954278	2.96698583539632	0.0192074596309415	0.197288686278835	0.170847644342139	Reck/Dll4/Rfng/Yap1	4
BP	GO:0046677	response to antibiotic	4/661	45/28928	0.0888888888888889	3.8901327954278	2.96698583539632	0.0192074596309415	0.197288686278835	0.170847644342139	Zc3h8/Pla2g4a/Hyal2/Gfer	4
BP	GO:0060218	hematopoietic stem cell differentiation	4/661	45/28928	0.0888888888888889	3.8901327954278	2.96698583539632	0.0192074596309415	0.197288686278835	0.170847644342139	Sp7/Tmsb4x/Pus7/Nfe2l2	4
BP	GO:0008406	gonad development	13/661	296/28928	0.0439189189189189	1.92206730179499	2.43834527307187	0.0193951167099452	0.198755050173443	0.17211748308387	Bmpr1b/Nos3/Angpt1/Pla2g4a/Adcyap1/Pdgfra/Rac1/Aspm/Inhba/Csmd1/Serpinb6a/Mmp14/Cyp1b1	13
BP	GO:0060485	mesenchyme development	14/661	328/28928	0.0426829268292683	1.86797535146305	2.41754109777496	0.0195080763249859	0.199449159622003	0.172718566533909	Thbs1/Tgfbr3/Spred1/Zic5/Phldb1/Sema6d/Nos3/Smo/Sema3d/Fgfr2/Pdpn/Col1a1/Yap1/Timp3	14
BP	GO:0045834	positive regulation of lipid metabolic process	9/661	175/28928	0.0514285714285714	2.25071968878323	2.53775678041687	0.0196243689342959	0.199449159622003	0.172718566533909	Prkcd/Nr1h4/Tnfrsf1a/Capn2/Pla2g4a/Npy1r/Clstn3/Fabp3/Rdh9	9
BP	GO:1990845	adaptive thermogenesis	9/661	175/28928	0.0514285714285714	2.25071968878323	2.53775678041687	0.0196243689342959	0.199449159622003	0.172718566533909	Dio2/Decr1/Adcyap1/Cidea/Clstn3/Adam17/Bola3/Tlr4/Ddit3	9
BP	GO:0032233	positive regulation of actin filament bundle assembly	5/661	68/28928	0.0735294117647059	3.21794073151197	2.80006941399969	0.0196430615756028	0.199449159622003	0.172718566533909	Myoc/Arhgef5/Synpo/Fhod1/Rac1	5
BP	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	8/661	147/28928	0.054421768707483	2.38171395638437	2.56824493354692	0.0199985650591047	0.199867276282364	0.173080646325864	Thbs1/Tgfbr3/Spred1/Itga3/Sinhcaf/Cidea/Adam17/Sap30	8
BP	GO:0032640	tumor necrosis factor production	10/661	205/28928	0.0487804878048781	2.13482897310062	2.49347497927267	0.0200009869872469	0.199867276282364	0.173080646325864	Thbs1/Irak3/Nr1h4/Tnfrsf1a/Plcg2/Angpt1/Cidea/Adam17/Myd88/Tlr4	10
BP	GO:0070371	ERK1 and ERK2 cascade	15/661	362/28928	0.0414364640883978	1.81342516361448	2.38155020248531	0.0202912829014294	0.199867276282364	0.173080646325864	Rap1a/Spred1/Ezr/Epha2/Cryba1/Trf/Angpt1/Adcyap1/Pdgfra/Fgfr2/Adam17/Atf3/Inhba/Tnfrsf11a/Tlr4	15
BP	GO:0031329	regulation of cellular catabolic process	17/661	428/28928	0.0397196261682243	1.73828947926534	2.35309088905525	0.0203929190518853	0.199867276282364	0.173080646325864	Rragc/Gnai3/Trim12c/Prkcd/Snx33/Igtp/Trim12a/Cryba1/Snx7/C9orf72/Ube2a/Smo/Pip4k2a/Dcn/Atg16l1/Timp3/Ddit3	17
BP	GO:0007517	muscle organ development	16/661	395/28928	0.0405063291139241	1.77271874222026	2.36460630821537	0.0204209901299014	0.199867276282364	0.173080646325864	Tgfbr3/Efemp2/Dll4/Cyp26b1/Hdac7/Cavin4/Gpx1/Itgb1/Angpt1/Smo/Gpc1/Met/Mstn/Fgfr2/Atf3/Sap30	16
BP	GO:0046889	positive regulation of lipid biosynthetic process	7/661	120/28928	0.0583333333333333	2.5528996469995	2.60669385511595	0.0204649135611449	0.199867276282364	0.173080646325864	Prkcd/Nr1h4/Capn2/Pla2g4a/Npy1r/Fabp3/Rdh9	7
BP	GO:0010935	regulation of macrophage cytokine production	4/661	46/28928	0.0869565217391304	3.80556469117937	2.91204538501537	0.0206671211136104	0.199867276282364	0.173080646325864	Irak3/Plcg2/Myd88/Tlr4	4
BP	GO:0071402	cellular response to lipoprotein particle stimulus	4/661	46/28928	0.0869565217391304	3.80556469117937	2.91204538501537	0.0206671211136104	0.199867276282364	0.173080646325864	Itgb1/Adam17/Myd88/Tlr4	4
BP	GO:1990776	response to angiotensin	4/661	46/28928	0.0869565217391304	3.80556469117937	2.91204538501537	0.0206671211136104	0.199867276282364	0.173080646325864	Prkcd/Rac1/Nfe2l2/Inhba	4
BP	GO:0007021	tubulin complex assembly	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Tbcb/Cryaa	2
BP	GO:0019835	cytolysis	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Igtp/Ninj1	2
BP	GO:0032594	protein transport within lipid bilayer	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Reep2/Itgb1	2
BP	GO:0051660	establishment of centrosome localization	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Ezr/Fhod1	2
BP	GO:0051775	response to redox state	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Npas2/Slc7a11	2
BP	GO:0060136	embryonic process involved in female pregnancy	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Abcg2/Tle6	2
BP	GO:0061525	hindgut development	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Gli2/Tcf7	2
BP	GO:0070432	regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Tlr4/Slc15a4	2
BP	GO:0150172	regulation of phosphatidylcholine metabolic process	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Capn2/Fabp3	2
BP	GO:1905603	regulation of blood-brain barrier permeability	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Angpt1/Sh3gl2	2
BP	GO:2000392	regulation of lamellipodium morphogenesis	2/661	10/28928	0.2	8.75279878971256	3.74961738539259	0.0207740450515552	0.199867276282364	0.173080646325864	Enpp2/Pdpn	2
BP	GO:0001954	positive regulation of cell-matrix adhesion	5/661	69/28928	0.072463768115942	3.17130390931614	2.76132222654376	0.0207923652090193	0.199867276282364	0.173080646325864	Efemp2/Myoc/Ninj1/Rac1/Enpp2	5
BP	GO:0150116	regulation of cell-substrate junction organization	5/661	69/28928	0.072463768115942	3.17130390931614	2.76132222654376	0.0207923652090193	0.199867276282364	0.173080646325864	Myoc/Rac1/Enpp2/Fam107a/Mmp14	5
BP	GO:0000303	response to superoxide	3/661	26/28928	0.115384615384615	5.04969160944955	3.15905542782436	0.0208937613046587	0.199867276282364	0.173080646325864	Fbln5/Nos3/Nfe2l2	3
BP	GO:0021692	cerebellar Purkinje cell layer morphogenesis	3/661	26/28928	0.115384615384615	5.04969160944955	3.15905542782436	0.0208937613046587	0.199867276282364	0.173080646325864	Kif14/Cend1/Coq8b	3
BP	GO:0140467	integrated stress response signaling	3/661	26/28928	0.115384615384615	5.04969160944955	3.15905542782436	0.0208937613046587	0.199867276282364	0.173080646325864	Igtp/Nfe2l2/Ddit3	3
BP	GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus	3/661	26/28928	0.115384615384615	5.04969160944955	3.15905542782436	0.0208937613046587	0.199867276282364	0.173080646325864	Itgb1/Cd63/Dcn	3
BP	GO:0016358	dendrite development	14/661	331/28928	0.0422960725075529	1.85104506126852	2.38132616080739	0.0209032186398768	0.199867276282364	0.173080646325864	Dab1/Cc2d1a/Rapgef4/Itgb1/Mcf2/Abi3bp/Actl6b/Rac1/Actr2/Pqbp1/Mapkapk5/Met/Rtn4ip1/Slc30a1	14
BP	GO:0001935	endothelial cell proliferation	9/661	177/28928	0.0508474576271186	2.22528782789302	2.50040778931581	0.0209501841918486	0.199884623744211	0.173095668844629	Vip/Col8a1/Thbs1/Dll4/Col8a2/Pdcl3/Epha2/Adam17/Mmp14	9
BP	GO:0051592	response to calcium ion	8/661	149/28928	0.0536912751677852	2.34974464153357	2.52591926180161	0.0214894646936372	0.204588946663939	0.177169508577763	Thbs1/P2rx5/Scn5a/Cpne4/Slc25a13/Plcg2/Pla2g4a/Pcsk1	8
BP	GO:0030879	mammary gland development	9/661	178/28928	0.050561797752809	2.21278621088239	2.48192066567828	0.0216367277902894	0.205202258107836	0.177700622740537	Gli2/Agap2/Gpx1/Epha2/Tph1/Smo/Fgfr2/Csmd1/Tnfrsf11a	9
BP	GO:0009612	response to mechanical stimulus	12/661	269/28928	0.0446096654275093	1.95229712781693	2.39955476528648	0.0216465901369685	0.205202258107836	0.177700622740537	Thbs1/Tnfrsf1a/Pdzd7/Nos3/Capn2/Nfkbia/Rac1/Col1a1/Tnfrsf11a/Myd88/Tlr4/Mmp14	12
BP	GO:0046785	microtubule polymerization	6/661	95/28928	0.0631578947368421	2.76404172306712	2.63353022783922	0.0218548898652017	0.205339923589144	0.177819838006411	Mzt1/Nme7/Haus2/Fes/Rac1/Met	6
BP	GO:0071706	tumor necrosis factor superfamily cytokine production	10/661	208/28928	0.0480769230769231	2.10403817060398	2.44363370416987	0.0218642952723828	0.205339923589144	0.177819838006411	Thbs1/Irak3/Nr1h4/Tnfrsf1a/Plcg2/Angpt1/Cidea/Adam17/Myd88/Tlr4	10
BP	GO:0070372	regulation of ERK1 and ERK2 cascade	14/661	333/28928	0.042042042042042	1.83992767351315	2.35739047701011	0.0218741763313019	0.205339923589144	0.177819838006411	Rap1a/Spred1/Ezr/Epha2/Cryba1/Angpt1/Adcyap1/Pdgfra/Fgfr2/Adam17/Atf3/Inhba/Tnfrsf11a/Tlr4	14
BP	GO:0090287	regulation of cellular response to growth factor stimulus	14/661	333/28928	0.042042042042042	1.83992767351315	2.35739047701011	0.0218741763313019	0.205339923589144	0.177819838006411	Thbs1/Tgfbr3/Spred1/Itga3/Itgb1/Pelo/Angpt1/Sinhcaf/Gpc1/Cd63/Cidea/Adam17/Dcn/Sap30	14
BP	GO:0032386	regulation of intracellular transport	13/661	301/28928	0.0431893687707641	1.89013927352597	2.37391879936849	0.0218930300280271	0.205339923589144	0.177819838006411	Prkcd/Ezr/Hm629797/Tnfrsf1a/Reep2/Rab11fip3/Angpt1/Smo/Ripor1/Mdfic/Hyal2/Cryaa/Arv1	13
BP	GO:0060038	cardiac muscle cell proliferation	5/661	70/28928	0.0714285714285714	3.12599956775448	2.72327591703441	0.0219846624610453	0.205763426458874	0.178186582136702	Tgfbr3/Mapk11/Fes/Fgfr2/Yap1	5
BP	GO:0120034	positive regulation of plasma membrane bounded cell projection assembly	7/661	122/28928	0.0573770491803279	2.51104883311426	2.5575816367109	0.0221778047075597	0.206627307885723	0.178934684369789	Rab11fip3/Rac1/Actr2/Pqbp1/Mstn/Rala/Cdc42ep2	7
BP	GO:0140632	canonical inflammasome complex assembly	4/661	47/28928	0.0851063829787234	3.72459522966492	2.85862623872995	0.0221930988981348	0.206627307885723	0.178934684369789	Igtp/Plcg2/Myd88/Tlr4	4
BP	GO:0003158	endothelium development	8/661	150/28928	0.0533333333333333	2.33407967725668	2.5050111418171	0.0222636606870318	0.206627307885723	0.178934684369789	Dll4/Rap1a/Ezr/Tnfrsf1a/Gpx1/Met/Pdpn/Myd88	8
BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	8/661	150/28928	0.0533333333333333	2.33407967725668	2.5050111418171	0.0222636606870318	0.206627307885723	0.178934684369789	Thbs1/Tgfbr3/Spred1/Itga3/Sinhcaf/Cidea/Adam17/Sap30	8
BP	GO:1901989	positive regulation of cell cycle phase transition	7/661	123/28928	0.0569105691056911	2.49063380195073	2.53339056733011	0.0230703756802902	0.211082216456733	0.182792536786328	Birc5/Plcg2/Mad2l1bp/Dyrk3/Ube2e2/Adam17/Hspa2	7
BP	GO:0000280	nuclear division	18/661	468/28928	0.0384615384615385	1.68323053648318	2.27869036147339	0.0230963293511247	0.211082216456733	0.182792536786328	Ddx4/Kif14/Mzt1/Cyp26b1/Kif11/Btc/Birc5/Cdc14b/Mad2l1bp/Actr2/Met/Nusap1/Fgfr2/Nfia/Aspm/Hspa2/Iho1/Kash5	18
BP	GO:0000305	response to oxygen radical	3/661	27/28928	0.111111111111111	4.86266599428475	3.07061361605607	0.0231153307721152	0.211082216456733	0.182792536786328	Fbln5/Nos3/Nfe2l2	3
BP	GO:0006359	regulation of transcription by RNA polymerase III	3/661	27/28928	0.111111111111111	4.86266599428475	3.07061361605607	0.0231153307721152	0.211082216456733	0.182792536786328	Zc3h8/Nab2/Inhba	3
BP	GO:0032930	positive regulation of superoxide anion generation	3/661	27/28928	0.111111111111111	4.86266599428475	3.07061361605607	0.0231153307721152	0.211082216456733	0.182792536786328	Gnai3/Prkcd/Hvcn1	3
BP	GO:0043043	peptide biosynthetic process	3/661	27/28928	0.111111111111111	4.86266599428475	3.07061361605607	0.0231153307721152	0.211082216456733	0.182792536786328	Nfe2l2/Slc7a11/Pcsk1	3
BP	GO:0044090	positive regulation of vacuole organization	3/661	27/28928	0.111111111111111	4.86266599428475	3.07061361605607	0.0231153307721152	0.211082216456733	0.182792536786328	Igtp/Snx7/Pip4k2a	3
BP	GO:0048659	smooth muscle cell proliferation	10/661	210/28928	0.0476190476190476	2.08399971183632	2.41087274137506	0.0231745685960772	0.211082216456733	0.182792536786328	Vip/Thbs1/Efemp2/Gnai3/Nos3/Fgfr2/Myd88/Tlr4/Timp3/Ddit3	10
BP	GO:0061951	establishment of protein localization to plasma membrane	5/661	71/28928	0.0704225352112676	3.08197140482837	2.68590664114746	0.0232204742295977	0.211082216456733	0.182792536786328	Rsc1a1/Rab26/Vamp3/Rab11fip3/Nectin3	5
BP	GO:1900046	regulation of hemostasis	5/661	71/28928	0.0704225352112676	3.08197140482837	2.68590664114746	0.0232204742295977	0.211082216456733	0.182792536786328	Thbs1/Prkcd/Tph1/Pdgfra/Nfe2l2	5
BP	GO:0009268	response to pH	4/661	48/28928	0.0833333333333333	3.64699949571356	2.80665124766922	0.023786040041061	0.214026014759709	0.185341801090167	P2rx5/Hvcn1/Serpinf1/Ctss	4
BP	GO:0032620	interleukin-17 production	4/661	48/28928	0.0833333333333333	3.64699949571356	2.80665124766922	0.023786040041061	0.214026014759709	0.185341801090167	Nr1h4/Myd88/Tlr4/Ddit3	4
BP	GO:0050919	negative chemotaxis	4/661	48/28928	0.0833333333333333	3.64699949571356	2.80665124766922	0.023786040041061	0.214026014759709	0.185341801090167	Flrt3/Slit1/Sema6d/Sema3d	4
BP	GO:0120163	negative regulation of cold-induced thermogenesis	4/661	48/28928	0.0833333333333333	3.64699949571356	2.80665124766922	0.023786040041061	0.214026014759709	0.185341801090167	Cidea/Adam17/Tlr4/Ddit3	4
BP	GO:1990573	potassium ion import across plasma membrane	4/661	48/28928	0.0833333333333333	3.64699949571356	2.80665124766922	0.023786040041061	0.214026014759709	0.185341801090167	Slc12a8/Kcnk9/Atp1b3/Slc12a7	4
BP	GO:0045600	positive regulation of fat cell differentiation	5/661	72/28928	0.0694444444444444	3.03916624642797	2.64919169835824	0.0245002951404459	0.217482713860118	0.188335226154946	Uchl3/Tmem64/Tph1/Zbtb7c/Fndc3b	5
BP	GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	15/661	371/28928	0.0404312668463612	1.76943371759688	2.28094306999753	0.0245872904724767	0.217482713860118	0.188335226154946	Thbs1/Tgfbr3/Col1a2/Bmpr1b/Spred1/Itga3/Itgb8/Pelo/Sinhcaf/Mstn/Cidea/Nfia/Adam17/Sap30/Inhba	15
BP	GO:0033555	multicellular organismal response to stress	7/661	125/28928	0.056	2.45078366111952	2.4857152013765	0.0249292031671072	0.217482713860118	0.188335226154946	Thbs1/Npas2/Capn2/Hmgcs2/Adcyap1/Kcnip3/Vwa1	7
BP	GO:0045446	endothelial cell differentiation	7/661	125/28928	0.056	2.45078366111952	2.4857152013765	0.0249292031671072	0.217482713860118	0.188335226154946	Rap1a/Ezr/Tnfrsf1a/Gpx1/Met/Pdpn/Myd88	7
BP	GO:1902749	regulation of cell cycle G2/M phase transition	7/661	125/28928	0.056	2.45078366111952	2.4857152013765	0.0249292031671072	0.217482713860118	0.188335226154946	Kif14/Cdc6/Cdc14b/Dyrk3/Hus1b/Hspa2/Pabir1	7
BP	GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Dut/Shmt1	2
BP	GO:0015747	urate transport	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Abcg2/Slc17a1	2
BP	GO:0018158	protein oxidation	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Gpx1/Sumf1	2
BP	GO:0033197	response to vitamin E	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Gpx1/Col1a1	2
BP	GO:0033314	mitotic DNA replication checkpoint signaling	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Cdc6/Hus1b	2
BP	GO:0034635	glutathione transport	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Slc13a3/Slc7a11	2
BP	GO:0038130	ERBB4 signaling pathway	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Btc/Nrg2	2
BP	GO:0072102	glomerulus morphogenesis	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Ctnnd1/Pdgfra	2
BP	GO:0110075	regulation of ferroptosis	2/661	11/28928	0.181818181818182	7.9570898088296	3.5290669939486	0.0250107968307412	0.217482713860118	0.188335226154946	Nfe2l2/Slc7a11	2
