SYMBOL	logFC	P.Value	padj	change
Nin	1.81006029520833	2.62540099938639e-41	2.8900962792499e-39	UP
Ninj1	-1.05348350205777	2.80744958590782e-19	2.78685658423461e-18	DOWN
NINJ2	-1.88151345808509	8.60854681482129e-16	5.67656120095793e-15	DOWN
Ninl	0.585941453191101	5.57645536805298e-05	0.000112868129986484	NOT
NIP7	0.473159829147742	0.0408891176549319	0.0565645250999481	NOT
NIPA1	1.06126892423764	1.52249188354514e-07	4.09747815620769e-07	UP
NIPA2	-0.167227910860686	0.0367064314906488	0.0511049146690478	NOT
NIPAL1	0.907145337093349	0.108904128257619	0.139412027764309	NOT
Nipal2	-0.00413953546979653	0.980863719577569	0.984601614664084	NOT
NIPAL3	0.143724608599147	0.194180530940471	0.235779804977724	NOT
NIPAL4	-0.650519574943303	0.115591129208802	0.147154979456204	NOT
NIPBL	1.4176753340338	1.69887770069302e-52	4.24748219710556e-50	UP
Nipsnap1	-0.528114278033025	1.07955414910776e-06	2.65718392349217e-06	NOT
NIPSNAP2	-0.250442821425175	0.0140051565705913	0.0207816180034999	NOT
NIPSNAP3A	0.945338629633575	2.08029552102507e-07	5.52510609122089e-07	NOT
NISCH	0.098268319021756	0.349270738815383	0.400660445467433	NOT
NIT1	-0.592062397446373	2.59712563574151e-07	6.8313481192623e-07	NOT
NIT2	0.285625180411489	0.0812212902853448	0.106563662100785	NOT
Nkain1	-0.896118084405672	2.13019338384293e-05	4.53557774322561e-05	NOT
NKAIN2	2.06087150892765	3.43693816979648e-06	8.00541211790113e-06	UP
Nkain4	-0.773370126175915	0.0275083434326657	0.0391259834129063	NOT
NKAPD1	0.405076171705191	0.000143534212666651	0.000275974083817227	NOT
Nkapl	0.286325992914319	0.0436234750664506	0.0600158441247167	NOT
NKD1	0.194414063263303	0.216481000736327	0.260444600102892	NOT
NKD2	0.150717674478712	0.358713227806839	0.410470779875781	NOT
Nkg7	-2.96312624051158	7.89787966125536e-08	2.18659202108066e-07	DOWN
NKIRAS1	0.999060277901962	7.88453167211511e-10	2.71549677084684e-09	NOT
NKIRAS2	-0.976762182866433	3.70973420171998e-14	2.04416470711884e-13	NOT
Nkpd1	-0.131591243241995	0.623871673719217	0.6704675069584	NOT
NKRF	0.791979721158854	6.04544634388927e-06	1.37236655922916e-05	NOT
NKTR	1.50735040005184	3.78160452244193e-40	3.69420187487026e-38	UP
NKX2-2	-0.070000402903514	0.853939999445711	0.876947154819249	NOT
Nkx3-2	1.06221381307513	0.335607661870947	0.386429523086281	NOT
Nkx6-1	-0.328954257850719	0.21696008276599	0.260957124990306	NOT
NKX6-2	-0.975406082870786	0.0519578323828704	0.0707103962985257	NOT
NKX6-3	-1.03121096980469	0.26311591802373	0.310796196890458	NOT
NLE1	-1.07066433438265	1.3473974602108e-11	5.62406902534508e-11	DOWN
NLGN1	1.56915432390746	1.76763328471792e-13	9.07249776717956e-13	UP
Nlgn2	-0.16918912587628	0.298344570800561	0.348143403518636	NOT
Nlgn3	-0.159241259934485	0.167691113098787	0.206426738656447	NOT
NLGN4X	1.96891824786258	1.15186723377102e-06	2.82762415798908e-06	UP
NLK	0.663096152009622	0.000309758235981514	0.000571798740953988	NOT
NLN	0.686431714585679	6.05360092171134e-08	1.69668757735444e-07	NOT
Nlrc3	-5.00979028228218	1.86432934882267e-11	7.66036830765549e-11	DOWN
NLRC3	-0.250591279157063	0.733091119485144	0.770051064838379	NOT
NLRC4	-0.605147223896633	0.156001902204001	0.193117158393019	NOT
NLRC5	1.05966602782937	3.15379225746408e-07	8.21936211834853e-07	UP
Nlrp1b	-0.720683509413397	0.450416416697551	0.502426842309859	NOT
NLRP3	-0.409171080722163	0.0318291339233118	0.0447622799602223	NOT
NLRX1	-0.763417944863215	4.64635919371291e-07	1.19052361414728e-06	NOT
NMB	-1.11674051982368	0.00409746215945471	0.0065498119109359	DOWN
NMD3	2.1279729393859	2.20114923098938e-12	1.00120728665817e-11	UP
Nme1	-1.62449436501848	6.15759530623912e-22	8.29504003308979e-21	DOWN
Nme2	-1.88914200224038	6.93965854424426e-27	1.75586454864746e-25	DOWN
NME3	-0.837846378232682	0.000973768417581706	0.00168909430006441	NOT
NME4	-1.30857984905735	5.27174201012083e-13	2.56899459502122e-12	DOWN
NME5	1.35461814504709	0.175848396988038	0.215497192321222	NOT
NME6	-0.713982073888707	9.35757707362974e-08	2.56950147827834e-07	NOT
NME7	-0.0486019988003831	0.764838450632254	0.798791559422004	NOT
NME9	-0.626033897891752	0.00157751658761646	0.00265760018089657	NOT
Nmes1	-0.824610691927145	1.73966979734549e-06	4.18286376212606e-06	NOT
NMI	-0.171910163116409	0.269343871598637	0.317415630738315	NOT
NMNAT1	-0.067400531226638	0.684539639241175	0.726188005641609	NOT
NMNAT2	0.00382469147986526	0.990794971815355	0.992477022222485	NOT
Nmnat3	0.173218430564615	0.518634889894151	0.569776067686648	NOT
NMRAL1	-0.946611937014586	2.18405097896985e-07	5.78297181669076e-07	NOT
Nmrk1	1.43007070027249	6.70664205176898e-23	1.03808685105608e-21	UP
NMRK2	-1.42589506043759	0.064177145681817	0.0859755767825341	NOT
NMT1	0.19427973556021	0.0549251568100933	0.0744260368642608	NOT
NMT2	0.681757152776524	6.23489417679088e-13	3.01840905815039e-12	NOT
NMU	-0.902850426095071	0.00188663208549079	0.00314798317418554	NOT
NNAT	-1.65352447272076	0.00419574432772186	0.00669313556593761	DOWN
NNT	0.647389617264336	2.10690630157823e-05	4.48793860715963e-05	NOT
NOA1	-0.131885530662937	0.371952105534397	0.424172053246068	NOT
NOB1	-0.89320061254375	1.66300722540837e-10	6.17909813148587e-10	NOT
Noc2l	-0.42733965363385	1.15230259170702e-06	2.82775171024294e-06	NOT
Noc3l	1.67154134157794	1.76881974210462e-29	5.68450109276367e-28	UP
Noc4l	-0.758517660368791	0.000152048939223905	0.00029143371913875	NOT
Noct	0.077648629553829	0.805251193773253	0.833971800838956	NOT
NOD1	-0.120949198060082	0.291506074771958	0.340918584711104	NOT
NOD2	0.511111643981116	0.00743055379162955	0.0114437001922809	NOT
NOG	-0.396364148194209	0.103413532515163	0.132971879933546	NOT
NOL10	-0.254634621792183	0.0803037530535393	0.105509990317338	NOT
NOL11	0.0310907290612473	0.772253771122204	0.805054090305557	NOT
Nol12	-1.3754847359338	2.24048364915582e-18	2.0176663192123e-17	DOWN
Nol3	-1.12175438694092	1.6535704388978e-14	9.46887327025676e-14	DOWN
NOL4	3.27220403112802	0.0106803075468387	0.0161039779846078	UP
Nol4l	0.48994229147784	0.000139011602985609	0.000267802031558146	NOT
NOL6	-0.0461964658984907	0.679729674454454	0.721768248400265	NOT
NOL7	-0.540086831774669	6.11176472331636e-05	0.000123010835630563	NOT
Nol8	1.77559260044819	2.5113029526491e-34	1.41931915151444e-32	UP
NOL9	-0.573381610719973	4.86006481678342e-09	1.53349339277802e-08	NOT
NOLC1	-0.311264937938077	1.55418013661745e-05	3.36302056553382e-05	NOT
Nom1	0.646886608628555	0.000154620743581974	0.000295940130865148	NOT
NOMO1	0.066293551358789	0.530556280960991	0.581271219582263	NOT
Nono	1.17422303667119	0.0496344627640433	0.0677735777314082	NOT
NONO	0.58430944093665	3.07818251024989e-05	6.43969227183324e-05	NOT
NOP10	-1.02376448921767	6.22765747273084e-15	3.74802837128734e-14	DOWN
NOP14	-0.48350193300692	8.96389262529367e-06	1.99767910735318e-05	NOT
NOP16	-0.16878254038899	0.120524839091436	0.152816047914541	NOT
NOP2	-0.795221208022224	6.16673576027617e-09	1.92682735013416e-08	NOT
NOP53	-1.89365299057584	6.95385030276629e-29	2.1062884151151e-27	DOWN
Nop56	-0.267661258485264	0.00580744067436736	0.00909497371139111	NOT
NOP58	-0.130638508732827	0.240100568712402	0.285932669594843	NOT
NOP9	-0.535289736250625	3.76100158626972e-05	7.78536828502171e-05	NOT
NOS1	1.52978598394954	0.000418367307097442	0.000760016766871227	UP
NOS1AP	-0.242590965909083	0.0491045784342327	0.0670748806818563	NOT
NOS2	-0.176282723254121	0.675490543111819	0.717982490376311	NOT
Nos3	-0.646105976070164	0.000230259918977329	0.000432297831848617	NOT
NOSIP	-1.32029672041213	6.18688729291974e-17	4.6634018629463e-16	DOWN
NOSTRIN	1.71214658643294	3.27685893478934e-13	1.63300493740127e-12	UP
Notch1	1.06464109164735	0.000136751840611157	0.000263620805130055	UP
NOTCH2	0.655814999064726	2.19959104934361e-06	5.22903586927761e-06	NOT
NOTCH3	-0.238948575474216	0.22139667247806	0.265773300433258	NOT
Notch4	0.0855182156233029	0.689799690658129	0.731189654850392	NOT
NOTO	-0.572193874678976	0.201702919928925	0.244018680543884	NOT
Notum	0.0178579065409481	0.960462010030184	0.967479862739364	NOT
NOVA1	-0.287218571950849	0.193611987365658	0.235214167816737	NOT
NOVA2	-0.923306159408555	0.00205943339884433	0.00341986964610523	NOT
NOX4	1.16301862581734	0.0139001620472367	0.0206341240171871	UP
Noxo1	-1.86360018789475	0.0161645684408756	0.023799136547695	DOWN
NPAS2	-0.657485092570135	0.000560713299578292	0.00100450350766084	NOT
NPAS3	2.20939496641601	5.56727243790904e-08	1.56722968953428e-07	UP
NPAT	1.41383507093368	1.87780542461137e-27	4.98192586662631e-26	UP
NPC1	0.462324414144125	0.00461011865628292	0.00731460259210813	NOT
Npc1l1	-0.47613002175257	0.0008833484513105	0.00154131452629302	NOT
Npc2	-0.461561228849402	0.00243084861405018	0.00400597116588696	NOT
NPDC1	-1.22502958339961	3.1153425361934e-16	2.17175887293898e-15	DOWN
NPEPL1	-1.14916787152826	1.38424961442946e-17	1.12192670672797e-16	DOWN
NPEPPS	-0.110330190135994	0.126512808355775	0.159667217321701	NOT
NPFF	0.174179592272168	0.844260774537006	0.869087411896775	NOT
Nphp1	0.0292913588784968	0.818619801707827	0.846272387342642	NOT
NPHP1	0.0360998913328675	0.825810963980736	0.852690573266123	NOT
Nphp3	0.65569392943817	3.96895468136075e-06	9.18513500231447e-06	NOT
Nphp4	-0.327868709370342	0.0263736159407425	0.0376281273567939	NOT
Nphs1	0.598878988252034	0.000971938239261339	0.00168651464149441	NOT
NPL	-0.0878020702437828	0.614390605833041	0.662006999754798	NOT
Nploc4	-0.174409815416529	0.0297867257408487	0.0421188642066008	NOT
NPM3	-1.42222974032454	3.7449745820314e-22	5.17248315164281e-21	DOWN
NPNT	-0.0843873094653995	0.464558581329884	0.516717209560935	NOT
NPPC	-1.25735055509227	4.12485359123809e-06	9.52053126652372e-06	DOWN
NPR1	-0.147062730249821	0.347256195732505	0.398690546641514	NOT
Npr2	0.429945768724443	1.02963676741802e-05	2.27640466969173e-05	NOT
NPR3	1.22264023463109	1.78536412624448e-14	1.01840317966869e-13	UP
NPRL2	-0.161260176495293	0.325928923177013	0.376401592874353	NOT
Nprl3	-0.566606620326995	6.66150424438434e-07	1.6742860642173e-06	NOT
Nptn	0.749159727092703	5.22076953853107e-10	1.83535680321429e-09	NOT
Nptx1	-0.550464663322989	0.00174255118362522	0.00292118691082819	NOT
NPTX2	-1.18949127645729	3.76189608328638e-07	9.73026987981017e-07	DOWN
NPTXR	-0.596516536287295	8.52129554896996e-06	1.90393260592026e-05	NOT
Npw	-1.74874494047537	1.56351668456734e-14	8.9826364352655e-14	DOWN
NPY	-0.307329368296139	0.446970429770758	0.498886933492891	NOT
NPY1R	0.860119309795577	9.3833669488185e-05	0.000184773789696999	NOT
NPY4R2	1.10574376093318	0.173450265103357	0.212846435254394	NOT
NPY5R	1.91034639970336	0.0419547260234659	0.0579361695911014	NOT
NQO1	0.418769462120515	2.17900181183584e-05	4.63481697568717e-05	NOT
NQO2	0.277561227043642	0.350014136438503	0.401413548628723	NOT
Nr1d1	-0.844412190185209	7.55887600443698e-06	1.69531670885586e-05	NOT
NR1D2	1.77086691573522	3.48240617217159e-93	7.33842477795759e-90	UP
NR1H2	-1.1634602035061	1.15085536757393e-15	7.49173324231381e-15	DOWN
NR1H3	-0.610720047465427	0.00205001958800568	0.00340653812579382	NOT
NR1I2	-0.269936119656096	0.719297897748626	0.757991376603085	NOT
NR1I3	0.288265547866672	0.703987943461112	0.744250423134442	NOT
NR2C1	0.868029896041765	2.02705947252337e-12	9.25732330625148e-12	NOT
Nr2c2	0.518465560071455	1.11570160166008e-05	2.45527589528387e-05	NOT
NR2C2AP	-1.06409011021856	1.00621454865404e-12	4.74813525502103e-12	DOWN
NR2E1	0.757090615351938	0.02082462170201	0.0301283722446877	NOT
NR2E3	-0.431030869722137	0.513919221065791	0.565100442038128	NOT
Nr2f1	0.353376466451604	0.00809092297502373	0.0123909058144285	NOT
Nr2f2	0.613547701252076	1.67416658514036e-05	3.60783510553769e-05	NOT
NR2F6	-1.48699013739347	3.73086134172028e-25	7.67558377290318e-24	DOWN
NR3C1	1.62433443672479	5.12724230074708e-33	2.53798493886981e-31	UP
NR3C2	0.867461322693438	1.14385816641548e-12	5.35992751359424e-12	NOT
NR4A1	-0.128917181507513	0.853086709365647	0.876261632666124	NOT
NR4A2	1.13626469914379	1.34701003802959e-08	4.04679125681761e-08	UP
NR4A3	0.721640339459744	0.0369984860876204	0.0514866589695056	NOT
NR5A1	-0.988602722078645	0.462735755475172	0.514883844686902	NOT
NR5A2	0.941529808340355	0.0164532256917887	0.0241837708424761	NOT
Nr6a1	2.07487370183284	7.4844945463172e-06	1.67914492855856e-05	UP
NRAC	-0.460666900641087	0.0215086428027549	0.0310596172279429	NOT
Nradd	-0.100984627979301	0.532353891241733	0.582980864863163	NOT
Nrap	-0.152871695543434	0.584748622404257	0.633445467363236	NOT
NRAS	0.841928013344905	1.59325052116105e-12	7.38361245292071e-12	NOT
NRBF2	0.0578974399331339	0.662254428740529	0.706243198112338	NOT
NRBP1	-0.88293941271521	2.02094305401251e-11	8.27621626589078e-11	NOT
Nrbp2	1.82627623573072	6.72638210222629e-12	2.9062935673679e-11	UP
NRCAM	1.50707773669336	6.19867382435205e-10	2.15805139445403e-09	UP
NRDC	0.278685497840531	0.0012475142704527	0.00213032134220088	NOT
NRDE2	0.549043415394681	0.00217447280509376	0.003603195725448	NOT
NREP	0.0608342578619895	0.663091227922464	0.706943990573722	NOT
Nrf1	-0.0702612332799316	0.44463735232232	0.496551688526344	NOT
Nrg1	0.885607942564453	0.301427322794891	0.351212830848929	NOT
Nrg2	-0.33678486913777	0.278762769704873	0.327469110131129	NOT
NRG3	0.0818166066680745	0.918882974664186	0.932474047830999	NOT
NRG4	0.749371372771057	0.0985955707858521	0.127231498964404	NOT
NRGN	-1.7096907956863	1.04734667170243e-17	8.65028597664197e-17	DOWN
NRIP1	1.23164890792715	6.12126584400518e-18	5.19233999223234e-17	UP
NRIP3	0.461753714509753	5.31064044218124e-05	0.000107902558075228	NOT
NRK	3.87250781338748	1.59583113103826e-22	2.34229900636272e-21	UP
NRL	-1.37914359054472	2.01552432022516e-25	4.30884047067266e-24	DOWN
NRM	-1.86086635770354	2.14050967448995e-23	3.52789477188841e-22	DOWN
NRN1	-0.268410598667851	0.102223687883863	0.131579547990825	NOT
NRN1L	-0.63066045730377	0.109255381705986	0.1398121720204	NOT
NRP1	0.849306977234001	8.86869349302497e-07	2.20091012307556e-06	NOT
Nrp2	-0.103457589396084	0.450064815193161	0.502110580011671	NOT
NRROS	-0.81706076770131	2.1386601809541e-07	5.67194827926176e-07	NOT
NRSN1	0.287514623457466	0.442761503614498	0.494898457211296	NOT
NRSN2	-1.20660181799227	5.60513083878105e-07	1.42382099195556e-06	DOWN
NRTN	-2.31291694208612	2.97277866678493e-09	9.61654783196151e-09	DOWN
Nrxn1	2.48695243153146	7.59958808931586e-10	2.62348523064587e-09	UP
NRXN2	0.0957731655864768	0.66890710339921	0.712062400392708	NOT
Nrxn3	2.76572242121457	6.68636465846948e-12	2.89154397763363e-11	UP
NSA2	0.162180095850907	0.167042888128918	0.205697440753792	NOT
NSD1	0.881965305298914	6.82601766335536e-25	1.35884732189143e-23	NOT
Nsd2	0.221777771244357	0.0602306659202782	0.081093697790254	NOT
Nsd3	0.863267421656448	2.86355429152829e-18	2.5400053730808e-17	NOT
NSDHL	-0.749246167507335	4.61384062475252e-08	1.31184971194534e-07	NOT
NSF	0.430385916789281	9.98361851271309e-05	0.000195783711254701	NOT
NSFL1C	-0.723910308938115	1.24765372340497e-07	3.3868494799313e-07	NOT
Nsg1	-1.38629564945408	5.73436697677023e-16	3.88016730616228e-15	DOWN
NSG2	0.29773695571273	0.374003193341457	0.426148702686531	NOT
NSL1	0.150232520057244	0.222804650539593	0.267224278405523	NOT
Nsmaf	0.290662693253332	0.0105763692493371	0.0159603092375418	NOT
Nsmce1	-1.46672378688547	2.79235756778444e-18	2.4783433503242e-17	DOWN
Nsmce2	-0.544214922839514	9.8934469451875e-05	0.000194221767219139	NOT
NSMCE3	-0.00588511530849429	0.969945426033883	0.975168005686055	NOT
NSMCE4A	0.232755761955868	0.0264835375331282	0.037770343435287	NOT
Nsmf	-0.604555916986277	8.12363854604359e-09	2.5037984160612e-08	NOT
NSRP1	2.16278717035626	4.600585992469e-41	4.91762637499349e-39	UP
NSUN2	-0.352754116773066	0.00121833394247815	0.00208391048069285	NOT
NSUN3	1.69311607682474	2.23190435144006e-30	8.06931889414029e-29	UP
Nsun4	0.480412721631033	0.00260620303583039	0.00428251097042821	NOT
NSUN5	-0.317437957574888	0.0198214268082589	0.0287668109847134	NOT
Nsun6	0.690102752085009	0.0215894135951095	0.0311549051009059	NOT
NSUN6	0.726282697480128	7.69313628993977e-07	1.92178583256395e-06	NOT
NSUN7	0.86938658896487	0.318035030143639	0.368381211593939	NOT
NT5C	-1.47377924714271	1.23347693077033e-20	1.43380758122877e-19	DOWN
NT5C1A	2.15521711931349	0.00106068574036726	0.00183167587873536	UP
Nt5c1b	-1.62554195499852	0.00451545832752145	0.0071759885573442	DOWN
NT5C2	0.0284835972494849	0.751562997805527	0.786597543680242	NOT
Nt5c3a	-0.101057471836482	0.39588319854797	0.447896384551397	NOT
NT5C3B	-0.434703558392627	0.541948856890807	0.592474133126681	NOT
NT5DC1	0.307892246730562	0.00842745974303635	0.0128688880610279	NOT
Nt5dc2	-1.14995956720899	2.25473334244894e-16	1.59671490803957e-15	DOWN
NT5DC3	-0.0741494369412253	0.602772913563562	0.651153661514178	NOT
NT5E	1.33650025546437	8.3110106753081e-08	2.29494044311999e-07	UP
NTAN1	-0.25238649044758	0.057485652195904	0.0776245748390498	NOT
Ntf3	-0.0583570751680182	0.844210893395178	0.869087411896775	NOT
NTF4	-1.20465845870424	0.0298533075186789	0.0422089657057445	DOWN
NTHL1	-0.193320184409157	0.1364049922897	0.170966950570597	NOT
NTM	0.197816159507121	0.378333163210919	0.430661227102706	NOT
Ntmt1	-1.1840032625399	1.62895448913727e-22	2.38616759377e-21	DOWN
NTN1	-0.221990728356347	0.196640375599948	0.23840241476739	NOT
NTN3	0.276105194913708	0.71248429196739	0.751939313930813	NOT
NTN4	0.887301337712486	6.29506325818496e-08	1.76168617191209e-07	NOT
NTNG1	0.253351235146135	0.542107502617324	0.592562265365553	NOT
Ntng2	-1.25514593471387	1.3380697766219e-05	2.91850765561876e-05	DOWN
NTPCR	-0.495823390227604	1.35256407241962e-05	2.94837780881658e-05	NOT
NTRK2	0.887208575731844	2.54034331323562e-06	6.0004170077724e-06	NOT
NTRK3	-0.0155124997927161	0.89294691985576	0.910602144126672	NOT
NUAK1	-0.448435616709966	0.000677169520338709	0.00120116974441033	NOT
NUAK2	-0.462766155711778	0.0159558059593181	0.0235081995311527	NOT
NUB1	-0.728107521614284	1.1867459806144e-09	4.016909123461e-09	NOT
NUBP1	-0.491264587199504	0.000101028740298664	0.000198069504006592	NOT
NUBP2	-0.760089867352883	1.02244376797697e-06	2.52082032783357e-06	NOT
NUBPL	1.34984846005134	2.27033305362031e-06	5.38505915323255e-06	UP
Nucb1	-1.41899817431214	3.81343858006541e-21	4.69157902373185e-20	DOWN
NUCB2	0.547116600250649	0.003845886196681	0.00617107226011547	NOT
NUCKS1	0.190854960440776	0.0198298924138944	0.0287762659121846	NOT
Nudc	-1.08095793517602	2.84860369545375e-15	1.77899039422685e-14	DOWN
NUDCD1	0.888659058287644	4.33487617841811e-13	2.13216934004153e-12	NOT
Nudcd2	0.151602386859754	0.206750546031043	0.249572610843201	NOT
NUDCD3	-0.838320603482995	2.2711230387425e-14	1.28014275676311e-13	NOT
NUDT1	-1.72177048557594	8.03113297090246e-25	1.57745995278006e-23	DOWN
NUDT12	1.91495582349106	5.33249437251686e-32	2.36926579786133e-30	UP
NUDT13	-0.173962420335244	0.570443032495713	0.620180216122071	NOT
NUDT14	-0.936769800221335	0.000146811688658541	0.000281798206818756	NOT
NUDT15	-0.483633227612708	0.108944602147575	0.139451737788865	NOT
NUDT16	-0.598796507726609	2.56407370505032e-07	6.74585245396041e-07	NOT
NUDT16L1	-1.18047852655286	1.89241189343879e-12	8.66655319469593e-12	DOWN
NUDT17	1.09050732980954	0.108415922009062	0.138883479422985	NOT
Nudt18	-0.489140174451428	2.04986621947851e-06	4.8928117481436e-06	NOT
NUDT19	0.314548080583141	0.0371906847197196	0.0517351744908132	NOT
Nudt2	-0.681984325591223	5.76021100239924e-05	0.000116268298435127	NOT
Nudt21	0.0227236008490485	0.846830846941471	0.871405777693312	NOT
NUDT22	-0.883674902253064	2.21566934906861e-08	6.51062521277112e-08	NOT
NUDT3	-1.14808333458034	9.22562766447791e-18	7.66688640443458e-17	DOWN
NUDT4B	0.421187714764596	2.50778901295653e-05	5.2982520381154e-05	NOT
NUDT5	-0.388282996263631	0.00155840434824124	0.00262750286214499	NOT
NUDT6	0.55367869506734	0.00668860175472548	0.0103670867378329	NOT
NUDT7	-0.198550813341218	0.24918994158378	0.295839100869404	NOT
NUDT8	-0.517279716411527	0.220939931218089	0.265311374584666	NOT
NUDT9	0.122661740498849	0.0773025598851316	0.101875284630177	NOT
NUF2	1.71923034101267	0.0416455708846403	0.05752540650991	NOT
NUFIP1	0.490435388145925	0.00470338260377477	0.00745536178683447	NOT
NUFIP2	0.893636314127133	1.97741651058451e-17	1.5699069401309e-16	NOT
NUGGC	-0.037476368304186	0.892583706512006	0.910294680223907	NOT
Numa1	-0.362401564677073	2.33040198003921e-05	4.94046559464765e-05	NOT
Numb	0.491372260491289	3.94893979873884e-07	1.01890521202023e-06	NOT
NUMBL	-0.940067312564314	1.05325826070202e-11	4.45579803006447e-11	NOT
NUP107	0.937857037493067	4.95755016816107e-15	3.01562154765129e-14	NOT
NUP133	0.740206714783414	3.05905878243226e-08	8.86003850376168e-08	NOT
NUP153	1.26016949050914	9.21863814262557e-17	6.82707545206343e-16	UP
NUP155	1.06582659517301	2.21214638401865e-16	1.57032585710582e-15	UP
Nup160	0.0742408363115874	0.492026434817364	0.543661568538647	NOT
NUP188	0.4940332227036	7.2465359652479e-07	1.81421676889633e-06	NOT
NUP205	0.952881995358604	2.34840389642645e-12	1.06326905697319e-11	NOT
NUP210	0.5019427289448	0.0808988437780288	0.106197280819587	NOT
NUP214	-0.530910266559139	5.05957226382412e-05	0.000103085290695676	NOT
NUP35	0.992083390365058	1.91045744382658e-06	4.57857965132184e-06	NOT
NUP37	-0.5440977128572	0.000510454263253316	0.000919827856981392	NOT
NUP42	0.416785093951984	0.00202741739044453	0.00337087848584843	NOT
NUP43	0.192972793419152	0.208270327924327	0.251283789237016	NOT
NUP50	-0.554236432988671	1.65362473988091e-06	3.9857219833306e-06	NOT
NUP54	1.13531553236892	3.13727708106223e-12	1.40236285523482e-11	UP
Nup58	1.04577981306007	8.32762877034432e-11	3.18901484920429e-10	UP
Nup62	0.816916746032837	0.000168394313531045	0.000320224896080501	NOT
NUP62	-0.772230339048765	1.27844456631717e-15	8.2675737824395e-15	NOT
Nup85	-0.452446514738035	1.01729418406629e-05	2.2514788460858e-05	NOT
NUP85	0.308291585087746	0.0642832453429998	0.0861020750072269	NOT
NUP88	-0.0507518809763959	0.613429672249302	0.661116467841708	NOT
NUP93	-0.092389928827277	0.480413303681043	0.532464996814116	NOT
Nup98	0.79352690045215	1.32812376059518e-08	3.99411897911101e-08	NOT
Nupr1	-1.29110656527299	8.03665679032627e-12	3.4461838463402e-11	DOWN
NUS1	1.10701408863908	6.99263467261912e-12	3.01691588346898e-11	UP
NUSAP1	0.395470563280096	0.0150717272506675	0.0222790909584724	NOT
NUTF2	-0.863944185249791	1.16761121187359e-11	4.91115853616977e-11	NOT
NVL	0.491992189494456	3.74051747774083e-07	9.67836753449481e-07	NOT
NWD1	0.576812809747634	0.00607167786211049	0.00948060973261267	NOT
NWD2	0.784995121532141	0.246047453252068	0.292367164727023	NOT
NXF1	0.263476934640794	0.0227891136295205	0.0327963136730788	NOT
NXF2	0.918442422071896	0.255723767571699	0.302913458238989	NOT
NXN	-0.34877762464623	0.00960839700305097	0.0145636523008636	NOT
Nxnl1	-0.0494161514342211	0.974157290547687	0.978802138333147	NOT
nxpe3	-0.27546942357311	0.592663244043747	0.64117165477736	NOT
NXPE3	1.81292469213195	9.22773680942034e-20	9.72273897683996e-19	UP
NXPE4	1.34601505734342	0.0227490249519986	0.0327450104475929	UP
NXPH1	2.98891854487022	0.00126904115744285	0.00216461911580013	UP
NXPH2	0.890446167402076	1.71295077539952e-08	5.09019679450408e-08	NOT
NXPH3	-1.06071621159411	6.74818502531412e-13	3.25195940243086e-12	DOWN
NXT1	-1.08504108997443	4.24188838528996e-11	1.67439378034285e-10	DOWN
NXT2	1.12637545522327	5.27086019633911e-05	0.000107123806497931	UP
NYAP1	-0.147581979537913	0.290989977007818	0.340368975564375	NOT
NYAP2	-0.85736989556662	0.326017304448193	0.376474186465891	NOT
NYNRIN	0.103580220755973	0.252582118974829	0.299480655654505	NOT
NYX	2.60619145049444	0.00789774734824676	0.012116450455953	UP
Oacyl	-0.0616198684397683	0.884048494943367	0.903401409692387	NOT
OAF	-0.981729358187151	3.72142180045574e-17	2.86806128414434e-16	NOT
OARD1	-0.400918826305052	0.00634551004483721	0.00987890434526582	NOT
OAS1	-2.20655744338371	1.00649681072341e-09	3.4296221887228e-09	DOWN
OAS3	-1.67774304558502	6.71566926591542e-05	0.000134486610564103	DOWN
Oasl	-1.75554300523901	5.37784821532703e-10	1.88697999582038e-09	DOWN
Oasl2	-1.36178373564382	1.15841449949395e-07	3.15621948319823e-07	DOWN
OAT	1.10395568822101	2.3945268554829e-12	1.08315442027686e-11	UP
OAZ1	-1.30303694830735	2.4301657598094e-37	1.80137563431902e-35	DOWN
OAZ2	-0.550644394487911	7.37297110581535e-09	2.28292814403615e-08	NOT
OBI1	1.512593913364	3.64333910518199e-31	1.48052052728759e-29	UP
Obscn	0.348047918352138	0.102051154414055	0.131368930863228	NOT
OBSL1	-0.625958082492599	2.67877826538713e-11	1.08289005735066e-10	NOT
OCA2	-1.51387242413773	0.0111980139102643	0.0168346823471574	DOWN
OCEL1	-1.08379703653411	1.03603483018169e-12	4.87948588122929e-12	DOWN
Ociad1	0.235677558552406	0.0377372953763451	0.0524411534711697	NOT
Ociad2	-0.888358894014168	0.000302722925845733	0.000559722471690951	NOT
Ocln	2.51816368851679	4.82896174458405e-16	3.29625241528734e-15	UP
Ocrl	0.572494809247557	4.12117417221286e-08	1.17653261494701e-07	NOT
ODC1	-0.936552130159299	2.05845612354015e-17	1.62898531536163e-16	NOT
Odf2	-0.507774660891994	2.23088186679057e-05	4.74174905144492e-05	NOT
ODF2L	1.16251562480224	2.95687019895734e-05	6.19204887916237e-05	UP
Odf3	0.273022408870926	0.555868511531064	0.605853141243884	NOT
ODF3B	-1.42329999089763	0.00402695682290851	0.00644688952623437	DOWN
ODF3L1	0.232027110057307	0.7105027831729	0.750223804909338	NOT
Odf4	-5.80312108732456	0.0558784799231895	0.0756482615039435	NOT
